gene,GO.term,type
ATP2B1,GO:0009898,C
BIRC2,GO:0009898,C
CACNB4,GO:0009898,C
CBX6,GO:0009898,C
CD2,GO:0009898,C
CDH1,GO:0009898,C
CHMP4A,GO:0009898,C
CHMP4B,GO:0009898,C
CHUK,GO:0009898,C
DIABLO,GO:0009898,C
DLG1,GO:0009898,C
DSG1,GO:0009898,C
EPB41,GO:0009898,C
G6PD,GO:0009898,C
GEM,GO:0009898,C
GM2A,GO:0009898,C
GNB1L,GO:0009898,C
HTRA2,GO:0009898,C
IKBKB,GO:0009898,C
JUP,GO:0009898,C
KIT,GO:0009898,C
LDLRAP1,GO:0009898,C
LITAF,GO:0009898,C
MAP2K2,GO:0009898,C
NPTX2,GO:0009898,C
NTSR1,GO:0009898,C
PGM5,GO:0009898,C
PKP4,GO:0009898,C
PPP3CA,GO:0009898,C
PTEN,GO:0009898,C
PTP4A1,GO:0009898,C
PTPN22,GO:0009898,C
PTPN3,GO:0009898,C
PTPN4,GO:0009898,C
PTPN7,GO:0009898,C
RAB21,GO:0009898,C
RGS2,GO:0009898,C
RNF31,GO:0009898,C
TH,GO:0009898,C
TRAF2,GO:0009898,C
TRAF3,GO:0009898,C
TRAF5,GO:0009898,C
TRAF6,GO:0009898,C
ANK3,GO:0009925,C
AQP1,GO:0009925,C
AQP5,GO:0009925,C
BMPR2,GO:0009925,C
C5AR2,GO:0009925,C
CD34,GO:0009925,C
CEACAM1,GO:0009925,C
CLCA2,GO:0009925,C
CLDN4,GO:0009925,C
DST,GO:0009925,C
EGFR,GO:0009925,C
EPS15,GO:0009925,C
ERBB2,GO:0009925,C
ERBB3,GO:0009925,C
ERBB4,GO:0009925,C
ERBIN,GO:0009925,C
ITGA6,GO:0009925,C
ITGA9,GO:0009925,C
KCNQ4,GO:0009925,C
LDLRAP1,GO:0009925,C
MET,GO:0009925,C
MUC20,GO:0009925,C
MYO1A,GO:0009925,C
MYO1C,GO:0009925,C
OSCP1,GO:0009925,C
P2RY12,GO:0009925,C
PKD2,GO:0009925,C
SLC23A1,GO:0009925,C
SLC23A2,GO:0009925,C
SLC27A5,GO:0009925,C
TACSTD2,GO:0009925,C
TEK,GO:0009925,C
TF,GO:0009925,C
AAMP,GO:0009986,C
ABCA7,GO:0009986,C
ABCB1,GO:0009986,C
ABCC2,GO:0009986,C
ACE2,GO:0009986,C
ACHE,GO:0009986,C
ACKR3,GO:0009986,C
ACVR1B,GO:0009986,C
ACVR2A,GO:0009986,C
ACVRL1,GO:0009986,C
ADA,GO:0009986,C
ADAM10,GO:0009986,C
ADAM15,GO:0009986,C
ADAM17,GO:0009986,C
ADAM2,GO:0009986,C
ADAM8,GO:0009986,C
ADAM9,GO:0009986,C
ADAMTS13,GO:0009986,C
ADAMTS7,GO:0009986,C
ADAMTS9,GO:0009986,C
ADCYAP1R1,GO:0009986,C
ADGRA2,GO:0009986,C
ADGRF5,GO:0009986,C
ADGRG2,GO:0009986,C
ADIPOQ,GO:0009986,C
ADTRP,GO:0009986,C
AGER,GO:0009986,C
AIMP1,GO:0009986,C
AJAP1,GO:0009986,C
ALPP,GO:0009986,C
AMBP,GO:0009986,C
AMELX,GO:0009986,C
ANGPTL3,GO:0009986,C
ANK3,GO:0009986,C
ANO6,GO:0009986,C
ANTXR1,GO:0009986,C
ANTXR2,GO:0009986,C
ANXA1,GO:0009986,C
ANXA2,GO:0009986,C
ANXA4,GO:0009986,C
ANXA9,GO:0009986,C
AOC3,GO:0009986,C
APMAP,GO:0009986,C
APOA1,GO:0009986,C
APOA4,GO:0009986,C
APOH,GO:0009986,C
APP,GO:0009986,C
AQP11,GO:0009986,C
AREG,GO:0009986,C
ARSB,GO:0009986,C
ART1,GO:0009986,C
ASIC1,GO:0009986,C
AXL,GO:0009986,C
BACE1,GO:0009986,C
BACE2,GO:0009986,C
BGN,GO:0009986,C
BMP10,GO:0009986,C
BMP2,GO:0009986,C
BMPR2,GO:0009986,C
BSN,GO:0009986,C
BST2,GO:0009986,C
C1QBP,GO:0009986,C
C5AR1,GO:0009986,C
CA4,GO:0009986,C
CACNG2,GO:0009986,C
CACNG4,GO:0009986,C
CALR,GO:0009986,C
CAPN5,GO:0009986,C
CASR,GO:0009986,C
CAV3,GO:0009986,C
CCR10,GO:0009986,C
CCR5,GO:0009986,C
CCR6,GO:0009986,C
CCR7,GO:0009986,C
CCR9,GO:0009986,C
CD109,GO:0009986,C
CD14,GO:0009986,C
CD151,GO:0009986,C
CD1A,GO:0009986,C
CD1B,GO:0009986,C
CD1C,GO:0009986,C
CD1D,GO:0009986,C
CD1E,GO:0009986,C
CD200,GO:0009986,C
CD209,GO:0009986,C
CD226,GO:0009986,C
CD24,GO:0009986,C
CD274,GO:0009986,C
CD28,GO:0009986,C
CD2,GO:0009986,C
CD36,GO:0009986,C
CD38,GO:0009986,C
CD40,GO:0009986,C
CD40LG,GO:0009986,C
CD44,GO:0009986,C
CD46,GO:0009986,C
CD53,GO:0009986,C
CD55,GO:0009986,C
CD58,GO:0009986,C
CD59,GO:0009986,C
CD63,GO:0009986,C
CD74,GO:0009986,C
CD80,GO:0009986,C
CD86,GO:0009986,C
CD93,GO:0009986,C
CD99L2,GO:0009986,C
CDH10,GO:0009986,C
CDH11,GO:0009986,C
CDH12,GO:0009986,C
CDH13,GO:0009986,C
CDH15,GO:0009986,C
CDH17,GO:0009986,C
CDH18,GO:0009986,C
CDH1,GO:0009986,C
CDH22,GO:0009986,C
CDH24,GO:0009986,C
CDH2,GO:0009986,C
CDH3,GO:0009986,C
CDH4,GO:0009986,C
CDH5,GO:0009986,C
CDH6,GO:0009986,C
CDH7,GO:0009986,C
CDH8,GO:0009986,C
CDH9,GO:0009986,C
CEACAM1,GO:0009986,C
CEACAM5,GO:0009986,C
CEACAM6,GO:0009986,C
CEACAM8,GO:0009986,C
CEL,GO:0009986,C
CFC1,GO:0009986,C
CFTR,GO:0009986,C
CHRNA1,GO:0009986,C
CLCN3,GO:0009986,C
CLDND1,GO:0009986,C
CLEC17A,GO:0009986,C
CLEC2D,GO:0009986,C
CLEC5A,GO:0009986,C
CLIC4,GO:0009986,C
CLMP,GO:0009986,C
CLSTN1,GO:0009986,C
CLSTN3,GO:0009986,C
CLU,GO:0009986,C
CNTN2,GO:0009986,C
CNTNAP2,GO:0009986,C
CORIN,GO:0009986,C
CPM,GO:0009986,C
CR1,GO:0009986,C
CRYAB,GO:0009986,C
CSF1R,GO:0009986,C
CSPG4,GO:0009986,C
CSPG5,GO:0009986,C
CTSG,GO:0009986,C
CTSZ,GO:0009986,C
CX3CL1,GO:0009986,C
CX3CR1,GO:0009986,C
CXCR2,GO:0009986,C
CXCR4,GO:0009986,C
CYP2W1,GO:0009986,C
DCBLD2,GO:0009986,C
DCSTAMP,GO:0009986,C
DIP2A,GO:0009986,C
DMD,GO:0009986,C
DPP4,GO:0009986,C
DSCAML1,GO:0009986,C
DSG2,GO:0009986,C
EGFL7,GO:0009986,C
EGFL8,GO:0009986,C
EGFR,GO:0009986,C
ELANE,GO:0009986,C
ELSPBP1,GO:0009986,C
EMP2,GO:0009986,C
ENO1,GO:0009986,C
ENPP1,GO:0009986,C
ENTPD6,GO:0009986,C
EPCAM,GO:0009986,C
EPHA2,GO:0009986,C
EPHA4,GO:0009986,C
EPO,GO:0009986,C
EPPIN,GO:0009986,C
ERP29,GO:0009986,C
ERP44,GO:0009986,C
F2R,GO:0009986,C
F3,GO:0009986,C
FAM234A,GO:0009986,C
FAP,GO:0009986,C
FAS,GO:0009986,C
FCER1A,GO:0009986,C
FCER1G,GO:0009986,C
FCRL2,GO:0009986,C
FCRL3,GO:0009986,C
FCRL4,GO:0009986,C
FCRL5,GO:0009986,C
FERMT2,GO:0009986,C
FGA,GO:0009986,C
FGB,GO:0009986,C
FGF10,GO:0009986,C
FGF22,GO:0009986,C
FGFBP1,GO:0009986,C
FGFR2,GO:0009986,C
FGFR3,GO:0009986,C
FGG,GO:0009986,C
FLT3LG,GO:0009986,C
FOLH1,GO:0009986,C
FOLR1,GO:0009986,C
FURIN,GO:0009986,C
FUT4,GO:0009986,C
FZD10,GO:0009986,C
FZD1,GO:0009986,C
FZD3,GO:0009986,C
FZD4,GO:0009986,C
FZD5,GO:0009986,C
FZD6,GO:0009986,C
FZD9,GO:0009986,C
GHR,GO:0009986,C
GHRHR,GO:0009986,C
GHSR,GO:0009986,C
GJD3,GO:0009986,C
GOT2,GO:0009986,C
GP1BA,GO:0009986,C
GP6,GO:0009986,C
GPR98,GO:0009986,C
GPRC5B,GO:0009986,C
GPRC6A,GO:0009986,C
GREM1,GO:0009986,C
GRIA1,GO:0009986,C
GRIN1,GO:0009986,C
GRIN2A,GO:0009986,C
GRIN2B,GO:0009986,C
HAVCR2,GO:0009986,C
HBEGF,GO:0009986,C
HCST,GO:0009986,C
HFE2,GO:0009986,C
HHIP,GO:0009986,C
HILPDA,GO:0009986,C
HIST1H1A,GO:0009986,C
HLA-A,GO:0009986,C
HLA-B,GO:0009986,C
HLA-C,GO:0009986,C
HLA-DMA,GO:0009986,C
HLA-DPA1,GO:0009986,C
HLA-DPB1,GO:0009986,C
HLA-DRA,GO:0009986,C
HLA-DRB1,GO:0009986,C
HLA-E,GO:0009986,C
HLA-F,GO:0009986,C
HLA-H,GO:0009986,C
HM13,GO:0009986,C
HMGB1,GO:0009986,C
HMMR,GO:0009986,C
HNRNPU,GO:0009986,C
HPN,GO:0009986,C
HRG,GO:0009986,C
HSP90AB1,GO:0009986,C
HSPA2,GO:0009986,C
HSPA5,GO:0009986,C
HSPD1,GO:0009986,C
HTR3B,GO:0009986,C
HYAL2,GO:0009986,C
ICAM1,GO:0009986,C
IDE,GO:0009986,C
IGF2R,GO:0009986,C
IGHM,GO:0009986,C
IGSF3,GO:0009986,C
IGSF5,GO:0009986,C
IL12A,GO:0009986,C
IL12B,GO:0009986,C
IL15,GO:0009986,C
IL17RB,GO:0009986,C
IL17RC,GO:0009986,C
IL1RAPL1,GO:0009986,C
INTU,GO:0009986,C
IQGAP2,GO:0009986,C
ISLR2,GO:0009986,C
ITGA1,GO:0009986,C
ITGA2B,GO:0009986,C
ITGA2,GO:0009986,C
ITGA3,GO:0009986,C
ITGA4,GO:0009986,C
ITGA5,GO:0009986,C
ITGA6,GO:0009986,C
ITGA7,GO:0009986,C
ITGA8,GO:0009986,C
ITGAD,GO:0009986,C
ITGAL,GO:0009986,C
ITGAM,GO:0009986,C
ITGAV,GO:0009986,C
ITGAX,GO:0009986,C
ITGB1,GO:0009986,C
ITGB2,GO:0009986,C
ITGB3,GO:0009986,C
ITGB4,GO:0009986,C
ITGB5,GO:0009986,C
ITGB6,GO:0009986,C
ITGB7,GO:0009986,C
ITGB8,GO:0009986,C
KCNA1,GO:0009986,C
KCNA5,GO:0009986,C
KCNC1,GO:0009986,C
KCNE1,GO:0009986,C
KCNE2,GO:0009986,C
KCNH2,GO:0009986,C
KCNH5,GO:0009986,C
KCNK2,GO:0009986,C
KCNN2,GO:0009986,C
KCNQ3,GO:0009986,C
KISS1R,GO:0009986,C
KLRK1,GO:0009986,C
KRT4,GO:0009986,C
L1CAM,GO:0009986,C
LAYN,GO:0009986,C
LBP,GO:0009986,C
LDLR,GO:0009986,C
LGALS1,GO:0009986,C
LILRB2,GO:0009986,C
LIPG,GO:0009986,C
LMAN2,GO:0009986,C
LMO7,GO:0009986,C
LPAR1,GO:0009986,C
LPAR2,GO:0009986,C
LPL,GO:0009986,C
LRFN1,GO:0009986,C
LRFN2,GO:0009986,C
LRFN3,GO:0009986,C
LRFN4,GO:0009986,C
LRP4,GO:0009986,C
LRP6,GO:0009986,C
LRPAP1,GO:0009986,C
LRRC8A,GO:0009986,C
LRRTM1,GO:0009986,C
LTF,GO:0009986,C
LY9,GO:0009986,C
LYZL6,GO:0009986,C
MAS1,GO:0009986,C
MBL2,GO:0009986,C
MELTF,GO:0009986,C
MET,GO:0009986,C
MICA,GO:0009986,C
MICB,GO:0009986,C
MIF,GO:0009986,C
MMP16,GO:0009986,C
MMP7,GO:0009986,C
MPL,GO:0009986,C
MPZL1,GO:0009986,C
MRC1,GO:0009986,C
MRGPRX1,GO:0009986,C
MSLN,GO:0009986,C
MSN,GO:0009986,C
MST1R,GO:0009986,C
MXRA8,GO:0009986,C
MYO18A,GO:0009986,C
NCAM1,GO:0009986,C
NDP,GO:0009986,C
NECTIN2,GO:0009986,C
NGFR,GO:0009986,C
NLGN1,GO:0009986,C
NLGN2,GO:0009986,C
NLGN3,GO:0009986,C
NLGN4X,GO:0009986,C
NLGN4Y,GO:0009986,C
NOD2,GO:0009986,C
NOTCH1,GO:0009986,C
NOTCH2,GO:0009986,C
NOTCH4,GO:0009986,C
NPTN,GO:0009986,C
NRDC,GO:0009986,C
NRP1,GO:0009986,C
NRXN1,GO:0009986,C
NT5E,GO:0009986,C
NTRK1,GO:0009986,C
NTSR1,GO:0009986,C
P2RY12,GO:0009986,C
P2RY1,GO:0009986,C
PAM,GO:0009986,C
PCSK6,GO:0009986,C
PCSK9,GO:0009986,C
PDCD1LG2,GO:0009986,C
PDGFA,GO:0009986,C
PDGFB,GO:0009986,C
PDGFC,GO:0009986,C
PDGFRB,GO:0009986,C
PDIA3,GO:0009986,C
PDIA4,GO:0009986,C
PEBP1,GO:0009986,C
PHB2,GO:0009986,C
PHB,GO:0009986,C
PICALM,GO:0009986,C
PKD1,GO:0009986,C
PKD1L3,GO:0009986,C
PKD2L1,GO:0009986,C
PLA2G1B,GO:0009986,C
PLAT,GO:0009986,C
PLAU,GO:0009986,C
PLAUR,GO:0009986,C
PLG,GO:0009986,C
PLVAP,GO:0009986,C
PLXNB2,GO:0009986,C
PLXNB3,GO:0009986,C
PPFIA2,GO:0009986,C
PPFIA4,GO:0009986,C
PRLR,GO:0009986,C
PRNP,GO:0009986,C
PROCR,GO:0009986,C
PROM1,GO:0009986,C
PROM2,GO:0009986,C
PTGFRN,GO:0009986,C
PTN,GO:0009986,C
PTPRC,GO:0009986,C
PTPRJ,GO:0009986,C
PTPRK,GO:0009986,C
PTPRT,GO:0009986,C
PVR,GO:0009986,C
RALA,GO:0009986,C
RAMP1,GO:0009986,C
RAMP2,GO:0009986,C
RAMP3,GO:0009986,C
RARA,GO:0009986,C
RC3H2,GO:0009986,C
RER1,GO:0009986,C
ROBO1,GO:0009986,C
ROBO2,GO:0009986,C
ROR1,GO:0009986,C
ROR2,GO:0009986,C
ROS1,GO:0009986,C
RPS6KB1,GO:0009986,C
RSPO2,GO:0009986,C
RTN4R,GO:0009986,C
RTN4RL1,GO:0009986,C
RTN4RL2,GO:0009986,C
RTP2,GO:0009986,C
RTP3,GO:0009986,C
RTP4,GO:0009986,C
RTP5,GO:0009986,C
SCARA5,GO:0009986,C
SCARB1,GO:0009986,C
SCARB2,GO:0009986,C
SCN5A,GO:0009986,C
SCUBE1,GO:0009986,C
SCUBE2,GO:0009986,C
SCUBE3,GO:0009986,C
SDC1,GO:0009986,C
SDC2,GO:0009986,C
SDC3,GO:0009986,C
SDC4,GO:0009986,C
SERPINF2,GO:0009986,C
SFRP1,GO:0009986,C
SFRP4,GO:0009986,C
SHH,GO:0009986,C
SIGLEC11,GO:0009986,C
SLAMF1,GO:0009986,C
SLC11A2,GO:0009986,C
SLC1A2,GO:0009986,C
SLC1A3,GO:0009986,C
SLC1A4,GO:0009986,C
SLC26A9,GO:0009986,C
SLC34A1,GO:0009986,C
SLC39A6,GO:0009986,C
SLC3A2,GO:0009986,C
SLC46A1,GO:0009986,C
SLC6A1,GO:0009986,C
SLC6A2,GO:0009986,C
SLC6A3,GO:0009986,C
SLC7A11,GO:0009986,C
SLC9A1,GO:0009986,C
SLC9A3,GO:0009986,C
SLITRK6,GO:0009986,C
SORT1,GO:0009986,C
SPARC,GO:0009986,C
SPN,GO:0009986,C
SRPX2,GO:0009986,C
SRPX,GO:0009986,C
STX4,GO:0009986,C
SULF1,GO:0009986,C
SULF2,GO:0009986,C
TACR1,GO:0009986,C
TDGF1,GO:0009986,C
TEK,GO:0009986,C
TF,GO:0009986,C
TFPI,GO:0009986,C
TFRC,GO:0009986,C
TGFA,GO:0009986,C
TGFB1,GO:0009986,C
TGFB3,GO:0009986,C
TGFBR1,GO:0009986,C
TGFBR3,GO:0009986,C
THBD,GO:0009986,C
THBS1,GO:0009986,C
THY1,GO:0009986,C
TIGIT,GO:0009986,C
TIMP2,GO:0009986,C
TLN1,GO:0009986,C
TLR2,GO:0009986,C
TLR3,GO:0009986,C
TLR4,GO:0009986,C
TMEM102,GO:0009986,C
TMEM206,GO:0009986,C
TMEM8B,GO:0009986,C
TMX3,GO:0009986,C
TNF,GO:0009986,C
TNFRSF10A,GO:0009986,C
TNFRSF10B,GO:0009986,C
TNFRSF12A,GO:0009986,C
TNFRSF1A,GO:0009986,C
TNFRSF4,GO:0009986,C
TNFSF18,GO:0009986,C
TNFSF4,GO:0009986,C
TNN,GO:0009986,C
TNR,GO:0009986,C
TNS1,GO:0009986,C
TPBG,GO:0009986,C
TREML1,GO:0009986,C
TREML2,GO:0009986,C
TRPC4,GO:0009986,C
TRPV2,GO:0009986,C
TRPV4,GO:0009986,C
TSHR,GO:0009986,C
TSPAN14,GO:0009986,C
TSPAN15,GO:0009986,C
TSPAN32,GO:0009986,C
TSPAN33,GO:0009986,C
TSPAN8,GO:0009986,C
TSPEAR,GO:0009986,C
TYRO3,GO:0009986,C
TYROBP,GO:0009986,C
ULBP2,GO:0009986,C
UNC5D,GO:0009986,C
UPK1A,GO:0009986,C
USP14,GO:0009986,C
VAMP1,GO:0009986,C
VAMP3,GO:0009986,C
VAMP4,GO:0009986,C
VAMP5,GO:0009986,C
VAMP7,GO:0009986,C
VASN,GO:0009986,C
VCAM1,GO:0009986,C
VEGFA,GO:0009986,C
VWDE,GO:0009986,C
WIF1,GO:0009986,C
WNT1,GO:0009986,C
WNT3A,GO:0009986,C
WNT4,GO:0009986,C
WNT5A,GO:0009986,C
WNT5B,GO:0009986,C
WNT6,GO:0009986,C
WNT7A,GO:0009986,C
ABCA2,GO:0010008,C
ABCB6,GO:0010008,C
ABHD17A,GO:0010008,C
ACAP2,GO:0010008,C
ADRB2,GO:0010008,C
AMN,GO:0010008,C
ANKFY1,GO:0010008,C
ANTXR1,GO:0010008,C
ANTXR2,GO:0010008,C
AP1G2,GO:0010008,C
AP3D1,GO:0010008,C
APOB,GO:0010008,C
APPL1,GO:0010008,C
APPL2,GO:0010008,C
ARHGAP1,GO:0010008,C
ARHGAP32,GO:0010008,C
ATP6AP1,GO:0010008,C
ATP6V0A1,GO:0010008,C
ATP6V0A2,GO:0010008,C
ATP6V0A4,GO:0010008,C
ATP6V0B,GO:0010008,C
ATP6V0C,GO:0010008,C
ATP6V0D1,GO:0010008,C
ATP6V0D2,GO:0010008,C
ATP6V0E1,GO:0010008,C
ATP6V0E2,GO:0010008,C
BACE1,GO:0010008,C
BECN1,GO:0010008,C
CD14,GO:0010008,C
CD164,GO:0010008,C
CD1A,GO:0010008,C
CD1B,GO:0010008,C
CD1C,GO:0010008,C
CD1D,GO:0010008,C
CD320,GO:0010008,C
CD63,GO:0010008,C
CD68,GO:0010008,C
CFTR,GO:0010008,C
CHMP1B,GO:0010008,C
CHMP5,GO:0010008,C
CHMP6,GO:0010008,C
CLCN4,GO:0010008,C
CLCN5,GO:0010008,C
CLCN6,GO:0010008,C
COMMD1,GO:0010008,C
CPTP,GO:0010008,C
CUBN,GO:0010008,C
DCSTAMP,GO:0010008,C
DIO3,GO:0010008,C
DNAJC13,GO:0010008,C
DTNBP1,GO:0010008,C
EGFR,GO:0010008,C
EHD1,GO:0010008,C
EHD2,GO:0010008,C
EHD3,GO:0010008,C
ERBB2,GO:0010008,C
FIG4,GO:0010008,C
FURIN,GO:0010008,C
GGA1,GO:0010008,C
GGA2,GO:0010008,C
GGA3,GO:0010008,C
GNPNAT1,GO:0010008,C
GOLIM4,GO:0010008,C
GPR135,GO:0010008,C
GPR61,GO:0010008,C
GRB14,GO:0010008,C
HLA-DOA,GO:0010008,C
HLA-DOB,GO:0010008,C
HLA-DPA1,GO:0010008,C
HLA-DPB1,GO:0010008,C
HLA-DQA1,GO:0010008,C
HLA-DQA2,GO:0010008,C
HLA-DQB1,GO:0010008,C
HLA-DQB2,GO:0010008,C
IKBKE,GO:0010008,C
INSR,GO:0010008,C
IRAK1,GO:0010008,C
IRAK2,GO:0010008,C
IRAK4,GO:0010008,C
IRF7,GO:0010008,C
ITM2B,GO:0010008,C
KIF13A,GO:0010008,C
LAMP1,GO:0010008,C
LAMTOR2,GO:0010008,C
LAMTOR3,GO:0010008,C
LDLR,GO:0010008,C
LEPROT,GO:0010008,C
LY96,GO:0010008,C
MAP3K7,GO:0010008,C
MARCH2,GO:0010008,C
MCOLN1,GO:0010008,C
MRC1,GO:0010008,C
MVB12A,GO:0010008,C
MVB12B,GO:0010008,C
MYD88,GO:0010008,C
MYO1B,GO:0010008,C
NCF4,GO:0010008,C
NDFIP1,GO:0010008,C
OCA2,GO:0010008,C
PIKFYVE,GO:0010008,C
PIP5K1C,GO:0010008,C
PLEKHF1,GO:0010008,C
PLEKHM1,GO:0010008,C
PLEKHM2,GO:0010008,C
PLIN3,GO:0010008,C
PMEPA1,GO:0010008,C
PRAF2,GO:0010008,C
RAB15,GO:0010008,C
RAB22A,GO:0010008,C
RAB23,GO:0010008,C
RAB35,GO:0010008,C
RAB5A,GO:0010008,C
RAB7A,GO:0010008,C
RABEPK,GO:0010008,C
RBSN,GO:0010008,C
RET,GO:0010008,C
RFFL,GO:0010008,C
RHOB,GO:0010008,C
RHOD,GO:0010008,C
RHOV,GO:0010008,C
RIPK1,GO:0010008,C
RNF144A,GO:0010008,C
RPS27A,GO:0010008,C
SCARB2,GO:0010008,C
SCYL2,GO:0010008,C
SLA2,GO:0010008,C
SLC48A1,GO:0010008,C
SLC6A4,GO:0010008,C
SLC9B2,GO:0010008,C
SNF8,GO:0010008,C
SNX17,GO:0010008,C
SNX18,GO:0010008,C
SNX1,GO:0010008,C
SNX25,GO:0010008,C
SNX2,GO:0010008,C
SNX3,GO:0010008,C
SORL1,GO:0010008,C
SORT1,GO:0010008,C
SPG21,GO:0010008,C
SPPL2B,GO:0010008,C
STEAP1,GO:0010008,C
STEAP2,GO:0010008,C
STEAP3,GO:0010008,C
SUN2,GO:0010008,C
TAB1,GO:0010008,C
TAB2,GO:0010008,C
TAB3,GO:0010008,C
TBC1D5,GO:0010008,C
TBK1,GO:0010008,C
TCIRG1,GO:0010008,C
TF,GO:0010008,C
TFRC,GO:0010008,C
TICAM1,GO:0010008,C
TICAM2,GO:0010008,C
TLR3,GO:0010008,C
TLR4,GO:0010008,C
TLR7,GO:0010008,C
TLR8,GO:0010008,C
TLR9,GO:0010008,C
TM9SF2,GO:0010008,C
TMBIM1,GO:0010008,C
TMEM108,GO:0010008,C
TMEM165,GO:0010008,C
TMEM175,GO:0010008,C
TOM1L1,GO:0010008,C
TPCN1,GO:0010008,C
TPCN2,GO:0010008,C
TRAF6,GO:0010008,C
TSG101,GO:0010008,C
TYRP1,GO:0010008,C
UBA1,GO:0010008,C
UBA52,GO:0010008,C
UBAP1,GO:0010008,C
UBB,GO:0010008,C
UBC,GO:0010008,C
UBE2D3,GO:0010008,C
VAC14,GO:0010008,C
VPS25,GO:0010008,C
VPS26A,GO:0010008,C
VPS28,GO:0010008,C
VPS29,GO:0010008,C
VPS35,GO:0010008,C
VPS37A,GO:0010008,C
VPS37B,GO:0010008,C
VPS37C,GO:0010008,C
VPS37D,GO:0010008,C
VPS41,GO:0010008,C
VPS45,GO:0010008,C
VPS4B,GO:0010008,C
VPS52,GO:0010008,C
VPS53,GO:0010008,C
VTA1,GO:0010008,C
WDR44,GO:0010008,C
WDR83,GO:0010008,C
WIPI1,GO:0010008,C
ZNRF2,GO:0010008,C
ATXN2,GO:0010494,C
ATXN2L,GO:0010494,C
CAPRIN1,GO:0010494,C
CASC3,GO:0010494,C
CIRBP,GO:0010494,C
CTSG,GO:0010494,C
DDX1,GO:0010494,C
DDX3X,GO:0010494,C
DDX6,GO:0010494,C
DYRK3,GO:0010494,C
EIF2S1,GO:0010494,C
EIF4E,GO:0010494,C
ELAVL1,GO:0010494,C
FMR1,GO:0010494,C
G3BP1,GO:0010494,C
GIGYF2,GO:0010494,C
GRB7,GO:0010494,C
HABP4,GO:0010494,C
HNRNPK,GO:0010494,C
IGF2BP1,GO:0010494,C
KHSRP,GO:0010494,C
KPNB1,GO:0010494,C
L1RE1,GO:0010494,C
LARP1,GO:0010494,C
LARP4B,GO:0010494,C
LARP4,GO:0010494,C
LIN28A,GO:0010494,C
LSM14A,GO:0010494,C
MBNL1,GO:0010494,C
MCRIP1,GO:0010494,C
MCRIP2,GO:0010494,C
NANOS3,GO:0010494,C
NUFIP2,GO:0010494,C
OGFOD1,GO:0010494,C
PABPC1,GO:0010494,C
PABPC1L2A,GO:0010494,C
PABPC1L,GO:0010494,C
PABPC3,GO:0010494,C
PABPC4,GO:0010494,C
PABPC4L,GO:0010494,C
PABPC5,GO:0010494,C
PQBP1,GO:0010494,C
PRKAA2,GO:0010494,C
PUM1,GO:0010494,C
PUM2,GO:0010494,C
RBM23,GO:0010494,C
RBM4,GO:0010494,C
RBPMS,GO:0010494,C
RC3H1,GO:0010494,C
ROCK1,GO:0010494,C
RPTOR,GO:0010494,C
STAU1,GO:0010494,C
TIA1,GO:0010494,C
TIAL1,GO:0010494,C
VCP,GO:0010494,C
YBX1,GO:0010494,C
ZFAND1,GO:0010494,C
ZFP36,GO:0010494,C
ACACB,GO:0012505,C
ADORA2A,GO:0012505,C
ADTRP,GO:0012505,C
AIG1,GO:0012505,C
ASPSCR1,GO:0012505,C
ATP6V1B2,GO:0012505,C
AVEN,GO:0012505,C
BCL2L11,GO:0012505,C
BCL2L14,GO:0012505,C
BIK,GO:0012505,C
CDAN1,GO:0012505,C
CDC42EP1,GO:0012505,C
CDC42EP2,GO:0012505,C
CDC42EP3,GO:0012505,C
CDC42EP4,GO:0012505,C
CDC42EP5,GO:0012505,C
CHMP1A,GO:0012505,C
DMTN,GO:0012505,C
DOCK9,GO:0012505,C
FIBP,GO:0012505,C
LARS,GO:0012505,C
MAP1LC3B2,GO:0012505,C
MAP1LC3B,GO:0012505,C
MAP1LC3C,GO:0012505,C
MCF2L,GO:0012505,C
MPP5,GO:0012505,C
MTOR,GO:0012505,C
NBEA,GO:0012505,C
NRBP1,GO:0012505,C
NRBP2,GO:0012505,C
PARD3B,GO:0012505,C
PARD3,GO:0012505,C
PDCD1LG2,GO:0012505,C
PIP5K1B,GO:0012505,C
PITPNM2,GO:0012505,C
PITPNM3,GO:0012505,C
RAC3,GO:0012505,C
RAPGEF3,GO:0012505,C
RHEBL1,GO:0012505,C
RNF167,GO:0012505,C
RNF34,GO:0012505,C
RUFY3,GO:0012505,C
SEC23B,GO:0012505,C
SLC2A10,GO:0012505,C
SLC2A12,GO:0012505,C
SLC2A4,GO:0012505,C
SLC50A1,GO:0012505,C
SLC6A4,GO:0012505,C
SLC9A3R1,GO:0012505,C
SLC9A3R2,GO:0012505,C
STX10,GO:0012505,C
STX11,GO:0012505,C
STX12,GO:0012505,C
STX16,GO:0012505,C
STX16-NPEPL1,GO:0012505,C
STX17,GO:0012505,C
STX19,GO:0012505,C
STX1A,GO:0012505,C
STX1B,GO:0012505,C
STX2,GO:0012505,C
STX3,GO:0012505,C
STX4,GO:0012505,C
STX5,GO:0012505,C
STX6,GO:0012505,C
STX7,GO:0012505,C
STX8,GO:0012505,C
TNFRSF17,GO:0012505,C
TSNARE1,GO:0012505,C
ACPP,GO:0012506,C
ANXA4,GO:0012506,C
APPL1,GO:0012506,C
ASPSCR1,GO:0012506,C
