gene,GO.term,type
COL9A2,GO:0005615,C
COL9A3,GO:0005615,C
COLEC10,GO:0005615,C
COLEC11,GO:0005615,C
COLEC12,GO:0005615,C
COLQ,GO:0005615,C
COMP,GO:0005615,C
COPA,GO:0005615,C
CORT,GO:0005615,C
CPA1,GO:0005615,C
CPA2,GO:0005615,C
CPA3,GO:0005615,C
CPA4,GO:0005615,C
CPA6,GO:0005615,C
CPAMD8,GO:0005615,C
CPB1,GO:0005615,C
CPB2,GO:0005615,C
CPD,GO:0005615,C
CPE,GO:0005615,C
CP,GO:0005615,C
CPM,GO:0005615,C
CPN1,GO:0005615,C
CPN2,GO:0005615,C
CPNE9,GO:0005615,C
CPO,GO:0005615,C
CPQ,GO:0005615,C
CPXM1,GO:0005615,C
CPXM2,GO:0005615,C
CPZ,GO:0005615,C
CREG1,GO:0005615,C
CRELD2,GO:0005615,C
CRHBP,GO:0005615,C
CRH,GO:0005615,C
CRISP1,GO:0005615,C
CRISP2,GO:0005615,C
CRISP3,GO:0005615,C
CRISPLD1,GO:0005615,C
CRISPLD2,GO:0005615,C
CRLF1,GO:0005615,C
CRP,GO:0005615,C
CRTAP,GO:0005615,C
CSF1,GO:0005615,C
CSF2,GO:0005615,C
CSF3,GO:0005615,C
CSH1,GO:0005615,C
CSH2,GO:0005615,C
CSHL1,GO:0005615,C
CSN1S1,GO:0005615,C
CSN2,GO:0005615,C
CSN3,GO:0005615,C
CST1,GO:0005615,C
CST2,GO:0005615,C
CST3,GO:0005615,C
CST4,GO:0005615,C
CST5,GO:0005615,C
CSTA,GO:0005615,C
CSTB,GO:0005615,C
CTBS,GO:0005615,C
CTF1,GO:0005615,C
CTGF,GO:0005615,C
CTHRC1,GO:0005615,C
CTRB1,GO:0005615,C
CTRL,GO:0005615,C
CTSB,GO:0005615,C
CTSC,GO:0005615,C
CTSD,GO:0005615,C
CTSF,GO:0005615,C
CTSG,GO:0005615,C
CTSH,GO:0005615,C
CTSK,GO:0005615,C
CTSL,GO:0005615,C
CTSO,GO:0005615,C
CTSS,GO:0005615,C
CTSV,GO:0005615,C
CTSW,GO:0005615,C
CTSZ,GO:0005615,C
CX3CL1,GO:0005615,C
CXCL10,GO:0005615,C
CXCL11,GO:0005615,C
CXCL13,GO:0005615,C
CXCL14,GO:0005615,C
CXCL16,GO:0005615,C
CXCL1,GO:0005615,C
CXCL2,GO:0005615,C
CXCL3,GO:0005615,C
CXCL5,GO:0005615,C
CXCL6,GO:0005615,C
CXCL8,GO:0005615,C
CXCL9,GO:0005615,C
DAG1,GO:0005615,C
DAND5,GO:0005615,C
DBH,GO:0005615,C
DCN,GO:0005615,C
DDB1,GO:0005615,C
DDR1,GO:0005615,C
DDT,GO:0005615,C
DEFA1,GO:0005615,C
DEFA3,GO:0005615,C
DEFA5,GO:0005615,C
DEFA6,GO:0005615,C
DEFB103A,GO:0005615,C
DEFB1,GO:0005615,C
DEFB4A,GO:0005615,C
DHH,GO:0005615,C
DKK1,GO:0005615,C
DKK2,GO:0005615,C
DKK3,GO:0005615,C
DKKL1,GO:0005615,C
DLG3,GO:0005615,C
DLK1,GO:0005615,C
DMBT1,GO:0005615,C
DMKN,GO:0005615,C
DMXL2,GO:0005615,C
DNAJC9,GO:0005615,C
DPEP1,GO:0005615,C
DPT,GO:0005615,C
DPYSL3,GO:0005615,C
DSCAML1,GO:0005615,C
EBI3,GO:0005615,C
EDN1,GO:0005615,C
EDN2,GO:0005615,C
EDN3,GO:0005615,C
EEF1A1,GO:0005615,C
EFEMP1,GO:0005615,C
EGF,GO:0005615,C
EGFL6,GO:0005615,C
EGFL7,GO:0005615,C
EGFR,GO:0005615,C
EIF2A,GO:0005615,C
ELANE,GO:0005615,C
ELFN1,GO:0005615,C
ELFN2,GO:0005615,C
EMILIN1,GO:0005615,C
ENG,GO:0005615,C
ENO1,GO:0005615,C
ENO2,GO:0005615,C
ENO3,GO:0005615,C
ENOX1,GO:0005615,C
ENOX2,GO:0005615,C
ENPP1,GO:0005615,C
ENPP2,GO:0005615,C
ENTPD6,GO:0005615,C
EPO,GO:0005615,C
EPPIN,GO:0005615,C
EPX,GO:0005615,C
ERAP1,GO:0005615,C
ERBB3,GO:0005615,C
EREG,GO:0005615,C
ESF1,GO:0005615,C
EZR,GO:0005615,C
F10,GO:0005615,C
F11,GO:0005615,C
F12,GO:0005615,C
F2,GO:0005615,C
F3,GO:0005615,C
F5,GO:0005615,C
F7,GO:0005615,C
F8,GO:0005615,C
F9,GO:0005615,C
FABP3,GO:0005615,C
FAM184A,GO:0005615,C
FAM20C,GO:0005615,C
FAP,GO:0005615,C
FASLG,GO:0005615,C
FBLN1,GO:0005615,C
FBLN5,GO:0005615,C
FBN1,GO:0005615,C
FBRS,GO:0005615,C
FGA,GO:0005615,C
FGB,GO:0005615,C
FGF10,GO:0005615,C
FGF12,GO:0005615,C
FGF16,GO:0005615,C
FGF17,GO:0005615,C
FGF18,GO:0005615,C
FGF1,GO:0005615,C
FGF21,GO:0005615,C
FGF22,GO:0005615,C
FGF23,GO:0005615,C
FGF2,GO:0005615,C
FGF5,GO:0005615,C
FGF6,GO:0005615,C
FGF9,GO:0005615,C
FGFBP1,GO:0005615,C
FGFBP2,GO:0005615,C
FGG,GO:0005615,C
FJX1,GO:0005615,C
FKRP,GO:0005615,C
FKTN,GO:0005615,C
FLRT1,GO:0005615,C
FLRT3,GO:0005615,C
FLT1,GO:0005615,C
FLT3LG,GO:0005615,C
FMOD,GO:0005615,C
FN1,GO:0005615,C
FNDC4,GO:0005615,C
FRMD4B,GO:0005615,C
FRZB,GO:0005615,C
FSHB,GO:0005615,C
FSTL1,GO:0005615,C
FSTL3,GO:0005615,C
FUCA2,GO:0005615,C
FURIN,GO:0005615,C
GAL,GO:0005615,C
GAS6,GO:0005615,C
GAST,GO:0005615,C
GCG,GO:0005615,C
GC,GO:0005615,C
GCNT1,GO:0005615,C
GDF10,GO:0005615,C
GDF11,GO:0005615,C
GDF15,GO:0005615,C
GDF1,GO:0005615,C
GDF2,GO:0005615,C
GDF3,GO:0005615,C
GDF5,GO:0005615,C
GDF6,GO:0005615,C
GDF7,GO:0005615,C
GDF9,GO:0005615,C
GFRA4,GO:0005615,C
GGH,GO:0005615,C
GGT1,GO:0005615,C
GH1,GO:0005615,C
GH2,GO:0005615,C
GHR,GO:0005615,C
GHRH,GO:0005615,C
GHRL,GO:0005615,C
GIF,GO:0005615,C
GIP,GO:0005615,C
GKN1,GO:0005615,C
GLDN,GO:0005615,C
GLE1,GO:0005615,C
GLIPR1,GO:0005615,C
GLIPR1L1,GO:0005615,C
GLIPR1L2,GO:0005615,C
GLIPR2,GO:0005615,C
GNB2,GO:0005615,C
GNL1,GO:0005615,C
GNL3,GO:0005615,C
GNLY,GO:0005615,C
GNRH1,GO:0005615,C
GNRH2,GO:0005615,C
GOLM1,GO:0005615,C
GP1BA,GO:0005615,C
GPC1,GO:0005615,C
GPC2,GO:0005615,C
GPC3,GO:0005615,C
GPC5,GO:0005615,C
GPC6,GO:0005615,C
GPHA2,GO:0005615,C
GPLD1,GO:0005615,C
GPRC5B,GO:0005615,C
GPX3,GO:0005615,C
GREM1,GO:0005615,C
GREM2,GO:0005615,C
GRP,GO:0005615,C
GSDMD,GO:0005615,C
GSN,GO:0005615,C
GSTP1,GO:0005615,C
GUSB,GO:0005615,C
H2BFS,GO:0005615,C
HABP2,GO:0005615,C
HAMP,GO:0005615,C
HAPLN3,GO:0005615,C
HBA1,GO:0005615,C
HBB,GO:0005615,C
HBEGF,GO:0005615,C
HDGF,GO:0005615,C
HEPH,GO:0005615,C
HEPHL1,GO:0005615,C
HFE2,GO:0005615,C
HFE,GO:0005615,C
HGFAC,GO:0005615,C
HILPDA,GO:0005615,C
HIST1H2BC,GO:0005615,C
HIST1H2BJ,GO:0005615,C
HIST1H2BK,GO:0005615,C
HIST2H2BE,GO:0005615,C
HMGB1,GO:0005615,C
HMGB2,GO:0005615,C
HMGN2,GO:0005615,C
HMOX1,GO:0005615,C
HP,GO:0005615,C
HPR,GO:0005615,C
HPX,GO:0005615,C
HSPA8,GO:0005615,C
HSPB1,GO:0005615,C
HSPD1,GO:0005615,C
HSPG2,GO:0005615,C
HTRA1,GO:0005615,C
HYAL1,GO:0005615,C
IAPP,GO:0005615,C
IBSP,GO:0005615,C
ICAM1,GO:0005615,C
IDE,GO:0005615,C
IFNA10,GO:0005615,C
IFNA14,GO:0005615,C
IFNA16,GO:0005615,C
IFNA17,GO:0005615,C
IFNA1,GO:0005615,C
IFNA21,GO:0005615,C
IFNA2,GO:0005615,C
IFNA4,GO:0005615,C
IFNA5,GO:0005615,C
IFNA6,GO:0005615,C
IFNA7,GO:0005615,C
IFNA8,GO:0005615,C
IFNB1,GO:0005615,C
IFNE,GO:0005615,C
IFNG,GO:0005615,C
IFNL1,GO:0005615,C
IFNL2,GO:0005615,C
IFNL3,GO:0005615,C
IFNW1,GO:0005615,C
IGF1,GO:0005615,C
IGF2,GO:0005615,C
IGFALS,GO:0005615,C
IGFBP1,GO:0005615,C
IGFBP2,GO:0005615,C
IGFBP3,GO:0005615,C
IGFBP4,GO:0005615,C
IGFBP5,GO:0005615,C
IGFBP6,GO:0005615,C
IGFBP7,GO:0005615,C
IGFL1,GO:0005615,C
IGFL2,GO:0005615,C
IGFL3,GO:0005615,C
IGHA1,GO:0005615,C
IGHA2,GO:0005615,C
IGHG1,GO:0005615,C
IGHG2,GO:0005615,C
IGHG3,GO:0005615,C
IGHG4,GO:0005615,C
IGHM,GO:0005615,C
IGHV3-23,GO:0005615,C
IGKC,GO:0005615,C
IGKV1-5,GO:0005615,C
IGKV1D-16,GO:0005615,C
IGKV4-1,GO:0005615,C
IGLC1,GO:0005615,C
IGLC2,GO:0005615,C
IGLC3,GO:0005615,C
IGLC6,GO:0005615,C
IGLV1-51,GO:0005615,C
IHH,GO:0005615,C
IL10,GO:0005615,C
IL11,GO:0005615,C
IL12A,GO:0005615,C
IL12B,GO:0005615,C
IL13,GO:0005615,C
IL13RA2,GO:0005615,C
IL15,GO:0005615,C
IL15RA,GO:0005615,C
IL16,GO:0005615,C
IL17A,GO:0005615,C
IL17B,GO:0005615,C
IL17C,GO:0005615,C
IL17F,GO:0005615,C
IL18BP,GO:0005615,C
IL18,GO:0005615,C
IL19,GO:0005615,C
IL1A,GO:0005615,C
IL1B,GO:0005615,C
IL1F10,GO:0005615,C
IL1RN,GO:0005615,C
IL20,GO:0005615,C
IL21,GO:0005615,C
IL22,GO:0005615,C
IL22RA2,GO:0005615,C
IL24,GO:0005615,C
IL25,GO:0005615,C
IL26,GO:0005615,C
IL27,GO:0005615,C
IL2,GO:0005615,C
IL31,GO:0005615,C
IL32,GO:0005615,C
IL33,GO:0005615,C
IL34,GO:0005615,C
IL36A,GO:0005615,C
IL36B,GO:0005615,C
IL36G,GO:0005615,C
IL36RN,GO:0005615,C
IL37,GO:0005615,C
IL3,GO:0005615,C
IL4,GO:0005615,C
IL4R,GO:0005615,C
IL5,GO:0005615,C
IL5RA,GO:0005615,C
IL6,GO:0005615,C
IL7,GO:0005615,C
IL9,GO:0005615,C
IL9R,GO:0005615,C
INA,GO:0005615,C
INHA,GO:0005615,C
INHBA,GO:0005615,C
INHBB,GO:0005615,C
INHBC,GO:0005615,C
INHBE,GO:0005615,C
INS,GO:0005615,C
INSL3,GO:0005615,C
IRAK4,GO:0005615,C
IRF2BPL,GO:0005615,C
ITGAM,GO:0005615,C
ITM2B,GO:0005615,C
JAM3,GO:0005615,C
JCHAIN,GO:0005615,C
KARS,GO:0005615,C
KAT2A,GO:0005615,C
KCNK3,GO:0005615,C
KDSR,GO:0005615,C
KIAA0556,GO:0005615,C
KISS1,GO:0005615,C
KIT,GO:0005615,C
KLHL17,GO:0005615,C
KLHL34,GO:0005615,C
KLK11,GO:0005615,C
KLK13,GO:0005615,C
KLK3,GO:0005615,C
KLK5,GO:0005615,C
KLK6,GO:0005615,C
KLK7,GO:0005615,C
KLK8,GO:0005615,C
KLKB1,GO:0005615,C
KNG1,GO:0005615,C
KRIT1,GO:0005615,C
KRT10,GO:0005615,C
KRT1,GO:0005615,C
KRT2,GO:0005615,C
KRT31,GO:0005615,C
KRT33A,GO:0005615,C
KRT33B,GO:0005615,C
KRT34,GO:0005615,C
KRT35,GO:0005615,C
KRT78,GO:0005615,C
KRT81,GO:0005615,C
KRT83,GO:0005615,C
KRT85,GO:0005615,C
KRT86,GO:0005615,C
KRT9,GO:0005615,C
KRTDAP,GO:0005615,C
LACRT,GO:0005615,C
LALBA,GO:0005615,C
LAMA1,GO:0005615,C
LAMA5,GO:0005615,C
LAMB1,GO:0005615,C
LAMC1,GO:0005615,C
LAMC2,GO:0005615,C
LAMP2,GO:0005615,C
LBP,GO:0005615,C
LCAT,GO:0005615,C
LCN1,GO:0005615,C
LCN1P1,GO:0005615,C
LCN2,GO:0005615,C
LCP1,GO:0005615,C
LECT2,GO:0005615,C
LEFTY1,GO:0005615,C
LEFTY2,GO:0005615,C
LEG1,GO:0005615,C
LEP,GO:0005615,C
LGALS1,GO:0005615,C
LGALS3BP,GO:0005615,C
LGALS3,GO:0005615,C
LGALS4,GO:0005615,C
LGALS7,GO:0005615,C
LGALS8,GO:0005615,C
LGALS9,GO:0005615,C
LGI1,GO:0005615,C
LGI4,GO:0005615,C
LHB,GO:0005615,C
LIF,GO:0005615,C
LILRB2,GO:0005615,C
LIME1,GO:0005615,C
LINGO1,GO:0005615,C
LINGO2,GO:0005615,C
LIPC,GO:0005615,C
LIPG,GO:0005615,C
LIPH,GO:0005615,C
LMAN2,GO:0005615,C
LOX,GO:0005615,C
LOXL1,GO:0005615,C
LOXL2,GO:0005615,C
LOXL3,GO:0005615,C
LOXL4,GO:0005615,C
LPL,GO:0005615,C
LPO,GO:0005615,C
LRG1,GO:0005615,C
LRIG1,GO:0005615,C
LRIG2,GO:0005615,C
LRIG3,GO:0005615,C
LRRC15,GO:0005615,C
LRRC17,GO:0005615,C
LRRC32,GO:0005615,C
LRRC3B,GO:0005615,C
LRRC4C,GO:0005615,C
LRRK2,GO:0005615,C
LRRN1,GO:0005615,C
LRRN2,GO:0005615,C
LRRTM1,GO:0005615,C
LRRTM4,GO:0005615,C
LTA,GO:0005615,C
LTB,GO:0005615,C
LTBP2,GO:0005615,C
LTBP4,GO:0005615,C
LTF,GO:0005615,C
LUM,GO:0005615,C
LY86,GO:0005615,C
LY96,GO:0005615,C
LYPD3,GO:0005615,C
LYZ,GO:0005615,C
LYZL4,GO:0005615,C
MAN2B1,GO:0005615,C
MANF,GO:0005615,C
MASP1,GO:0005615,C
MASP2,GO:0005615,C
MATN1,GO:0005615,C
MATN2,GO:0005615,C
MATN3,GO:0005615,C
MATN4,GO:0005615,C
MBL2,GO:0005615,C
MCAM,GO:0005615,C
MCF2L,GO:0005615,C
MDGA1,GO:0005615,C
MDH1,GO:0005615,C
MECP2,GO:0005615,C
MEP1A,GO:0005615,C
MERTK,GO:0005615,C
METRNL,GO:0005615,C
MFGE8,GO:0005615,C
MFNG,GO:0005615,C
MIA,GO:0005615,C
MICA,GO:0005615,C
MIF,GO:0005615,C
MMP10,GO:0005615,C
MMP12,GO:0005615,C
MMP13,GO:0005615,C
MMP14,GO:0005615,C
MMP20,GO:0005615,C
MMP2,GO:0005615,C
MMP3,GO:0005615,C
MMP7,GO:0005615,C
MMP8,GO:0005615,C
MMP9,GO:0005615,C
MMRN2,GO:0005615,C
MOV10,GO:0005615,C
MOXD1,GO:0005615,C
MPO,GO:0005615,C
MRPL18,GO:0005615,C
MS4A1,GO:0005615,C
MSLN,GO:0005615,C
MSMB,GO:0005615,C
MSN,GO:0005615,C
MST1,GO:0005615,C
MSTN,GO:0005615,C
MT3,GO:0005615,C
MTCL1,GO:0005615,C
MTHFD2,GO:0005615,C
MTMR4,GO:0005615,C
MTUS1,GO:0005615,C
MUC13,GO:0005615,C
MUC1,GO:0005615,C
MUC4,GO:0005615,C
MUC5AC,GO:0005615,C
MUC5B,GO:0005615,C
MYDGF,GO:0005615,C
MYOC,GO:0005615,C
NAPSA,GO:0005615,C
NAXE,GO:0005615,C
NBL1,GO:0005615,C
NCOA5,GO:0005615,C
NDP,GO:0005615,C
NDUFAF7,GO:0005615,C
NENF,GO:0005615,C
NGF,GO:0005615,C
NODAL,GO:0005615,C
NOG,GO:0005615,C
NPC2,GO:0005615,C
NPFF,GO:0005615,C
NPPA,GO:0005615,C
NPPB,GO:0005615,C
NPPC,GO:0005615,C
NPY,GO:0005615,C
NRG1,GO:0005615,C
NRG2,GO:0005615,C
NRG3,GO:0005615,C
NRG4,GO:0005615,C
NRP1,GO:0005615,C
NTF3,GO:0005615,C
NTF4,GO:0005615,C
NUCB1,GO:0005615,C
NUCB2,GO:0005615,C
NUDT1,GO:0005615,C
NYX,GO:0005615,C
OAS3,GO:0005615,C
ODAM,GO:0005615,C
OGN,GO:0005615,C
OLFM1,GO:0005615,C
OLFM3,GO:0005615,C
OLFM4,GO:0005615,C
ORM1,GO:0005615,C
ORM2,GO:0005615,C
OSM,GO:0005615,C
OTOG,GO:0005615,C
OXT,GO:0005615,C
PAPPA,GO:0005615,C
PCOLCE,GO:0005615,C
PCSK1,GO:0005615,C
PCSK1N,GO:0005615,C
PCSK2,GO:0005615,C
PCSK5,GO:0005615,C
PCSK6,GO:0005615,C
PCSK9,GO:0005615,C
PDE4C,GO:0005615,C
PDGFA,GO:0005615,C
PDGFB,GO:0005615,C
PDGFC,GO:0005615,C
PDGFD,GO:0005615,C
PDIA3,GO:0005615,C
PDIA4,GO:0005615,C
PDIA6,GO:0005615,C
PEBP1,GO:0005615,C
PECAM1,GO:0005615,C
PF4,GO:0005615,C
PF4V1,GO:0005615,C
PGC,GO:0005615,C
PGF,GO:0005615,C
PGK1,GO:0005615,C
PGLYRP1,GO:0005615,C
PGLYRP2,GO:0005615,C
PGLYRP3,GO:0005615,C
PIBF1,GO:0005615,C
PIGR,GO:0005615,C
PIP,GO:0005615,C
PKHD1L1,GO:0005615,C
PLA2G10,GO:0005615,C
PLA2G15,GO:0005615,C
PLA2G1B,GO:0005615,C
PLA2G2A,GO:0005615,C
PLA2G3,GO:0005615,C
PLA2G6,GO:0005615,C
PLAT,GO:0005615,C
PLAU,GO:0005615,C
PLBD1,GO:0005615,C
PLEKHH3,GO:0005615,C
PLG,GO:0005615,C
PLTP,GO:0005615,C
PMPCA,GO:0005615,C
PNLIP,GO:0005615,C
PNLIPRP1,GO:0005615,C
PNLIPRP2,GO:0005615,C
PODXL,GO:0005615,C
POMC,GO:0005615,C
PON1,GO:0005615,C
POP1,GO:0005615,C
POSTN,GO:0005615,C
POTEE,GO:0005615,C
POTEF,GO:0005615,C
POTEI,GO:0005615,C
POTEJ,GO:0005615,C
PPBP,GO:0005615,C
PPFIBP2,GO:0005615,C
PPIA,GO:0005615,C
PPP1R1A,GO:0005615,C
PPY,GO:0005615,C
PRDX1,GO:0005615,C
PRDX5,GO:0005615,C
PRDX6,GO:0005615,C
PRH1,GO:0005615,C
PRKAG2,GO:0005615,C
PRKAG3,GO:0005615,C
PRL,GO:0005615,C
PROC,GO:0005615,C
PROM1,GO:0005615,C
PROS1,GO:0005615,C
PROZ,GO:0005615,C
PRR4,GO:0005615,C
PRSS1,GO:0005615,C
PRSS21,GO:0005615,C
PRSS2,GO:0005615,C
PRSS33,GO:0005615,C
PRSS3,GO:0005615,C
PRSS3P2,GO:0005615,C
PRSS45,GO:0005615,C
PRSS48,GO:0005615,C
PRSS56,GO:0005615,C
PRSS8,GO:0005615,C
PRTG,GO:0005615,C
PRTN3,GO:0005615,C
PSAP,GO:0005615,C
PSAPL1,GO:0005615,C
PTGDS,GO:0005615,C
PTGIS,GO:0005615,C
PTH,GO:0005615,C
PTHLH,GO:0005615,C
PTN,GO:0005615,C
PTPRR,GO:0005615,C
PTX3,GO:0005615,C
PVR,GO:0005615,C
PXDN,GO:0005615,C
PXDNL,GO:0005615,C
PYY,GO:0005615,C
QSOX1,GO:0005615,C
QSOX2,GO:0005615,C
R3HDML,GO:0005615,C
RAB11FIP4,GO:0005615,C
RALGAPA2,GO:0005615,C
RAMP1,GO:0005615,C
RBBP8NL,GO:0005615,C
RBMX,GO:0005615,C
RBP3,GO:0005615,C
RBP4,GO:0005615,C
RDX,GO:0005615,C
REG1A,GO:0005615,C
REG1B,GO:0005615,C
REG3A,GO:0005615,C
RELN,GO:0005615,C
REN,GO:0005615,C
RETN,GO:0005615,C
RNASE3,GO:0005615,C
RNASE6,GO:0005615,C
RNASE7,GO:0005615,C
RNASET2,GO:0005615,C
RNLS,GO:0005615,C
RPL39,GO:0005615,C
RPS27A,GO:0005615,C
RS1,GO:0005615,C
RSPO1,GO:0005615,C
RSPO2,GO:0005615,C
RSPO3,GO:0005615,C
RSPO4,GO:0005615,C
RTN3,GO:0005615,C
RTN4RL1,GO:0005615,C
RTN4RL2,GO:0005615,C
S100A11,GO:0005615,C
S100A13,GO:0005615,C
S100A16,GO:0005615,C
S100A4,GO:0005615,C
S100A7,GO:0005615,C
S100A8,GO:0005615,C
S100A9,GO:0005615,C
S100B,GO:0005615,C
SAA1,GO:0005615,C
SAA2,GO:0005615,C
SAA2-SAA4,GO:0005615,C
SAA4,GO:0005615,C
SAAL1,GO:0005615,C
SCARA3,GO:0005615,C
SCG2,GO:0005615,C
SCGB1A1,GO:0005615,C
SCGB1D1,GO:0005615,C
SCGB1D2,GO:0005615,C
SCGB2A1,GO:0005615,C
SCGB3A1,GO:0005615,C
SCGB3A2,GO:0005615,C
SCRG1,GO:0005615,C
SCT,GO:0005615,C
SCUBE1,GO:0005615,C
SCUBE2,GO:0005615,C
SCUBE3,GO:0005615,C
SDCBP,GO:0005615,C
SDF2,GO:0005615,C
SECTM1,GO:0005615,C
SELE,GO:0005615,C
SELENBP1,GO:0005615,C
SELP,GO:0005615,C
SEMA3A,GO:0005615,C
SEMA3B,GO:0005615,C
SEMA3C,GO:0005615,C
SEMA3D,GO:0005615,C
SEMA3E,GO:0005615,C
SEMA3F,GO:0005615,C
SEMA3G,GO:0005615,C
SEMA4A,GO:0005615,C
SEMA4B,GO:0005615,C
SEMA4C,GO:0005615,C
SEMA4D,GO:0005615,C
SEMA4F,GO:0005615,C
SEMA4G,GO:0005615,C
SEMA6A,GO:0005615,C
SEMA6B,GO:0005615,C
SEMA6C,GO:0005615,C
SEMA6D,GO:0005615,C
SEMA7A,GO:0005615,C
SEMG1,GO:0005615,C
SEMG2,GO:0005615,C
SERPINA10,GO:0005615,C
SERPINA12,GO:0005615,C
SERPINA1,GO:0005615,C
SERPINA3,GO:0005615,C
SERPINA4,GO:0005615,C
SERPINA5,GO:0005615,C
SERPINA6,GO:0005615,C
SERPINA7,GO:0005615,C
SERPINB10,GO:0005615,C
SERPINB11,GO:0005615,C
SERPINB12,GO:0005615,C
SERPINB13,GO:0005615,C
SERPINB1,GO:0005615,C
SERPINB2,GO:0005615,C
SERPINB3,GO:0005615,C
SERPINB4,GO:0005615,C
SERPINB5,GO:0005615,C
SERPINB6,GO:0005615,C
SERPINB7,GO:0005615,C
SERPINB8,GO:0005615,C
SERPINB9,GO:0005615,C
SERPINC1,GO:0005615,C
SERPIND1,GO:0005615,C
SERPINE1,GO:0005615,C
SERPINE2,GO:0005615,C
SERPINF1,GO:0005615,C
SERPINF2,GO:0005615,C
SERPING1,GO:0005615,C
SERPINI1,GO:0005615,C
SERPINI2,GO:0005615,C
SEZ6,GO:0005615,C
SFN,GO:0005615,C
SFRP1,GO:0005615,C
SFRP2,GO:0005615,C
SFRP4,GO:0005615,C
SFRP5,GO:0005615,C
SFTPA1,GO:0005615,C
SFTPA2,GO:0005615,C
SFTPB,GO:0005615,C
SFTPC,GO:0005615,C
SFTPD,GO:0005615,C
SH3BGRL,GO:0005615,C
SHH,GO:0005615,C
SIAE,GO:0005615,C
SIL1,GO:0005615,C
SIPA1L3,GO:0005615,C
SLF2,GO:0005615,C
SLIT1,GO:0005615,C
SLIT2,GO:0005615,C
SLIT3,GO:0005615,C
SLPI,GO:0005615,C
SLURP1,GO:0005615,C
SLURP2,GO:0005615,C
SMARCA4,GO:0005615,C
SMOC2,GO:0005615,C
SMPD1,GO:0005615,C
SMPDL3A,GO:0005615,C
SMPDL3B,GO:0005615,C
SMR3B,GO:0005615,C
SNCA,GO:0005615,C
SOD1,GO:0005615,C
SOD3,GO:0005615,C
SOGA1,GO:0005615,C
SOGA3,GO:0005615,C
SORD,GO:0005615,C
SORL1,GO:0005615,C
SOSTDC1,GO:0005615,C
SOST,GO:0005615,C
SPARC,GO:0005615,C
SPARCL1,GO:0005615,C
SPINT1,GO:0005615,C
SPN,GO:0005615,C
SPOCK1,GO:0005615,C
SPOCK2,GO:0005615,C
SPOCK3,GO:0005615,C
SPON1,GO:0005615,C
SPP1,GO:0005615,C
SPTBN2,GO:0005615,C
SPX,GO:0005615,C
SRGN,GO:0005615,C
SRPX2,GO:0005615,C
SSC5D,GO:0005615,C
SSH2,GO:0005615,C
SSPO,GO:0005615,C
SST,GO:0005615,C
ST14,GO:0005615,C
STAG3,GO:0005615,C
STC2,GO:0005615,C
STOM,GO:0005615,C
STX2,GO:0005615,C
STX4,GO:0005615,C
SULF1,GO:0005615,C
SULF2,GO:0005615,C
SUPT20HL2,GO:0005615,C
TAC1,GO:0005615,C
TAC3,GO:0005615,C
TAC4,GO:0005615,C
TACSTD2,GO:0005615,C
TCN1,GO:0005615,C
TCN2,GO:0005615,C
TDGF1,GO:0005615,C
TFF1,GO:0005615,C
TFF2,GO:0005615,C
TFF3,GO:0005615,C
TF,GO:0005615,C
TFPI2,GO:0005615,C
TFPI,GO:0005615,C
TFRC,GO:0005615,C
TGFA,GO:0005615,C
TGFB1,GO:0005615,C
TGFB2,GO:0005615,C
TGFB3,GO:0005615,C
TGFBI,GO:0005615,C
TGFBR3,GO:0005615,C
TG,GO:0005615,C
TGS1,GO:0005615,C
THBD,GO:0005615,C
THBS1,GO:0005615,C
THBS4,GO:0005615,C
THNSL2,GO:0005615,C
THPO,GO:0005615,C
TIMM8B,GO:0005615,C
TIMP1,GO:0005615,C
TIMP2,GO:0005615,C
TIMP3,GO:0005615,C
TIMP4,GO:0005615,C
TINAG,GO:0005615,C
TINAGL1,GO:0005615,C
TLE2,GO:0005615,C
TLR3,GO:0005615,C
TMC8,GO:0005615,C
TMIGD2,GO:0005615,C
TMPRSS6,GO:0005615,C
TNC,GO:0005615,C
TNFAIP2,GO:0005615,C
TNFAIP6,GO:0005615,C
TNF,GO:0005615,C
TNFRSF11B,GO:0005615,C
TNFRSF1A,GO:0005615,C
TNFRSF6B,GO:0005615,C
TNFRSF9,GO:0005615,C
TNFSF11,GO:0005615,C
TNFSF12,GO:0005615,C
TNFSF12-TNFSF13,GO:0005615,C
TNFSF13B,GO:0005615,C
TNFSF14,GO:0005615,C
TNFSF15,GO:0005615,C
TNFSF18,GO:0005615,C
TNFSF4,GO:0005615,C
TNFSF8,GO:0005615,C
TNFSF9,GO:0005615,C
TNXB,GO:0005615,C
TPI1,GO:0005615,C
TPSAB1,GO:0005615,C
TPSB2,GO:0005615,C
TPSG1,GO:0005615,C
TPT1,GO:0005615,C
TRIL,GO:0005615,C
TSHB,GO:0005615,C
TSKU,GO:0005615,C
TSLP,GO:0005615,C
TST,GO:0005615,C
TTBK2,GO:0005615,C
TTR,GO:0005615,C
TWSG1,GO:0005615,C
UBA52,GO:0005615,C
UBB,GO:0005615,C
UBC,GO:0005615,C
UBN2,GO:0005615,C
UCMA,GO:0005615,C
UCN2,GO:0005615,C
UCN3,GO:0005615,C
UCN,GO:0005615,C
ULBP2,GO:0005615,C
USPL1,GO:0005615,C
UTP11,GO:0005615,C
