System,Standard,SGD,type,GO.term
YAL023C,PMT2,S000000021,F,GO:0000030
YBL082C,ALG3,S000000178,F,GO:0000030
YBR004C,GPI18,S000000208,F,GO:0000030
YBR110W,ALG1,S000000314,F,GO:0000030
YBR161W,CSH1,S000000365,F,GO:0000030
YBR199W,KTR4,S000000403,F,GO:0000030
YBR205W,KTR3,S000000409,F,GO:0000030
YCL052C,PBN1,S000000557,F,GO:0000030
YDL093W,PMT5,S000002251,F,GO:0000030
YDL095W,PMT1,S000002253,F,GO:0000030
YDR307W,PMT7,S000002715,F,GO:0000030
YDR483W,KRE2,S000002891,F,GO:0000030
YEL036C,ANP1,S000000762,F,GO:0000030
YGL142C,GPI10,S000003110,F,GO:0000030
YGR199W,PMT6,S000003431,F,GO:0000030
YIL085C,KTR7,S000001347,F,GO:0000030
YJL139C,YUR1,S000003675,F,GO:0000030
YJR013W,GPI14,S000003774,F,GO:0000030
YJR143C,PMT4,S000003904,F,GO:0000030
YKR061W,KTR2,S000001769,F,GO:0000030
YNL029C,KTR5,S000004974,F,GO:0000030
YNL158W,PGA1,S000005102,F,GO:0000030
YNL219C,ALG9,S000005163,F,GO:0000030
YNR030W,ALG12,S000005313,F,GO:0000030
YOR099W,KTR1,S000005625,F,GO:0000030
YOR149C,SMP3,S000005675,F,GO:0000030
YOR321W,PMT3,S000005848,F,GO:0000030
YPL053C,KTR6,S000005974,F,GO:0000030
YPL057C,SUR1,S000005978,F,GO:0000030
YAL005C,SSA1,S000000004,F,GO:0000049
YBL024W,NCL1,S000000120,F,GO:0000049
YBL076C,ILS1,S000000172,F,GO:0000049
YDL033C,SLM3,S000002191,F,GO:0000049
YDL051W,LHP1,S000002209,F,GO:0000049
YDL201W,TRM8,S000002360,F,GO:0000049
YDL219W,DTD1,S000002378,F,GO:0000049
YDR120C,TRM1,S000002527,F,GO:0000049
YDR283C,GCN2,S000002691,F,GO:0000049
YER025W,GCD11,S000000827,F,GO:0000049
YFL022C,FRS2,S000001872,F,GO:0000049
YGL105W,ARC1,S000003073,F,GO:0000049
YGL122C,NAB2,S000003090,F,GO:0000049
YGL169W,SUA5,S000003137,F,GO:0000049
YGL211W,NCS6,S000003179,F,GO:0000049
YGR054W,YGR054W,S000003286,F,GO:0000049
YGR128C,UTP8,S000003360,F,GO:0000049
YHR187W,IKI1,S000001230,F,GO:0000049
YKL205W,LOS1,S000001688,F,GO:0000049
YLL024C,SSA2,S000003947,F,GO:0000049
YLR384C,IKI3,S000004376,F,GO:0000049
YML014W,TRM9,S000004476,F,GO:0000049
YMR312W,ELP6,S000004929,F,GO:0000049
YNL119W,NCS2,S000005063,F,GO:0000049
YOL021C,DIS3,S000005381,F,GO:0000049
YOL023W,IFM1,S000005383,F,GO:0000049
YOL033W,MSE1,S000005393,F,GO:0000049
YOL093W,TRM10,S000005453,F,GO:0000049
YOL124C,TRM11,S000005484,F,GO:0000049
YOR112W,CEX1,S000005638,F,GO:0000049
YOR274W,MOD5,S000005800,F,GO:0000049
YOR335C,ALA1,S000005862,F,GO:0000049
YPL009C,RQC2,S000005930,F,GO:0000049
YPL040C,ISM1,S000005961,F,GO:0000049
YPL101W,ELP4,S000006022,F,GO:0000049
YPR047W,MSF1,S000006251,F,GO:0000049
YAL014C,SYN8,S000000012,F,GO:0000149
YBR080C,SEC18,S000000284,F,GO:0000149
YDR164C,SEC1,S000002571,F,GO:0000149
YDR189W,SLY1,S000002597,F,GO:0000149
YDR468C,TLG1,S000002876,F,GO:0000149
YER143W,DDI1,S000000945,F,GO:0000149
YFL038C,YPT1,S000001856,F,GO:0000149
YGL095C,VPS45,S000003063,F,GO:0000149
YGL212W,VAM7,S000003180,F,GO:0000149
YGR142W,BTN2,S000003374,F,GO:0000149
YIL068C,SEC6,S000001330,F,GO:0000149
YJL204C,RCY1,S000003740,F,GO:0000149
YLR026C,SED5,S000004016,F,GO:0000149
YLR078C,BOS1,S000004068,F,GO:0000149
YLR093C,NYV1,S000004083,F,GO:0000149
YLR360W,VPS38,S000004352,F,GO:0000149
YLR423C,ATG17,S000004415,F,GO:0000149
YMR183C,SSO2,S000004795,F,GO:0000149
YMR197C,VTI1,S000004810,F,GO:0000149
YOL018C,TLG2,S000005378,F,GO:0000149
YOR036W,PEP12,S000005562,F,GO:0000149
YOR106W,VAM3,S000005632,F,GO:0000149
YPL166W,ATG29,S000006087,F,GO:0000149
YPL232W,SSO1,S000006153,F,GO:0000149
YPR032W,SRO7,S000006236,F,GO:0000149
YPR049C,ATG11,S000006253,F,GO:0000149
YAL005C,SSA1,S000000004,F,GO:0000166
YAL017W,PSK1,S000000015,F,GO:0000166
YAL019W,FUN30,S000000017,F,GO:0000166
YAL026C,DRS2,S000000024,F,GO:0000166
YAL029C,MYO4,S000000027,F,GO:0000166
YAL035W,FUN12,S000000033,F,GO:0000166
YAL036C,RBG1,S000000034,F,GO:0000166
YAL038W,CDC19,S000000036,F,GO:0000166
YAL048C,GEM1,S000000046,F,GO:0000166
YAL054C,ACS1,S000000050,F,GO:0000166
YAR015W,ADE1,S000000070,F,GO:0000166
YAR018C,KIN3,S000000071,F,GO:0000166
YAR019C,CDC15,S000000072,F,GO:0000166
YBL005W-B,YBL005W-B,S000002147,F,GO:0000166
YBL009W,ALK2,S000000105,F,GO:0000166
YBL016W,FUS3,S000000112,F,GO:0000166
YBL017C,PEP1,S000000113,F,GO:0000166
YBL022C,PIM1,S000000118,F,GO:0000166
YBL023C,MCM2,S000000119,F,GO:0000166
YBL033C,RIB1,S000000129,F,GO:0000166
YBL039C,URA7,S000000135,F,GO:0000166
YBL063W,KIP1,S000000159,F,GO:0000166
YBL068W,PRS4,S000000164,F,GO:0000166
YBL075C,SSA3,S000000171,F,GO:0000166
YBL076C,ILS1,S000000172,F,GO:0000166
YBL080C,PET112,S000000176,F,GO:0000166
YBL088C,TEL1,S000000184,F,GO:0000166
YBL099W,ATP1,S000000195,F,GO:0000166
YBL100W-B,YBL100W-B,S000002149,F,GO:0000166
YBL105C,PKC1,S000000201,F,GO:0000166
YBL111C,YBL111C,S000002151,F,GO:0000166
YBR012W-B,YBR012W-B,S000002155,F,GO:0000166
YBR020W,GAL1,S000000224,F,GO:0000166
YBR025C,OLA1,S000000229,F,GO:0000166
YBR028C,YPK3,S000000232,F,GO:0000166
YBR044C,TCM62,S000000248,F,GO:0000166
YBR059C,AKL1,S000000263,F,GO:0000166
YBR073W,RDH54,S000000277,F,GO:0000166
YBR080C,SEC18,S000000284,F,GO:0000166
YBR082C,UBC4,S000000286,F,GO:0000166
YBR084W,MIS1,S000000288,F,GO:0000166
YBR087W,RFC5,S000000291,F,GO:0000166
YBR097W,VPS15,S000000301,F,GO:0000166
YBR114W,RAD16,S000000318,F,GO:0000166
YBR118W,TEF2,S000000322,F,GO:0000166
YBR121C,GRS1,S000000325,F,GO:0000166
YBR136W,MEC1,S000000340,F,GO:0000166
YBR142W,MAK5,S000000346,F,GO:0000166
YBR160W,CDC28,S000000364,F,GO:0000166
YBR164C,ARL1,S000000368,F,GO:0000166
YBR169C,SSE2,S000000373,F,GO:0000166
YBR179C,FZO1,S000000383,F,GO:0000166
YBR186W,PCH2,S000000390,F,GO:0000166
YBR202W,MCM7,S000000406,F,GO:0000166
YBR208C,DUR1,2,S000000412,F,GO:0000166
YBR218C,PYC2,S000000422,F,GO:0000166
YBR227C,MCX1,S000000431,F,GO:0000166
YBR237W,PRP5,S000000441,F,GO:0000166
YBR245C,ISW1,S000000449,F,GO:0000166
YBR264C,YPT10,S000000468,F,GO:0000166
YBR274W,CHK1,S000000478,F,GO:0000166
YBR295W,PCA1,S000000499,F,GO:0000166
YCL004W,PGS1,S000000510,F,GO:0000166
YCL019W,YCL019W,S000000524,F,GO:0000166
YCL024W,KCC4,S000000529,F,GO:0000166
YCL030C,HIS4,S000000535,F,GO:0000166
YCL040W,GLK1,S000000545,F,GO:0000166
YCL047C,POF1,S000000552,F,GO:0000166
YCL050C,APA1,S000000555,F,GO:0000166
YCR002C,CDC10,S000000595,F,GO:0000166
YCR008W,SAT4,S000000601,F,GO:0000166
YCR011C,ADP1,S000000604,F,GO:0000166
YCR012W,PGK1,S000000605,F,GO:0000166
YCR024C,SLM5,S000000618,F,GO:0000166
YCR027C,RHB1,S000000622,F,GO:0000166
YCR036W,RBK1,S000000632,F,GO:0000166
YCR073C,SSK22,S000000669,F,GO:0000166
YCR091W,KIN82,S000000687,F,GO:0000166
YCR092C,MSH3,S000000688,F,GO:0000166
YDL007W,RPT2,S000002165,F,GO:0000166
YDL017W,CDC7,S000002175,F,GO:0000166
YDL025C,RTK1,S000002183,F,GO:0000166
YDL028C,MPS1,S000002186,F,GO:0000166
YDL029W,ARP2,S000002187,F,GO:0000166
YDL031W,DBP10,S000002189,F,GO:0000166
YDL033C,SLM3,S000002191,F,GO:0000166
YDL045C,FAD1,S000002203,F,GO:0000166
YDL055C,PSA1,S000002213,F,GO:0000166
YDL064W,UBC9,S000002222,F,GO:0000166
YDL079C,MRK1,S000002237,F,GO:0000166
YDL084W,SUB2,S000002242,F,GO:0000166
YDL100C,GET3,S000002258,F,GO:0000166
YDL101C,DUN1,S000002259,F,GO:0000166
YDL102W,POL3,S000002260,F,GO:0000166
YDL108W,KIN28,S000002266,F,GO:0000166
YDL125C,HNT1,S000002283,F,GO:0000166
YDL126C,CDC48,S000002284,F,GO:0000166
YDL137W,ARF2,S000002296,F,GO:0000166
YDL141W,BPL1,S000002300,F,GO:0000166
YDL143W,CCT4,S000002302,F,GO:0000166
YDL154W,MSH5,S000002313,F,GO:0000166
YDL159W,STE7,S000002318,F,GO:0000166
YDL160C,DHH1,S000002319,F,GO:0000166
YDL164C,CDC9,S000002323,F,GO:0000166
YDL166C,FAP7,S000002325,F,GO:0000166
YDL185W,VMA1,S000002344,F,GO:0000166
YDL192W,ARF1,S000002351,F,GO:0000166
YDL214C,PRR2,S000002373,F,GO:0000166
YDL225W,SHS1,S000002384,F,GO:0000166
YDL229W,SSB1,S000002388,F,GO:0000166
YDR004W,RAD57,S000002411,F,GO:0000166
YDR009W,GAL3,S000002416,F,GO:0000166
YDR011W,SNQ2,S000002418,F,GO:0000166
YDR017C,KCS1,S000002424,F,GO:0000166
YDR020C,DAS2,S000002427,F,GO:0000166
YDR021W,FAL1,S000002428,F,GO:0000166
YDR023W,SES1,S000002430,F,GO:0000166
YDR034C-D,YDR034C-D,S000007345,F,GO:0000166
YDR037W,KRS1,S000002444,F,GO:0000166
YDR038C,ENA5,S000002445,F,GO:0000166
YDR039C,ENA2,S000002446,F,GO:0000166
YDR040C,ENA1,S000002447,F,GO:0000166
YDR054C,CDC34,S000002461,F,GO:0000166
YDR059C,UBC5,S000002466,F,GO:0000166
YDR061W,YDR061W,S000002468,F,GO:0000166
YDR076W,RAD55,S000002483,F,GO:0000166
YDR091C,RLI1,S000002498,F,GO:0000166
YDR092W,UBC13,S000002499,F,GO:0000166
YDR093W,DNF2,S000002500,F,GO:0000166
YDR097C,MSH6,S000002504,F,GO:0000166
YDR098C-B,YDR098C-B,S000007391,F,GO:0000166
YDR122W,KIN1,S000002529,F,GO:0000166
YDR127W,ARO1,S000002534,F,GO:0000166
YDR135C,YCF1,S000002542,F,GO:0000166
YDR147W,EKI1,S000002554,F,GO:0000166
YDR172W,SUP35,S000002579,F,GO:0000166
YDR173C,ARG82,S000002580,F,GO:0000166
YDR177W,UBC1,S000002584,F,GO:0000166
YDR188W,CCT6,S000002596,F,GO:0000166
YDR190C,RVB1,S000002598,F,GO:0000166
YDR194C,MSS116,S000002602,F,GO:0000166
YDR196C,CAB5,S000002604,F,GO:0000166
YDR208W,MSS4,S000002616,F,GO:0000166
YDR210C-D,YDR210C-D,S000007410,F,GO:0000166
YDR210W-B,YDR210W-B,S000007393,F,GO:0000166
YDR212W,TCP1,S000002620,F,GO:0000166
YDR218C,SPR28,S000002626,F,GO:0000166
YDR226W,ADK1,S000002634,F,GO:0000166
YDR236C,FMN1,S000002644,F,GO:0000166
YDR243C,PRP28,S000002651,F,GO:0000166
YDR247W,VHS1,S000002655,F,GO:0000166
YDR248C,YDR248C,S000002656,F,GO:0000166
YDR258C,HSP78,S000002666,F,GO:0000166
YDR261C-D,YDR261C-D,S000007395,F,GO:0000166
YDR261W-B,YDR261W-B,S000007397,F,GO:0000166
YDR268W,MSW1,S000002676,F,GO:0000166
YDR270W,CCC2,S000002678,F,GO:0000166
YDR283C,GCN2,S000002691,F,GO:0000166
YDR291W,HRQ1,S000002699,F,GO:0000166
YDR292C,SRP101,S000002700,F,GO:0000166
YDR300C,PRO1,S000002708,F,GO:0000166
YDR305C,HNT2,S000002713,F,GO:0000166
YDR315C,IPK1,S000002723,F,GO:0000166
YDR316W-B,YDR316W-B,S000007399,F,GO:0000166
YDR332W,IRC3,S000002740,F,GO:0000166
YDR334W,SWR1,S000002742,F,GO:0000166
YDR336W,MRX8,S000002744,F,GO:0000166
YDR341C,YDR341C,S000002749,F,GO:0000166
YDR365W-B,YDR365W-B,S000007401,F,GO:0000166
YDR370C,DXO1,S000002778,F,GO:0000166
YDR375C,BCS1,S000002783,F,GO:0000166
YDR385W,EFT2,S000002793,F,GO:0000166
YDR390C,UBA2,S000002798,F,GO:0000166
YDR394W,RPT3,S000002802,F,GO:0000166
YDR399W,HPT1,S000002807,F,GO:0000166
YDR406W,PDR15,S000002814,F,GO:0000166
YDR454C,GUK1,S000002862,F,GO:0000166
YDR466W,PKH3,S000002874,F,GO:0000166
YDR477W,SNF1,S000002885,F,GO:0000166
YDR490C,PKH1,S000002898,F,GO:0000166
YDR502C,SAM2,S000002910,F,GO:0000166
YDR507C,GIN4,S000002915,F,GO:0000166
YDR516C,EMI2,S000002924,F,GO:0000166
YDR523C,SPS1,S000002931,F,GO:0000166
YDR530C,APA2,S000002938,F,GO:0000166
YDR531W,CAB1,S000002939,F,GO:0000166
YDR534C,FIT1,S000002942,F,GO:0000166
YDR545W,YRF1-1,S000002953,F,GO:0000166
YEL012W,UBC8,S000000738,F,GO:0000166
YEL029C,BUD16,S000000755,F,GO:0000166
YEL030W,ECM10,S000000756,F,GO:0000166
YEL031W,SPF1,S000000757,F,GO:0000166
YEL032W,MCM3,S000000758,F,GO:0000166
YEL041W,YEF1,S000000767,F,GO:0000166
YEL052W,AFG1,S000000778,F,GO:0000166
YEL055C,POL5,S000000781,F,GO:0000166
YEL061C,CIN8,S000000787,F,GO:0000166
YEL077C,YEL077C,S000006409,F,GO:0000166
YER005W,YND1,S000000807,F,GO:0000166
YER006W,NUG1,S000000808,F,GO:0000166
YER013W,PRP22,S000000815,F,GO:0000166
YER015W,FAA2,S000000817,F,GO:0000166
YER017C,AFG3,S000000819,F,GO:0000166
YER020W,GPA2,S000000822,F,GO:0000166
YER025W,GCD11,S000000827,F,GO:0000166
YER031C,YPT31,S000000833,F,GO:0000166
YER036C,ARB1,S000000838,F,GO:0000166
YER047C,SAP1,S000000849,F,GO:0000166
YER052C,HOM3,S000000854,F,GO:0000166
YER055C,HIS1,S000000857,F,GO:0000166
YER069W,ARG5,6,S000000871,F,GO:0000166
YER070W,RNR1,S000000872,F,GO:0000166
YER087W,AIM10,S000000889,F,GO:0000166
YER095W,RAD51,S000000897,F,GO:0000166
YER099C,PRS2,S000000901,F,GO:0000166
YER100W,UBC6,S000000902,F,GO:0000166
YER103W,SSA4,S000000905,F,GO:0000166
YER123W,YCK3,S000000925,F,GO:0000166
YER129W,SAK1,S000000931,F,GO:0000166
YER138C,YER138C,S000000940,F,GO:0000166
YER160C,YER160C,S000000962,F,GO:0000166
YER164W,CHD1,S000000966,F,GO:0000166
YER166W,DNF1,S000000968,F,GO:0000166
YER168C,CCA1,S000000970,F,GO:0000166
YER170W,ADK2,S000000972,F,GO:0000166
YER171W,RAD3,S000000973,F,GO:0000166
YER172C,BRR2,S000000974,F,GO:0000166
YER173W,RAD24,S000000975,F,GO:0000166
YER176W,ECM32,S000000978,F,GO:0000166
YER179W,DMC1,S000000981,F,GO:0000166
YER183C,FAU1,S000000985,F,GO:0000166
YER190W,YRF1-2,S000000992,F,GO:0000166
YFL002C,SPB4,S000001894,F,GO:0000166
YFL002W-A,YFL002W-A,S000002962,F,GO:0000166
YFL003C,MSH4,S000001891,F,GO:0000166
YFL005W,SEC4,S000001889,F,GO:0000166
YFL008W,SMC1,S000001886,F,GO:0000166
YFL022C,FRS2,S000001872,F,GO:0000166
YFL028C,CAF16,S000001866,F,GO:0000166
YFL029C,CAK1,S000001865,F,GO:0000166
YFL033C,RIM15,S000001861,F,GO:0000166
YFL037W,TUB2,S000001857,F,GO:0000166
YFL038C,YPT1,S000001856,F,GO:0000166
YFL039C,ACT1,S000001855,F,GO:0000166
YFL053W,DAK2,S000001841,F,GO:0000166
YFL066C,YFL066C,S000001828,F,GO:0000166
YFR007W,YFH7,S000001903,F,GO:0000166
YFR009W,GCN20,S000001905,F,GO:0000166
YFR014C,CMK1,S000001910,F,GO:0000166
YFR019W,FAB1,S000001915,F,GO:0000166
YFR031C,SMC2,S000001927,F,GO:0000166
YFR038W,IRC5,S000001934,F,GO:0000166
YFR053C,HXK1,S000001949,F,GO:0000166
YGL006W,PMC1,S000002974,F,GO:0000166
YGL008C,PMA1,S000002976,F,GO:0000166
YGL021W,ALK1,S000002989,F,GO:0000166
YGL034C,YGL034C,S000003002,F,GO:0000166
YGL048C,RPT6,S000003016,F,GO:0000166
YGL058W,RAD6,S000003026,F,GO:0000166
YGL059W,PKP2,S000003027,F,GO:0000166
YGL062W,PYC1,S000003030,F,GO:0000166
YGL064C,MRH4,S000003032,F,GO:0000166
YGL078C,DBP3,S000003046,F,GO:0000166
YGL091C,NBP35,S000003059,F,GO:0000166
YGL099W,LSG1,S000003067,F,GO:0000166
YGL115W,SNF4,S000003083,F,GO:0000166
YGL119W,COQ8,S000003087,F,GO:0000166
YGL120C,PRP43,S000003088,F,GO:0000166
YGL129C,RSM23,S000003097,F,GO:0000166
YGL130W,CEG1,S000003098,F,GO:0000166
YGL150C,INO80,S000003118,F,GO:0000166
YGL158W,RCK1,S000003126,F,GO:0000166
YGL163C,RAD54,S000003131,F,GO:0000166
YGL167C,PMR1,S000003135,F,GO:0000166
YGL169W,SUA5,S000003137,F,GO:0000166
YGL171W,ROK1,S000003139,F,GO:0000166
YGL179C,TOS3,S000003147,F,GO:0000166
YGL180W,ATG1,S000003148,F,GO:0000166
YGL201C,MCM6,S000003169,F,GO:0000166
YGL210W,YPT32,S000003178,F,GO:0000166
YGL216W,KIP3,S000003184,F,GO:0000166
YGL234W,ADE5,7,S000003203,F,GO:0000166
YGL245W,GUS1,S000003214,F,GO:0000166
YGL246C,RAI1,S000003215,F,GO:0000166
YGL249W,ZIP2,S000003218,F,GO:0000166
YGL251C,HFM1,S000003220,F,GO:0000166
YGL253W,HXK2,S000003222,F,GO:0000166
YGR005C,TFG2,S000003237,F,GO:0000166
YGR010W,NMA2,S000003242,F,GO:0000166
YGR024C,THG1,S000003256,F,GO:0000166
YGR027W-B,YGR027W-B,S000007406,F,GO:0000166
YGR028W,MSP1,S000003260,F,GO:0000166
YGR038C-B,YGR038C-B,S000007408,F,GO:0000166
YGR040W,KSS1,S000003272,F,GO:0000166
YGR052W,FMP48,S000003284,F,GO:0000166
YGR059W,SPR3,S000003291,F,GO:0000166
YGR061C,ADE6,S000003293,F,GO:0000166
YGR092W,DBF2,S000003324,F,GO:0000166
YGR094W,VAS1,S000003326,F,GO:0000166
YGR102C,GTF1,S000003334,F,GO:0000166
YGR109W-B,YGR109W-B,S000007347,F,GO:0000166
YGR124W,ASN2,S000003356,F,GO:0000166
YGR133W,PEX4,S000003365,F,GO:0000166
YGR152C,RSR1,S000003384,F,GO:0000166
YGR161C-D,YGR161C-D,S000007368,F,GO:0000166
YGR161W-B,YGR161W-B,S000007370,F,GO:0000166
YGR163W,GTR2,S000003395,F,GO:0000166
YGR171C,MSM1,S000003403,F,GO:0000166
YGR173W,RBG2,S000003405,F,GO:0000166
YGR185C,TYS1,S000003417,F,GO:0000166
YGR188C,BUB1,S000003420,F,GO:0000166
YGR194C,XKS1,S000003426,F,GO:0000166
YGR204W,ADE3,S000003436,F,GO:0000166
YGR205W,TDA10,S000003437,F,GO:0000166
YGR210C,YGR210C,S000003442,F,GO:0000166
YGR240C,PFK1,S000003472,F,GO:0000166
YGR244C,LSC2,S000003476,F,GO:0000166
YGR262C,BUD32,S000003494,F,GO:0000166
YGR264C,MES1,S000003496,F,GO:0000166
YGR267C,FOL2,S000003499,F,GO:0000166
YGR270W,YTA7,S000003502,F,GO:0000166
YGR271W,SLH1,S000003503,F,GO:0000166
YGR277C,CAB4,S000003509,F,GO:0000166
YGR281W,YOR1,S000003513,F,GO:0000166
YGR296W,YRF1-3,S000003528,F,GO:0000166
YHL007C,STE20,S000000999,F,GO:0000166
YHL009W-B,YHL009W-B,S000007372,F,GO:0000166
YHL011C,PRS3,S000001003,F,GO:0000166
YHL014C,YLF2,S000001006,F,GO:0000166
YHL032C,GUT1,S000001024,F,GO:0000166
YHL035C,VMR1,S000001027,F,GO:0000166
YHR003C,TCD1,S000001045,F,GO:0000166
YHR005C,GPA1,S000001047,F,GO:0000166
YHR011W,DIA4,S000001053,F,GO:0000166
YHR019C,DED81,S000001061,F,GO:0000166
YHR020W,YHR020W,S000001062,F,GO:0000166
YHR022C,YHR022C,S000001064,F,GO:0000166
YHR023W,MYO1,S000001065,F,GO:0000166
YHR025W,THR1,S000001067,F,GO:0000166
YHR030C,SLT2,S000001072,F,GO:0000166
YHR031C,RRM3,S000001073,F,GO:0000166
YHR033W,YHR033W,S000001075,F,GO:0000166
YHR064C,SSZ1,S000001106,F,GO:0000166
YHR065C,RRP3,S000001107,F,GO:0000166
YHR074W,QNS1,S000001116,F,GO:0000166
YHR079C,IRE1,S000001121,F,GO:0000166
YHR082C,KSP1,S000001124,F,GO:0000166
YHR091C,MSR1,S000001133,F,GO:0000166
YHR102W,KIC1,S000001144,F,GO:0000166
YHR107C,CDC12,S000001149,F,GO:0000166
YHR111W,UBA4,S000001153,F,GO:0000166
YHR120W,MSH1,S000001162,F,GO:0000166
YHR128W,FUR1,S000001170,F,GO:0000166
YHR135C,YCK1,S000001177,F,GO:0000166
YHR164C,DNA2,S000001207,F,GO:0000166
YHR168W,MTG2,S000001211,F,GO:0000166
YHR169W,DBP8,S000001212,F,GO:0000166
YHR205W,SCH9,S000001248,F,GO:0000166
YHR214C-B,YHR214C-B,S000003534,F,GO:0000166
YIL003W,CFD1,S000001265,F,GO:0000166
YIL009W,FAA3,S000001271,F,GO:0000166
YIL013C,PDR11,S000001275,F,GO:0000166
YIL022W,TIM44,S000001284,F,GO:0000166
YIL033C,BCY1,S000001295,F,GO:0000166
YIL035C,CKA1,S000001297,F,GO:0000166
YIL042C,PKP1,S000001304,F,GO:0000166
YIL048W,NEO1,S000001310,F,GO:0000166
YIL066C,RNR3,S000001328,F,GO:0000166
YIL078W,THS1,S000001340,F,GO:0000166
YIL082W-A,YIL082W-A,S000003537,F,GO:0000166
YIL095W,PRK1,S000001357,F,GO:0000166
YIL107C,PFK26,S000001369,F,GO:0000166
YIL118W,RHO3,S000001380,F,GO:0000166
YIL126W,STH1,S000001388,F,GO:0000166
YIL142W,CCT2,S000001404,F,GO:0000166
YIL143C,SSL2,S000001405,F,GO:0000166
YIL145C,PAN6,S000001407,F,GO:0000166
YIL147C,SLN1,S000001409,F,GO:0000166
YIL173W,VTH1,S000001435,F,GO:0000166
YIL177C,YIL177C,S000001439,F,GO:0000166
YIR002C,MPH1,S000001441,F,GO:0000166
YIR008C,PRI1,S000001447,F,GO:0000166
YIR016W,YIR016W,S000001455,F,GO:0000166
YJL005W,CYR1,S000003542,F,GO:0000166
YJL008C,CCT8,S000003545,F,GO:0000166
YJL011C,RPC17,S000003548,F,GO:0000166
YJL014W,CCT3,S000003551,F,GO:0000166
YJL019W,MPS3,S000003556,F,GO:0000166
YJL033W,HCA4,S000003570,F,GO:0000166
YJL034W,KAR2,S000003571,F,GO:0000166
YJL046W,AIM22,S000003582,F,GO:0000166
YJL050W,MTR4,S000003586,F,GO:0000166
YJL057C,IKS1,S000003593,F,GO:0000166
YJL074C,SMC3,S000003610,F,GO:0000166
YJL087C,TRL1,S000003623,F,GO:0000166
YJL092W,SRS2,S000003628,F,GO:0000166
YJL095W,BCK1,S000003631,F,GO:0000166
YJL100W,LSB6,S000003636,F,GO:0000166
YJL101C,GSH1,S000003637,F,GO:0000166
YJL102W,MEF2,S000003638,F,GO:0000166
YJL106W,IME2,S000003642,F,GO:0000166
YJL111W,CCT7,S000003647,F,GO:0000166
YJL113W,YJL113W,S000003649,F,GO:0000166
YJL128C,PBS2,S000003664,F,GO:0000166
YJL130C,URA2,S000003666,F,GO:0000166
YJL138C,TIF2,S000003674,F,GO:0000166
YJL140W,RPB4,S000003676,F,GO:0000166
YJL141C,YAK1,S000003677,F,GO:0000166
YJL155C,FBP26,S000003691,F,GO:0000166
YJL164C,TPK1,S000003700,F,GO:0000166
YJL165C,HAL5,S000003701,F,GO:0000166
YJL187C,SWE1,S000003723,F,GO:0000166
YJL194W,CDC6,S000003730,F,GO:0000166
YJL222W,VTH2,S000003758,F,GO:0000166
YJL225C,YJL225C,S000003760,F,GO:0000166
YJR010W,MET3,S000003771,F,GO:0000166
YJR027W,YJR027W,S000003788,F,GO:0000166
YJR029W,YJR029W,S000003790,F,GO:0000166
YJR035W,RAD26,S000003796,F,GO:0000166
YJR045C,SSC1,S000003806,F,GO:0000166
YJR049C,UTR1,S000003810,F,GO:0000166
YJR057W,CDC8,S000003818,F,GO:0000166
YJR059W,PTK2,S000003820,F,GO:0000166
YJR064W,CCT5,S000003825,F,GO:0000166
YJR065C,ARP3,S000003826,F,GO:0000166
YJR066W,TOR1,S000003827,F,GO:0000166
YJR068W,RFC2,S000003829,F,GO:0000166
YJR069C,HAM1,S000003830,F,GO:0000166
YJR072C,NPA3,S000003833,F,GO:0000166
YJR076C,CDC11,S000003837,F,GO:0000166
YJR103W,URA8,S000003864,F,GO:0000166
YJR105W,ADO1,S000003866,F,GO:0000166
YJR109C,CPA2,S000003870,F,GO:0000166
YJR121W,ATP2,S000003882,F,GO:0000166
YJR124C,YJR124C,S000003885,F,GO:0000166
YKL001C,MET14,S000001484,F,GO:0000166
YKL017C,HCS1,S000001500,F,GO:0000166
YKL024C,URA6,S000001507,F,GO:0000166
YKL025C,PAN3,S000001508,F,GO:0000166
YKL027W,TCD2,S000001510,F,GO:0000166
YKL048C,ELM1,S000001531,F,GO:0000166
YKL067W,YNK1,S000001550,F,GO:0000166
YKL073W,LHS1,S000001556,F,GO:0000166
YKL078W,DHR2,S000001561,F,GO:0000166
YKL079W,SMY1,S000001562,F,GO:0000166
YKL080W,VMA5,S000001563,F,GO:0000166
YKL086W,SRX1,S000001569,F,GO:0000166
YKL101W,HSL1,S000001584,F,GO:0000166
YKL110C,KTI12,S000001593,F,GO:0000166
YKL116C,PRR1,S000001599,F,GO:0000166
YKL126W,YPK1,S000001609,F,GO:0000166
YKL129C,MYO3,S000001612,F,GO:0000166
YKL132C,RMA1,S000001615,F,GO:0000166
YKL139W,CTK1,S000001622,F,GO:0000166
YKL145W,RPT1,S000001628,F,GO:0000166
YKL151C,NNR2,S000001634,F,GO:0000166
YKL154W,SRP102,S000001637,F,GO:0000166
YKL161C,KDX1,S000001644,F,GO:0000166
YKL166C,TPK3,S000001649,F,GO:0000166
YKL168C,KKQ8,S000001651,F,GO:0000166
YKL171W,NNK1,S000001654,F,GO:0000166
YKL173W,SNU114,S000001656,F,GO:0000166
YKL181W,PRS1,S000001664,F,GO:0000166
YKL188C,PXA2,S000001671,F,GO:0000166
YKL194C,MST1,S000001677,F,GO:0000166
