System,Standard,SGD,type,GO.term
YLR215C,CDC123,S000004205,F,GO:0005524
YLR227W-B,YLR227W-B,S000007376,F,GO:0005524
YLR240W,VPS34,S000004230,F,GO:0005524
YLR247C,IRC20,S000004237,F,GO:0005524
YLR248W,RCK2,S000004238,F,GO:0005524
YLR249W,YEF3,S000004239,F,GO:0005524
YLR259C,HSP60,S000004249,F,GO:0005524
YLR260W,LCB5,S000004250,F,GO:0005524
YLR274W,MCM5,S000004264,F,GO:0005524
YLR276C,DBP9,S000004266,F,GO:0005524
YLR305C,STT4,S000004296,F,GO:0005524
YLR306W,UBC12,S000004297,F,GO:0005524
YLR328W,NMA1,S000004320,F,GO:0005524
YLR345W,YLR345W,S000004337,F,GO:0005524
YLR361C,DCR2,S000004353,F,GO:0005524
YLR362W,STE11,S000004354,F,GO:0005524
YLR369W,SSQ1,S000004361,F,GO:0005524
YLR382C,NAM2,S000004374,F,GO:0005524
YLR383W,SMC6,S000004375,F,GO:0005524
YLR396C,VPS33,S000004388,F,GO:0005524
YLR397C,AFG2,S000004389,F,GO:0005524
YLR398C,SKI2,S000004390,F,GO:0005524
YLR410W-B,YLR410W-B,S000007380,F,GO:0005524
YLR410W,VIP1,S000004402,F,GO:0005524
YLR419W,YLR419W,S000004411,F,GO:0005524
YLR430W,SEN1,S000004422,F,GO:0005524
YLR446W,YLR446W,S000004438,F,GO:0005524
YLR466W,YRF1-4,S000004458,F,GO:0005524
YLR467W,YRF1-5,S000004459,F,GO:0005524
YML039W,YML039W,S000004503,F,GO:0005524
YML045W,YML045W,S000004508,F,GO:0005524
YML061C,PIF1,S000004526,F,GO:0005524
YML065W,ORC1,S000004530,F,GO:0005524
YML070W,DAK1,S000004535,F,GO:0005524
YML093W,UTP14,S000004558,F,GO:0005524
YML133C,YML133C,S000004602,F,GO:0005524
YMR001C,CDC5,S000004603,F,GO:0005524
YMR022W,UBC7,S000004624,F,GO:0005524
YMR045C,YMR045C,S000004648,F,GO:0005524
YMR050C,YMR050C,S000004653,F,GO:0005524
YMR078C,CTF18,S000004683,F,GO:0005524
YMR080C,NAM7,S000004685,F,GO:0005524
YMR089C,YTA12,S000004695,F,GO:0005524
YMR104C,YPK2,S000004710,F,GO:0005524
YMR106C,YKU80,S000004712,F,GO:0005524
YMR109W,MYO5,S000004715,F,GO:0005524
YMR113W,FOL3,S000004719,F,GO:0005524
YMR128W,ECM16,S000004735,F,GO:0005524
YMR139W,RIM11,S000004747,F,GO:0005524
YMR162C,DNF3,S000004772,F,GO:0005524
YMR167W,MLH1,S000004777,F,GO:0005524
YMR186W,HSC82,S000004798,F,GO:0005524
YMR190C,SGS1,S000004802,F,GO:0005524
YMR205C,PFK2,S000004818,F,GO:0005524
YMR207C,HFA1,S000004820,F,GO:0005524
YMR208W,ERG12,S000004821,F,GO:0005524
YMR216C,SKY1,S000004829,F,GO:0005524
YMR217W,GUA1,S000004830,F,GO:0005524
YMR220W,ERG8,S000004833,F,GO:0005524
YMR246W,FAA4,S000004860,F,GO:0005524
YMR284W,YKU70,S000004897,F,GO:0005524
YMR290C,HAS1,S000004903,F,GO:0005524
YMR291W,TDA1,S000004905,F,GO:0005524
YMR293C,HER2,S000004907,F,GO:0005524
YMR301C,ATM1,S000004916,F,GO:0005524
YNL014W,HEF3,S000004959,F,GO:0005524
YNL020C,ARK1,S000004965,F,GO:0005524
YNL040W,YNL040W,S000004985,F,GO:0005524
YNL054W-B,YNL054W-B,S000007385,F,GO:0005524
YNL064C,YDJ1,S000005008,F,GO:0005524
YNL073W,MSK1,S000005017,F,GO:0005524
YNL082W,PMS1,S000005026,F,GO:0005524
YNL088W,TOP2,S000005032,F,GO:0005524
YNL112W,DBP2,S000005056,F,GO:0005524
YNL129W,NRK1,S000005073,F,GO:0005524
YNL132W,KRE33,S000005076,F,GO:0005524
YNL154C,YCK2,S000005098,F,GO:0005524
YNL161W,CBK1,S000005105,F,GO:0005524
YNL183C,NPR1,S000005127,F,GO:0005524
YNL207W,RIO2,S000005151,F,GO:0005524
YNL209W,SSB2,S000005153,F,GO:0005524
YNL218W,MGS1,S000005162,F,GO:0005524
YNL247W,YNL247W,S000005191,F,GO:0005524
YNL250W,RAD50,S000005194,F,GO:0005524
YNL256W,FOL1,S000005200,F,GO:0005524
YNL261W,ORC5,S000005205,F,GO:0005524
YNL267W,PIK1,S000005211,F,GO:0005524
YNL284C-B,YNL284C-B,S000007387,F,GO:0005524
YNL290W,RFC3,S000005234,F,GO:0005524
YNL298W,CLA4,S000005242,F,GO:0005524
YNL307C,MCK1,S000005251,F,GO:0005524
YNL329C,PEX6,S000005273,F,GO:0005524
YNL339C,YRF1-6,S000005283,F,GO:0005524
YNR011C,PRP2,S000005294,F,GO:0005524
YNR012W,URK1,S000005295,F,GO:0005524
YNR016C,ACC1,S000005299,F,GO:0005524
YNR027W,BUD17,S000005310,F,GO:0005524
YNR029C,YNR029C,S000005312,F,GO:0005524
YNR031C,SSK2,S000005314,F,GO:0005524
YNR038W,DBP6,S000005321,F,GO:0005524
YNR043W,MVD1,S000005326,F,GO:0005524
YNR047W,FPK1,S000005330,F,GO:0005524
YNR057C,BIO4,S000005340,F,GO:0005524
YNR070W,PDR18,S000005353,F,GO:0005524
YOL016C,CMK2,S000005376,F,GO:0005524
YOL033W,MSE1,S000005393,F,GO:0005524
YOL034W,SMC5,S000005394,F,GO:0005524
YOL045W,PSK2,S000005405,F,GO:0005524
YOL049W,GSH2,S000005409,F,GO:0005524
YOL055C,THI20,S000005416,F,GO:0005524
YOL058W,ARG1,S000005419,F,GO:0005524
YOL061W,PRS5,S000005422,F,GO:0005524
YOL075C,YOL075C,S000005435,F,GO:0005524
YOL090W,MSH2,S000005450,F,GO:0005524
YOL094C,RFC4,S000005454,F,GO:0005524
YOL095C,HMI1,S000005455,F,GO:0005524
YOL097C,WRS1,S000005457,F,GO:0005524
YOL100W,PKH2,S000005460,F,GO:0005524
YOL103W-B,YOL103W-B,S000007350,F,GO:0005524
YOL113W,SKM1,S000005473,F,GO:0005524
YOL128C,YGK3,S000005488,F,GO:0005524
YOL136C,PFK27,S000005496,F,GO:0005524
YOR005C,DNL4,S000005531,F,GO:0005524
YOR011W,AUS1,S000005537,F,GO:0005524
YOR020C,HSP10,S000005546,F,GO:0005524
YOR046C,DBP5,S000005572,F,GO:0005524
YOR061W,CKA2,S000005587,F,GO:0005524
YOR117W,RPT5,S000005643,F,GO:0005524
YOR119C,RIO1,S000005645,F,GO:0005524
YOR128C,ADE2,S000005654,F,GO:0005524
YOR141C,ARP8,S000005667,F,GO:0005524
YOR142W-B,YOR142W-B,S000007352,F,GO:0005524
YOR143C,THI80,S000005669,F,GO:0005524
YOR153W,PDR5,S000005679,F,GO:0005524
YOR168W,GLN4,S000005694,F,GO:0005524
YOR171C,LCB4,S000005697,F,GO:0005524
YOR191W,ULS1,S000005717,F,GO:0005524
YOR192C-B,YOR192C-B,S000007354,F,GO:0005524
YOR204W,DED1,S000005730,F,GO:0005524
YOR217W,RFC1,S000005743,F,GO:0005524
YOR231W,MKK1,S000005757,F,GO:0005524
YOR233W,KIN4,S000005759,F,GO:0005524
YOR241W,MET7,S000005767,F,GO:0005524
YOR250C,CLP1,S000005776,F,GO:0005524
YOR259C,RPT4,S000005785,F,GO:0005524
YOR267C,HRK1,S000005793,F,GO:0005524
YOR274W,MOD5,S000005800,F,GO:0005524
YOR290C,SNF2,S000005816,F,GO:0005524
YOR291W,YPK9,S000005817,F,GO:0005524
YOR303W,CPA1,S000005829,F,GO:0005524
YOR304W,ISW2,S000005831,F,GO:0005524
YOR317W,FAA1,S000005844,F,GO:0005524
YOR326W,MYO2,S000005853,F,GO:0005524
YOR328W,PDR10,S000005855,F,GO:0005524
YOR335C,ALA1,S000005862,F,GO:0005524
YOR339C,UBC11,S000005866,F,GO:0005524
YOR343W-B,YOR343W-B,S000007356,F,GO:0005524
YOR347C,PYK2,S000005874,F,GO:0005524
YOR351C,MEK1,S000005878,F,GO:0005524
YOR396W,YRF1-8,S000007526,F,GO:0005524
YPL003W,ULA1,S000005924,F,GO:0005524
YPL008W,CHL1,S000005929,F,GO:0005524
YPL026C,SKS1,S000005947,F,GO:0005524
YPL029W,SUV3,S000005950,F,GO:0005524
YPL031C,PHO85,S000005952,F,GO:0005524
YPL036W,PMA2,S000005957,F,GO:0005524
YPL040C,ISM1,S000005961,F,GO:0005524
YPL042C,SSN3,S000005963,F,GO:0005524
YPL058C,PDR12,S000005979,F,GO:0005524
YPL060C-A,YPL060C-A,S000007388,F,GO:0005524
YPL074W,YTA6,S000005995,F,GO:0005524
YPL082C,MOT1,S000006003,F,GO:0005524
YPL097W,MSY1,S000006018,F,GO:0005524
YPL104W,MSD1,S000006025,F,GO:0005524
YPL106C,SSE1,S000006027,F,GO:0005524
YPL119C,DBP1,S000006040,F,GO:0005524
YPL140C,MKK2,S000006061,F,GO:0005524
YPL141C,FRK1,S000006062,F,GO:0005524
YPL147W,PXA1,S000006068,F,GO:0005524
YPL150W,YPL150W,S000006071,F,GO:0005524
YPL153C,RAD53,S000006074,F,GO:0005524
YPL155C,KIP2,S000006076,F,GO:0005524
YPL160W,CDC60,S000006081,F,GO:0005524
YPL164C,MLH3,S000006085,F,GO:0005524
YPL188W,POS5,S000006109,F,GO:0005524
YPL203W,TPK2,S000006124,F,GO:0005524
YPL204W,HRR25,S000006125,F,GO:0005524
YPL209C,IPL1,S000006130,F,GO:0005524
YPL214C,THI6,S000006135,F,GO:0005524
YPL217C,BMS1,S000006138,F,GO:0005524
YPL226W,NEW1,S000006147,F,GO:0005524
YPL235W,RVB2,S000006156,F,GO:0005524
YPL236C,ENV7,S000006157,F,GO:0005524
YPL240C,HSP82,S000006161,F,GO:0005524
YPL257W-B,YPL257W-B,S000007358,F,GO:0005524
YPL258C,THI21,S000006179,F,GO:0005524
YPL270W,MDL2,S000006191,F,GO:0005524
YPL283C,YRF1-7,S000006204,F,GO:0005524
YPR019W,MCM4,S000006223,F,GO:0005524
YPR024W,YME1,S000006228,F,GO:0005524
YPR033C,HTS1,S000006237,F,GO:0005524
YPR035W,GLN1,S000006239,F,GO:0005524
YPR047W,MSF1,S000006251,F,GO:0005524
YPR054W,SMK1,S000006258,F,GO:0005524
YPR066W,UBA3,S000006270,F,GO:0005524
YPR081C,GRS2,S000006285,F,GO:0005524
YPR106W,ISR1,S000006310,F,GO:0005524
YPR111W,DBF20,S000006315,F,GO:0005524
YPR137C-B,YPR137C-B,S000007360,F,GO:0005524
YPR141C,KAR3,S000006345,F,GO:0005524
YPR145W,ASN1,S000006349,F,GO:0005524
YPR158C-D,YPR158C-D,S000007362,F,GO:0005524
YPR158W-B,YPR158W-B,S000007364,F,GO:0005524
YPR161C,SGV1,S000006365,F,GO:0005524
YPR173C,VPS4,S000006377,F,GO:0005524
YPR204W,YPR204W,S000006408,F,GO:0005524
YAL035W,FUN12,S000000033,F,GO:0005525
YAL036C,RBG1,S000000034,F,GO:0005525
YAL048C,GEM1,S000000046,F,GO:0005525
YBL033C,RIB1,S000000129,F,GO:0005525
YBR025C,OLA1,S000000229,F,GO:0005525
YBR118W,TEF2,S000000322,F,GO:0005525
YBR164C,ARL1,S000000368,F,GO:0005525
YBR179C,FZO1,S000000383,F,GO:0005525
YBR264C,YPT10,S000000468,F,GO:0005525
YCR002C,CDC10,S000000595,F,GO:0005525
YCR027C,RHB1,S000000622,F,GO:0005525
YDL055C,PSA1,S000002213,F,GO:0005525
YDL060W,TSR1,S000002218,F,GO:0005525
YDL137W,ARF2,S000002296,F,GO:0005525
YDL192W,ARF1,S000002351,F,GO:0005525
YDL225W,SHS1,S000002384,F,GO:0005525
YDR172W,SUP35,S000002579,F,GO:0005525
YDR218C,SPR28,S000002626,F,GO:0005525
YDR292C,SRP101,S000002700,F,GO:0005525
YDR336W,MRX8,S000002744,F,GO:0005525
YDR385W,EFT2,S000002793,F,GO:0005525
YER006W,NUG1,S000000808,F,GO:0005525
YER020W,GPA2,S000000822,F,GO:0005525
YER025W,GCD11,S000000827,F,GO:0005525
YER031C,YPT31,S000000833,F,GO:0005525
YER170W,ADK2,S000000972,F,GO:0005525
YFL005W,SEC4,S000001889,F,GO:0005525
YFL037W,TUB2,S000001857,F,GO:0005525
YFL038C,YPT1,S000001856,F,GO:0005525
YGL099W,LSG1,S000003067,F,GO:0005525
YGL129C,RSM23,S000003097,F,GO:0005525
YGL130W,CEG1,S000003098,F,GO:0005525
YGL210W,YPT32,S000003178,F,GO:0005525
YGR024C,THG1,S000003256,F,GO:0005525
YGR059W,SPR3,S000003291,F,GO:0005525
YGR152C,RSR1,S000003384,F,GO:0005525
YGR163W,GTR2,S000003395,F,GO:0005525
YGR173W,RBG2,S000003405,F,GO:0005525
YGR210C,YGR210C,S000003442,F,GO:0005525
YGR267C,FOL2,S000003499,F,GO:0005525
YHL014C,YLF2,S000001006,F,GO:0005525
YHR005C,GPA1,S000001047,F,GO:0005525
YHR022C,YHR022C,S000001064,F,GO:0005525
YHR107C,CDC12,S000001149,F,GO:0005525
YHR128W,FUR1,S000001170,F,GO:0005525
YHR168W,MTG2,S000001211,F,GO:0005525
YIL118W,RHO3,S000001380,F,GO:0005525
YJL102W,MEF2,S000003638,F,GO:0005525
YJL194W,CDC6,S000003730,F,GO:0005525
YJR072C,NPA3,S000003833,F,GO:0005525
YJR076C,CDC11,S000003837,F,GO:0005525
YJR092W,BUD4,S000003852,F,GO:0005525
YKL154W,SRP102,S000001637,F,GO:0005525
YKL173W,SNU114,S000001656,F,GO:0005525
YKR001C,VPS1,S000001709,F,GO:0005525
YKR014C,YPT52,S000001722,F,GO:0005525
YKR055W,RHO4,S000001763,F,GO:0005525
YKR084C,HBS1,S000001792,F,GO:0005525
YLL001W,DNM1,S000003924,F,GO:0005525
YLR069C,MEF1,S000004059,F,GO:0005525
YLR212C,TUB4,S000004202,F,GO:0005525
YLR229C,CDC42,S000004219,F,GO:0005525
YLR243W,GPN3,S000004233,F,GO:0005525
YLR262C,YPT6,S000004252,F,GO:0005525
YLR289W,GUF1,S000004280,F,GO:0005525
YLR293C,GSP1,S000004284,F,GO:0005525
YLR314C,CDC3,S000004306,F,GO:0005525
YML001W,YPT7,S000004460,F,GO:0005525
YML064C,TEM1,S000004529,F,GO:0005525
YML085C,TUB1,S000004550,F,GO:0005525
YML121W,GTR1,S000004590,F,GO:0005525
YML124C,TUB3,S000004593,F,GO:0005525
YMR023C,MSS1,S000004625,F,GO:0005525
YMR097C,MTG1,S000004703,F,GO:0005525
YMR138W,CIN4,S000004746,F,GO:0005525
YNL090W,RHO2,S000005034,F,GO:0005525
YNL093W,YPT53,S000005037,F,GO:0005525
YNL098C,RAS2,S000005042,F,GO:0005525
YNL163C,RIA1,S000005107,F,GO:0005525
YNL180C,RHO5,S000005124,F,GO:0005525
YNL220W,ADE12,S000005164,F,GO:0005525
YNL304W,YPT11,S000005248,F,GO:0005525
YNR053C,NOG2,S000005336,F,GO:0005525
YOL023W,IFM1,S000005383,F,GO:0005525
YOR076C,SKI7,S000005602,F,GO:0005525
YOR089C,VPS21,S000005615,F,GO:0005525
YOR094W,ARF3,S000005620,F,GO:0005525
YOR101W,RAS1,S000005627,F,GO:0005525
YOR133W,EFT1,S000005659,F,GO:0005525
YOR165W,SEY1,S000005691,F,GO:0005525
YOR185C,GSP2,S000005711,F,GO:0005525
YOR187W,TUF1,S000005713,F,GO:0005525
YOR205C,GEP3,S000005731,F,GO:0005525
YOR211C,MGM1,S000005737,F,GO:0005525
YOR262W,GPN2,S000005788,F,GO:0005525
YPL051W,ARL3,S000005972,F,GO:0005525
YPL093W,NOG1,S000006014,F,GO:0005525
YPL217C,BMS1,S000006138,F,GO:0005525
YPL218W,SAR1,S000006139,F,GO:0005525
YPR041W,TIF5,S000006245,F,GO:0005525
YPR080W,TEF1,S000006284,F,GO:0005525
YPR084W,YPR084W,S000006288,F,GO:0005525
YPR088C,SRP54,S000006292,F,GO:0005525
YPR165W,RHO1,S000006369,F,GO:0005525
YAR002W,NUP60,S000000063,F,GO:0005543
YBL085W,BOI1,S000000181,F,GO:0005543
YBR091C,TIM12,S000000295,F,GO:0005543
YDL088C,ASM4,S000002246,F,GO:0005543
YDL207W,GLE1,S000002366,F,GO:0005543
YDR150W,NUM1,S000002557,F,GO:0005543
YDR229W,IVY1,S000002637,F,GO:0005543
YDR322W,MRPL35,S000002730,F,GO:0005543
YDR524C,AGE1,S000002932,F,GO:0005543
YER114C,BOI2,S000000916,F,GO:0005543
YGR241C,YAP1802,S000003473,F,GO:0005543
YHR161C,YAP1801,S000001204,F,GO:0005543
YJL041W,NSP1,S000003577,F,GO:0005543
YLR178C,TFS1,S000004168,F,GO:0005543
YLR179C,YLR179C,S000004169,F,GO:0005543
YMR153W,NUP53,S000004762,F,GO:0005543
YMR175W,SIP18,S000004787,F,GO:0005543
YNL152W,INN1,S000005096,F,GO:0005543
YNL243W,SLA2,S000005187,F,GO:0005543
YPL048W,CAM1,S000005969,F,GO:0005543
YBL031W,SHE1,S000000127,F,GO:0008017
YBL063W,KIP1,S000000159,F,GO:0008017
YBR233W-A,DAD3,S000007595,F,GO:0008017
YCL029C,BIK1,S000000534,F,GO:0008017
YDR016C,DAD1,S000002423,F,GO:0008017
YDR130C,FIN1,S000002537,F,GO:0008017
YDR201W,SPC19,S000002609,F,GO:0008017
YDR320C-A,DAD4,S000007604,F,GO:0008017
YEL061C,CIN8,S000000787,F,GO:0008017
YER016W,BIM1,S000000818,F,GO:0008017
YGL061C,DUO1,S000003029,F,GO:0008017
YGL093W,SPC105,S000003061,F,GO:0008017
YGL216W,KIP3,S000003184,F,GO:0008017
YGR113W,DAM1,S000003345,F,GO:0008017
YGR200C,ELP2,S000003432,F,GO:0008017
YKL052C,ASK1,S000001535,F,GO:0008017
YKL079W,SMY1,S000001562,F,GO:0008017
YKL138C-A,HSK3,S000028421,F,GO:0008017
YKR001C,VPS1,S000001709,F,GO:0008017
YKR037C,SPC34,S000001745,F,GO:0008017
YKR083C,DAD2,S000001791,F,GO:0008017
YLL001W,DNM1,S000003924,F,GO:0008017
YLR045C,STU2,S000004035,F,GO:0008017
YLR429W,CRN1,S000004421,F,GO:0008017
YMR198W,CIK1,S000004811,F,GO:0008017
YNL148C,ALF1,S000005092,F,GO:0008017
YOL029C,YOL029C,S000005389,F,GO:0008017
YOR058C,ASE1,S000005584,F,GO:0008017
YOR211C,MGM1,S000005737,F,GO:0008017
YOR257W,CDC31,S000005783,F,GO:0008017
YPL017C,IRC15,S000005938,F,GO:0008017
YPL155C,KIP2,S000006076,F,GO:0008017
YPL174C,NIP100,S000006095,F,GO:0008017
YPL253C,VIK1,S000006174,F,GO:0008017
YPR141C,KAR3,S000006345,F,GO:0008017
YBL061C,SKT5,S000000157,F,GO:0008047
YBR007C,DSF2,S000000211,F,GO:0008047
YBR058C-A,TSC3,S000007521,F,GO:0008047
YBR111W-A,SUS1,S000028510,F,GO:0008047
YBR217W,ATG12,S000000421,F,GO:0008047
YDL203C,ACK1,S000002362,F,GO:0008047
YDL207W,GLE1,S000002366,F,GO:0008047
YDR217C,RAD9,S000002625,F,GO:0008047
YDR373W,FRQ1,S000002781,F,GO:0008047
YER093C,TSC11,S000000895,F,GO:0008047
YER096W,SHC1,S000000898,F,GO:0008047
YGL066W,SGF73,S000003034,F,GO:0008047
YGL105W,ARC1,S000003073,F,GO:0008047
YGR093W,DRN1,S000003325,F,GO:0008047
YGR280C,PXR1,S000003512,F,GO:0008047
YHR114W,BZZ1,S000001156,F,GO:0008047
YJL092W,SRS2,S000003628,F,GO:0008047
YKL201C,MNN4,S000001684,F,GO:0008047
YKR048C,NAP1,S000001756,F,GO:0008047
YLR319C,BUD6,S000004311,F,GO:0008047
YMR311C,GLC8,S000004928,F,GO:0008047
YNL218W,MGS1,S000005162,F,GO:0008047
YOL010W,RCL1,S000005370,F,GO:0008047
YOL149W,DCP1,S000005509,F,GO:0008047
YPL024W,RMI1,S000005945,F,GO:0008047
YPL047W,SGF11,S000005968,F,GO:0008047
YPL149W,ATG5,S000006070,F,GO:0008047
YAL019W,FUN30,S000000017,F,GO:0008094
YBR073W,RDH54,S000000277,F,GO:0008094
YBR114W,RAD16,S000000318,F,GO:0008094
YCR092C,MSH3,S000000688,F,GO:0008094
YDL154W,MSH5,S000002313,F,GO:0008094
YDR004W,RAD57,S000002411,F,GO:0008094
YDR076W,RAD55,S000002483,F,GO:0008094
YDR097C,MSH6,S000002504,F,GO:0008094
YDR311W,TFB1,S000002719,F,GO:0008094
YER095W,RAD51,S000000897,F,GO:0008094
YER164W,CHD1,S000000966,F,GO:0008094
YER179W,DMC1,S000000981,F,GO:0008094
YFL003C,MSH4,S000001891,F,GO:0008094
YGL163C,RAD54,S000003131,F,GO:0008094
YGR056W,RSC1,S000003288,F,GO:0008094
YHR120W,MSH1,S000001162,F,GO:0008094
YIL126W,STH1,S000001388,F,GO:0008094
YJR035W,RAD26,S000003796,F,GO:0008094
YJR052W,RAD7,S000003813,F,GO:0008094
YLR032W,RAD5,S000004022,F,GO:0008094
YLR430W,SEN1,S000004422,F,GO:0008094
YOL090W,MSH2,S000005450,F,GO:0008094
YOR191W,ULS1,S000005717,F,GO:0008094
YOR290C,SNF2,S000005816,F,GO:0008094
YPR056W,TFB4,S000006260,F,GO:0008094
YDR207C,UME6,S000002615,F,GO:0008134
YDR480W,DIG2,S000002888,F,GO:0008134
YEL055C,POL5,S000000781,F,GO:0008134
YER148W,SPT15,S000000950,F,GO:0008134
YER159C,BUR6,S000000961,F,GO:0008134
YFR034C,PHO4,S000001930,F,GO:0008134
YGL181W,GTS1,S000003149,F,GO:0008134
YGR040W,KSS1,S000003272,F,GO:0008134
YIL143C,SSL2,S000001405,F,GO:0008134
YJR094C,IME1,S000003854,F,GO:0008134
YKL139W,CTK1,S000001622,F,GO:0008134
YLR011W,LOT6,S000004001,F,GO:0008134
YML015C,TAF11,S000004477,F,GO:0008134
YMR005W,TAF4,S000004607,F,GO:0008134
YMR042W,ARG80,S000004645,F,GO:0008134
YMR043W,MCM1,S000004646,F,GO:0008134
YMR227C,TAF7,S000004840,F,GO:0008134
YMR236W,TAF9,S000004849,F,GO:0008134
YMR304W,UBP15,S000004920,F,GO:0008134
YNL309W,STB1,S000005253,F,GO:0008134
YNR009W,NRM1,S000005292,F,GO:0008134
YOR358W,HAP5,S000005885,F,GO:0008134
YPL049C,DIG1,S000005970,F,GO:0008134
YPL181W,CTI6,S000006102,F,GO:0008134
YPR161C,SGV1,S000006365,F,GO:0008134
YBL024W,NCL1,S000000120,F,GO:0008168
YBR030W,RKM3,S000000234,F,GO:0008168
YBR034C,HMT1,S000000238,F,GO:0008168
YBR061C,TRM7,S000000265,F,GO:0008168
YBR133C,HSL7,S000000337,F,GO:0008168
YBR141C,BMT2,S000000345,F,GO:0008168
YBR236C,ABD1,S000000440,F,GO:0008168
YBR261C,TAE1,S000000465,F,GO:0008168
YBR271W,EFM2,S000000475,F,GO:0008168
YCL054W,SPB1,S000000559,F,GO:0008168
YCR047C,BUD23,S000000643,F,GO:0008168
YDL014W,NOP1,S000002172,F,GO:0008168
YDL112W,TRM3,S000002270,F,GO:0008168
YDL200C,MGT1,S000002359,F,GO:0008168
YDL201W,TRM8,S000002360,F,GO:0008168
YDR083W,RRP8,S000002490,F,GO:0008168
YDR120C,TRM1,S000002527,F,GO:0008168
YDR140W,MTQ2,S000002547,F,GO:0008168
YDR198C,RKM2,S000002606,F,GO:0008168
YDR257C,RKM4,S000002665,F,GO:0008168
YDR316W,OMS1,S000002724,F,GO:0008168
YDR410C,STE14,S000002818,F,GO:0008168
YDR435C,PPM1,S000002843,F,GO:0008168
YDR440W,DOT1,S000002848,F,GO:0008168
YDR465C,RMT2,S000002873,F,GO:0008168
YER091C,MET6,S000000893,F,GO:0008168
YER175C,TMT1,S000000977,F,GO:0008168
YGL050W,TYW3,S000003018,F,GO:0008168
YGL136C,MRM2,S000003104,F,GO:0008168
YGL192W,IME4,S000003160,F,GO:0008168
YGR001C,EFM5,S000003233,F,GO:0008168
YGR157W,CHO2,S000003389,F,GO:0008168
YGR283C,YGR283C,S000003515,F,GO:0008168
YHL039W,EFM1,S000001031,F,GO:0008168
YHR070W,TRM5,S000001112,F,GO:0008168
YHR109W,CTM1,S000001151,F,GO:0008168
YHR119W,SET1,S000001161,F,GO:0008168
YHR207C,SET5,S000001250,F,GO:0008168
YHR209W,CRG1,S000001252,F,GO:0008168
YIL064W,EFM4,S000001326,F,GO:0008168
YIL096C,BMT5,S000001358,F,GO:0008168
YIL110W,HPM1,S000001372,F,GO:0008168
YJL125C,GCD14,S000003661,F,GO:0008168
YJL168C,SET2,S000003704,F,GO:0008168
YJR073C,OPI3,S000003834,F,GO:0008168
YJR129C,EFM3,S000003890,F,GO:0008168
YKL155C,RSM22,S000001638,F,GO:0008168
YKL162C,YKL162C,S000001645,F,GO:0008168
YKR056W,TRM2,S000001764,F,GO:0008168
YKR069W,MET1,S000001777,F,GO:0008168
YLL062C,MHT1,S000003985,F,GO:0008168
YLR063W,BMT6,S000004053,F,GO:0008168
YLR137W,RKM5,S000004127,F,GO:0008168
YLR172C,DPH5,S000004162,F,GO:0008168
YLR186W,EMG1,S000004176,F,GO:0008168
YLR285W,NNT1,S000004275,F,GO:0008168
YML008C,ERG6,S000004467,F,GO:0008168
YML014W,TRM9,S000004476,F,GO:0008168
YML110C,COQ5,S000004578,F,GO:0008168
YMR027W,YMR027W,S000004629,F,GO:0008168
YMR228W,MTF1,S000004841,F,GO:0008168
YMR310C,YMR310C,S000004927,F,GO:0008168
YMR321C,YMR321C,S000004940,F,GO:0008168
YNL022C,RCM1,S000004967,F,GO:0008168
YNL024C,EFM6,S000004969,F,GO:0008168
YNL061W,NOP2,S000005005,F,GO:0008168
YNL063W,MTQ1,S000005007,F,GO:0008168
YNL092W,YNL092W,S000005036,F,GO:0008168
YOL093W,TRM10,S000005453,F,GO:0008168
YOL096C,COQ3,S000005456,F,GO:0008168
YOL124C,TRM11,S000005484,F,GO:0008168
YOL125W,TRM13,S000005485,F,GO:0008168
YOL141W,PPM2,S000005501,F,GO:0008168
YOR021C,SFM1,S000005547,F,GO:0008168
YOR074C,CDC21,S000005600,F,GO:0008168
YOR201C,MRM1,S000005727,F,GO:0008168
YOR239W,ABP140,S000005765,F,GO:0008168
YPL030W,TRM44,S000005951,F,GO:0008168
YPL157W,TGS1,S000006078,F,GO:0008168
YPL165C,SET6,S000006086,F,GO:0008168
YPL208W,RKM1,S000006129,F,GO:0008168
YPL266W,DIM1,S000006187,F,GO:0008168
YPL273W,SAM4,S000006194,F,GO:0008168
YAR009C,YAR009C,S000000067,F,GO:0008233
YBL005W-B,YBL005W-B,S000002147,F,GO:0008233
YBL022C,PIM1,S000000118,F,GO:0008233
YBL041W,PRE7,S000000137,F,GO:0008233
YBL067C,UBP13,S000000163,F,GO:0008233
YBL091C,MAP2,S000000187,F,GO:0008233
YBL100W-B,YBL100W-B,S000002149,F,GO:0008233
YBR012W-B,YBR012W-B,S000002155,F,GO:0008233
YBR058C,UBP14,S000000262,F,GO:0008233
YBR074W,PFF1,S000000278,F,GO:0008233
YBR139W,ATG42,S000000343,F,GO:0008233
YBR281C,DUG2,S000000485,F,GO:0008233
YBR286W,APE3,S000000490,F,GO:0008233
YCL019W,YCL019W,S000000524,F,GO:0008233
YCL057W,PRD1,S000000562,F,GO:0008233
YCL074W,YCL074W,S000000579,F,GO:0008233
YCL075W,YCL075W,S000000580,F,GO:0008233
YCR045C,RRT12,S000000641,F,GO:0008233
YDL122W,UBP1,S000002280,F,GO:0008233
YDL216C,RRI1,S000002375,F,GO:0008233
YDR034C-D,YDR034C-D,S000007345,F,GO:0008233
