System,Standard,SGD,type,GO.term
YBR081C,SPT7,S000000285,C,GO:0000124
YBR111W-A,SUS1,S000028510,C,GO:0000124
YBR198C,TAF5,S000000402,C,GO:0000124
YCL010C,SGF29,S000000516,C,GO:0000124
YDR145W,TAF12,S000002552,C,GO:0000124
YDR167W,TAF10,S000002574,C,GO:0000124
YDR176W,NGG1,S000002583,C,GO:0000124
YDR392W,SPT3,S000002800,C,GO:0000124
YDR448W,ADA2,S000002856,C,GO:0000124
YER164W,CHD1,S000000966,C,GO:0000124
YGL066W,SGF73,S000003034,C,GO:0000124
YGL112C,TAF6,S000003080,C,GO:0000124
YGR252W,GCN5,S000003484,C,GO:0000124
YHR099W,TRA1,S000001141,C,GO:0000124
YLR055C,SPT8,S000004045,C,GO:0000124
YMR223W,UBP8,S000004836,C,GO:0000124
YMR236W,TAF9,S000004849,C,GO:0000124
YOL148C,SPT20,S000005508,C,GO:0000124
YPL047W,SGF11,S000005968,C,GO:0000124
YPL254W,HFI1,S000006175,C,GO:0000124
YAL041W,CDC24,S000000039,C,GO:0000131
YAR014C,BUD14,S000000069,C,GO:0000131
YBL061C,SKT5,S000000157,C,GO:0000131
YBR023C,CHS3,S000000227,C,GO:0000131
YBR079C,RPG1,S000000283,C,GO:0000131
YBR102C,EXO84,S000000306,C,GO:0000131
YBR109C,CMD1,S000000313,C,GO:0000131
YBR200W,BEM1,S000000404,C,GO:0000131
YCL024W,KCC4,S000000529,C,GO:0000131
YCR038C,BUD5,S000000634,C,GO:0000131
YDL127W,PCL2,S000002285,C,GO:0000131
YDL179W,PCL9,S000002338,C,GO:0000131
YDL240W,LRG1,S000002399,C,GO:0000131
YDR166C,SEC5,S000002573,C,GO:0000131
YDR309C,GIC2,S000002717,C,GO:0000131
YER008C,SEC3,S000000810,C,GO:0000131
YER144C,UBP5,S000000946,C,GO:0000131
YER149C,PEA2,S000000951,C,GO:0000131
YER155C,BEM2,S000000957,C,GO:0000131
YFL005W,SEC4,S000001889,C,GO:0000131
YGL233W,SEC15,S000003202,C,GO:0000131
YGR189C,CRH1,S000003421,C,GO:0000131
YGR221C,TOS2,S000003453,C,GO:0000131
YGR229C,SMI1,S000003461,C,GO:0000131
YHL007C,STE20,S000000999,C,GO:0000131
YHR023W,MYO1,S000001065,C,GO:0000131
YHR061C,GIC1,S000001103,C,GO:0000131
YHR102W,KIC1,S000001144,C,GO:0000131
YHR149C,SKG6,S000001192,C,GO:0000131
YIL034C,CAP2,S000001296,C,GO:0000131
YIL129C,TAO3,S000001391,C,GO:0000131
YIL140W,AXL2,S000001402,C,GO:0000131
YJL085W,EXO70,S000003621,C,GO:0000131
YKL007W,CAP1,S000001490,C,GO:0000131
YKL079W,SMY1,S000001562,C,GO:0000131
YKL092C,BUD2,S000001575,C,GO:0000131
YKL189W,HYM1,S000001672,C,GO:0000131
YKR055W,RHO4,S000001763,C,GO:0000131
YKR090W,PXL1,S000001798,C,GO:0000131
YKR100C,SKG1,S000001808,C,GO:0000131
YLL021W,SPA2,S000003944,C,GO:0000131
YLR190W,MMR1,S000004180,C,GO:0000131
YLR229C,CDC42,S000004219,C,GO:0000131
YLR313C,SPH1,S000004305,C,GO:0000131
YLR319C,BUD6,S000004311,C,GO:0000131
YLR337C,VRP1,S000004329,C,GO:0000131
YLR353W,BUD8,S000004345,C,GO:0000131
YLR371W,ROM2,S000004363,C,GO:0000131
YLR425W,TUS1,S000004417,C,GO:0000131
YMR192W,GYL1,S000004804,C,GO:0000131
YMR273C,ZDS1,S000004886,C,GO:0000131
YNL161W,CBK1,S000005105,C,GO:0000131
YNL233W,BNI4,S000005177,C,GO:0000131
YNL243W,SLA2,S000005187,C,GO:0000131
YNL271C,BNI1,S000005215,C,GO:0000131
YNL289W,PCL1,S000005233,C,GO:0000131
YNL293W,MSB3,S000005237,C,GO:0000131
YNL304W,YPT11,S000005248,C,GO:0000131
YNR031C,SSK2,S000005314,C,GO:0000131
YOL112W,MSB4,S000005472,C,GO:0000131
YOR326W,MYO2,S000005853,C,GO:0000131
YOR353C,SOG2,S000005880,C,GO:0000131
YPL115C,BEM3,S000006036,C,GO:0000131
YPL249C,GYP5,S000006170,C,GO:0000131
YPR055W,SEC8,S000006259,C,GO:0000131
YPR165W,RHO1,S000006369,C,GO:0000131
YAL026C,DRS2,S000000024,C,GO:0000139
YAL042W,ERV46,S000000040,C,GO:0000139
YAR042W,SWH1,S000000081,C,GO:0000139
YBL102W,SFT2,S000000198,C,GO:0000139
YBR015C,MNN2,S000000219,C,GO:0000139
YBR183W,YPC1,S000000387,C,GO:0000139
YBR187W,GDT1,S000000391,C,GO:0000139
YCL001W,RER1,S000000507,C,GO:0000139
YCR067C,SED4,S000000663,C,GO:0000139
YCR068W,ATG15,S000000664,C,GO:0000139
YDL058W,USO1,S000002216,C,GO:0000139
YDL145C,COP1,S000002304,C,GO:0000139
YDL149W,ATG9,S000002308,C,GO:0000139
YDL195W,SEC31,S000002354,C,GO:0000139
YDR084C,TVP23,S000002491,C,GO:0000139
YDR093W,DNF2,S000002500,C,GO:0000139
YDR100W,TVP15,S000002507,C,GO:0000139
YDR137W,RGP1,S000002544,C,GO:0000139
YDR141C,DOP1,S000002548,C,GO:0000139
YDR189W,SLY1,S000002597,C,GO:0000139
YDR238C,SEC26,S000002646,C,GO:0000139
YDR245W,MNN10,S000002653,C,GO:0000139
YDR264C,AKR1,S000002672,C,GO:0000139
YDR367W,KEI1,S000002775,C,GO:0000139
YDR373W,FRQ1,S000002781,C,GO:0000139
YDR483W,KRE2,S000002891,C,GO:0000139
YDR503C,LPP1,S000002911,C,GO:0000139
YDR517W,GRH1,S000002925,C,GO:0000139
YEL036C,ANP1,S000000762,C,GO:0000139
YEL042W,GDA1,S000000768,C,GO:0000139
YER001W,MNN1,S000000803,C,GO:0000139
YER005W,YND1,S000000807,C,GO:0000139
YER031C,YPT31,S000000833,C,GO:0000139
YER039C,HVG1,S000000841,C,GO:0000139
YER074W-A,YOS1,S000007651,C,GO:0000139
YER083C,GET2,S000000885,C,GO:0000139
YER113C,TMN3,S000000915,C,GO:0000139
YER122C,GLO3,S000000924,C,GO:0000139
YER157W,COG3,S000000959,C,GO:0000139
YER166W,DNF1,S000000968,C,GO:0000139
YFL038C,YPT1,S000001856,C,GO:0000139
YFL048C,EMP47,S000001846,C,GO:0000139
YFR051C,RET2,S000001947,C,GO:0000139
YGL005C,COG7,S000002973,C,GO:0000139
YGL020C,GET1,S000002988,C,GO:0000139
YGL038C,OCH1,S000003006,C,GO:0000139
YGL054C,ERV14,S000003022,C,GO:0000139
YGL095C,VPS45,S000003063,C,GO:0000139
YGL137W,SEC27,S000003105,C,GO:0000139
YGL167C,PMR1,S000003135,C,GO:0000139
YGL198W,YIP4,S000003166,C,GO:0000139
YGL200C,EMP24,S000003168,C,GO:0000139
YGL210W,YPT32,S000003178,C,GO:0000139
YGL223C,COG1,S000003191,C,GO:0000139
YGL225W,VRG4,S000003193,C,GO:0000139
YGL257C,MNT2,S000003226,C,GO:0000139
YGR120C,COG2,S000003352,C,GO:0000139
YGR170W,PSD2,S000003402,C,GO:0000139
YGR172C,YIP1,S000003404,C,GO:0000139
YGR209C,TRX2,S000003441,C,GO:0000139
YHL031C,GOS1,S000001023,C,GO:0000139
YHR098C,SFB3,S000001140,C,GO:0000139
YHR123W,EPT1,S000001165,C,GO:0000139
YIL004C,BET1,S000001266,C,GO:0000139
YIL014W,MNT3,S000001276,C,GO:0000139
YIL041W,GVP36,S000001303,C,GO:0000139
YIL048W,NEO1,S000001310,C,GO:0000139
YIL076W,SEC28,S000001338,C,GO:0000139
YIL109C,SEC24,S000001371,C,GO:0000139
YJL004C,SYS1,S000003541,C,GO:0000139
YJL139C,YUR1,S000003675,C,GO:0000139
YJL178C,ATG27,S000003714,C,GO:0000139
YJL183W,MNN11,S000003719,C,GO:0000139
YJR040W,GEF1,S000003801,C,GO:0000139
YJR066W,TOR1,S000003827,C,GO:0000139
YKL006C-A,SFT1,S000002101,C,GO:0000139
YKL034W,TUL1,S000001517,C,GO:0000139
YKL039W,PTM1,S000001522,C,GO:0000139
YKL165C,MCD4,S000001648,C,GO:0000139
YKL174C,TPO5,S000001657,C,GO:0000139
YKL179C,COY1,S000001662,C,GO:0000139
YKR030W,GMH1,S000001738,C,GO:0000139
YKR044W,UIP5,S000001752,C,GO:0000139
YKR061W,KTR2,S000001769,C,GO:0000139
YKR088C,TVP38,S000001796,C,GO:0000139
YLR026C,SED5,S000004016,C,GO:0000139
YLR039C,RIC1,S000004029,C,GO:0000139
YLR043C,TRX1,S000004033,C,GO:0000139
YLR057W,MNL2,S000004047,C,GO:0000139
YLR078C,BOS1,S000004068,C,GO:0000139
YLR080W,EMP46,S000004070,C,GO:0000139
YLR208W,SEC13,S000004198,C,GO:0000139
YLR220W,CCC1,S000004210,C,GO:0000139
YLR242C,ARV1,S000004232,C,GO:0000139
YLR260W,LCB5,S000004250,C,GO:0000139
YLR268W,SEC22,S000004258,C,GO:0000139
YLR309C,IMH1,S000004300,C,GO:0000139
YML012W,ERV25,S000004473,C,GO:0000139
YML038C,YMD8,S000004502,C,GO:0000139
YML067C,ERV41,S000004532,C,GO:0000139
YML071C,COG8,S000004536,C,GO:0000139
YML115C,VAN1,S000004583,C,GO:0000139
YMR054W,STV1,S000004658,C,GO:0000139
YMR071C,TVP18,S000004675,C,GO:0000139
YMR079W,SEC14,S000004684,C,GO:0000139
YMR162C,DNF3,S000004772,C,GO:0000139
YMR197C,VTI1,S000004810,C,GO:0000139
YMR292W,GOT1,S000004906,C,GO:0000139
YNL006W,LST8,S000004951,C,GO:0000139
YNL024C-A,KSH1,S000028698,C,GO:0000139
YNL041C,COG6,S000004986,C,GO:0000139
YNL044W,YIP3,S000004989,C,GO:0000139
YNL049C,SFB2,S000004994,C,GO:0000139
YNL051W,COG5,S000004996,C,GO:0000139
YNL263C,YIF1,S000005207,C,GO:0000139
YNL287W,SEC21,S000005231,C,GO:0000139
YNL297C,MON2,S000005241,C,GO:0000139
YNL304W,YPT11,S000005248,C,GO:0000139
YOL107W,YOL107W,S000005467,C,GO:0000139
YOR069W,VPS5,S000005595,C,GO:0000139
YOR079C,ATX2,S000005605,C,GO:0000139
YOR099W,KTR1,S000005625,C,GO:0000139
YOR171C,LCB4,S000005697,C,GO:0000139
YOR216C,RUD3,S000005742,C,GO:0000139
YOR311C,DGK1,S000005838,C,GO:0000139
YOR320C,GNT1,S000005847,C,GO:0000139
YOR357C,SNX3,S000005884,C,GO:0000139
YPL010W,RET3,S000005931,C,GO:0000139
YPL050C,MNN9,S000005971,C,GO:0000139
YPL085W,SEC16,S000006006,C,GO:0000139
YPL087W,YDC1,S000006008,C,GO:0000139
YPL145C,KES1,S000006066,C,GO:0000139
YPL218W,SAR1,S000006139,C,GO:0000139
YPL246C,RBD2,S000006167,C,GO:0000139
YPR028W,YOP1,S000006232,C,GO:0000139
YPR029C,APL4,S000006233,C,GO:0000139
YPR095C,SYT1,S000006299,C,GO:0000139
YPR105C,COG4,S000006309,C,GO:0000139
YPR159W,KRE6,S000006363,C,GO:0000139
YPR181C,SEC23,S000006385,C,GO:0000139
YAL040C,CLN3,S000000038,C,GO:0000307
YBR135W,CKS1,S000000339,C,GO:0000307
YBR160W,CDC28,S000000364,C,GO:0000307
YDL127W,PCL2,S000002285,C,GO:0000307
YDL155W,CLB3,S000002314,C,GO:0000307
YDL179W,PCL9,S000002338,C,GO:0000307
YER059W,PCL6,S000000861,C,GO:0000307
YGL134W,PCL10,S000003102,C,GO:0000307
YGL215W,CLG1,S000003183,C,GO:0000307
YGR108W,CLB1,S000003340,C,GO:0000307
YGR109C,CLB6,S000003341,C,GO:0000307
YHR071W,PCL5,S000001113,C,GO:0000307
YIL050W,PCL7,S000001312,C,GO:0000307
YJL006C,CTK2,S000003543,C,GO:0000307
YKL139W,CTK1,S000001622,C,GO:0000307
YLR210W,CLB4,S000004200,C,GO:0000307
YLR226W,BUR2,S000004216,C,GO:0000307
YMR199W,CLN1,S000004812,C,GO:0000307
YNL025C,SSN8,S000004970,C,GO:0000307
YNL289W,PCL1,S000005233,C,GO:0000307
YOL001W,PHO80,S000005361,C,GO:0000307
YPL031C,PHO85,S000005952,C,GO:0000307
YPL219W,PCL8,S000006140,C,GO:0000307
YPL256C,CLN2,S000006177,C,GO:0000307
YPR025C,CCL1,S000006229,C,GO:0000307
YPR119W,CLB2,S000006323,C,GO:0000307
YPR120C,CLB5,S000006324,C,GO:0000307
YPR161C,SGV1,S000006365,C,GO:0000307
YBL017C,PEP1,S000000113,C,GO:0000324
YBL039C,URA7,S000000135,C,GO:0000324
YBL042C,FUI1,S000000138,C,GO:0000324
YBR014C,GRX7,S000000218,C,GO:0000324
YBR021W,FUR4,S000000225,C,GO:0000324
YBR036C,CSG2,S000000240,C,GO:0000324
YBR040W,FIG1,S000000244,C,GO:0000324
YBR139W,ATG42,S000000343,C,GO:0000324
YBR161W,CSH1,S000000365,C,GO:0000324
YBR162C,TOS1,S000000366,C,GO:0000324
YBR187W,GDT1,S000000391,C,GO:0000324
YBR199W,KTR4,S000000403,C,GO:0000324
YBR205W,KTR3,S000000409,C,GO:0000324
YBR286W,APE3,S000000490,C,GO:0000324
YBR290W,BSD2,S000000494,C,GO:0000324
YBR302C,COS2,S000000506,C,GO:0000324
YCL001W,RER1,S000000507,C,GO:0000324
YCL021W-A,YCL021W-A,S000007549,C,GO:0000324
YCL048W-A,YCL048W-A,S000087203,C,GO:0000324
YCL057W,PRD1,S000000562,C,GO:0000324
YCR007C,YCR007C,S000000600,C,GO:0000324
YCR011C,ADP1,S000000604,C,GO:0000324
YCR028C,FEN2,S000000623,C,GO:0000324
YCR069W,CPR4,S000000665,C,GO:0000324
YCR075C,ERS1,S000000671,C,GO:0000324
YCR098C,GIT1,S000000695,C,GO:0000324
YCR101C,YCR101C,S000000698,C,GO:0000324
YDL010W,GRX6,S000002168,C,GO:0000324
YDL046W,NPC2,S000002204,C,GO:0000324
YDL049C,KNH1,S000002207,C,GO:0000324
YDL077C,VAM6,S000002235,C,GO:0000324
YDL128W,VCX1,S000002286,C,GO:0000324
YDL130W,RPP1B,S000002288,C,GO:0000324
YDL133W,SRF1,S000002291,C,GO:0000324
YDL180W,YDL180W,S000002339,C,GO:0000324
YDL211C,YDL211C,S000002370,C,GO:0000324
YDL248W,COS7,S000002407,C,GO:0000324
YDR003W,RCR2,S000002410,C,GO:0000324
YDR040C,ENA1,S000002447,C,GO:0000324
YDR055W,PST1,S000002462,C,GO:0000324
YDR135C,YCF1,S000002542,C,GO:0000324
YDR144C,MKC7,S000002551,C,GO:0000324
YDR248C,YDR248C,S000002656,C,GO:0000324
YDR262W,YDR262W,S000002670,C,GO:0000324
YDR281C,PHM6,S000002689,C,GO:0000324
YDR382W,RPP2B,S000002790,C,GO:0000324
YDR415C,YDR415C,S000002823,C,GO:0000324
YDR422C,SIP1,S000002830,C,GO:0000324
YDR438W,THI74,S000002846,C,GO:0000324
YDR452W,PPN1,S000002860,C,GO:0000324
YDR477W,SNF1,S000002885,C,GO:0000324
YDR497C,ITR1,S000002905,C,GO:0000324
YDR519W,FPR2,S000002927,C,GO:0000324
YDR536W,STL1,S000002944,C,GO:0000324
YDR542W,PAU10,S000002950,C,GO:0000324
YEL060C,PRB1,S000000786,C,GO:0000324
YEL065W,SIT1,S000000791,C,GO:0000324
YER011W,TIR1,S000000813,C,GO:0000324
YER060W-A,FCY22,S000002958,C,GO:0000324
YER119C,AVT6,S000000921,C,GO:0000324
YER123W,YCK3,S000000925,C,GO:0000324
YER185W,PUG1,S000000987,C,GO:0000324
YFL011W,HXT10,S000001883,C,GO:0000324
YFL020C,PAU5,S000001874,C,GO:0000324
YFL040W,YFL040W,S000001854,C,GO:0000324
YFL062W,COS4,S000001832,C,GO:0000324
YGL027C,CWH41,S000002995,C,GO:0000324
YGL032C,AGA2,S000003000,C,GO:0000324
YGL089C,MF(ALPHA)2,S000003057,C,GO:0000324
YGL186C,TPN1,S000003154,C,GO:0000324
YGL203C,KEX1,S000003171,C,GO:0000324
YGL263W,COS12,S000003232,C,GO:0000324
YGR055W,MUP1,S000003287,C,GO:0000324
YGR125W,YGR125W,S000003357,C,GO:0000324
YGR197C,SNG1,S000003429,C,GO:0000324
YGR209C,TRX2,S000003441,C,GO:0000324
YGR213C,RTA1,S000003445,C,GO:0000324
YGR223C,HSV2,S000003455,C,GO:0000324
YGR254W,ENO1,S000003486,C,GO:0000324
YGR260W,TNA1,S000003492,C,GO:0000324
YGR279C,SCW4,S000003511,C,GO:0000324
YGR282C,BGL2,S000003514,C,GO:0000324
YGR295C,COS6,S000003527,C,GO:0000324
YHL008C,YHL008C,S000001000,C,GO:0000324
YHL036W,MUP3,S000001028,C,GO:0000324
YHL040C,ARN1,S000001032,C,GO:0000324
YHL042W,YHL042W,S000001034,C,GO:0000324
YHL047C,ARN2,S000001039,C,GO:0000324
YHL048W,COS8,S000001040,C,GO:0000324
YHR057C,CPR2,S000001099,C,GO:0000324
YHR113W,APE4,S000001155,C,GO:0000324
YHR126C,ANS1,S000001168,C,GO:0000324
YHR132C,ECM14,S000001174,C,GO:0000324
YHR134W,WSS1,S000001176,C,GO:0000324
YHR138C,YHR138C,S000001180,C,GO:0000324
YHR143W,DSE2,S000001186,C,GO:0000324
YHR151C,MTC6,S000001194,C,GO:0000324
YHR173C,YHR173C,S000001216,C,GO:0000324
YHR174W,ENO2,S000001217,C,GO:0000324
YHR202W,YHR202W,S000001245,C,GO:0000324
YHR215W,PHO12,S000001258,C,GO:0000324
YIL011W,TIR3,S000001273,C,GO:0000324
YIL014W,MNT3,S000001276,C,GO:0000324
YIL067C,YIL067C,S000001329,C,GO:0000324
YIL088C,AVT7,S000001350,C,GO:0000324
YIL089W,YIL089W,S000001351,C,GO:0000324
YIL099W,SGA1,S000001361,C,GO:0000324
YIL117C,PRM5,S000001379,C,GO:0000324
YIL140W,AXL2,S000001402,C,GO:0000324
YIL156W-B,MCO8,S000028511,C,GO:0000324
YIL158W,AIM20,S000001420,C,GO:0000324
YIL162W,SUC2,S000001424,C,GO:0000324
YIL166C,SOA1,S000001428,C,GO:0000324
YIL173W,VTH1,S000001435,C,GO:0000324
YIR014W,VLD1,S000001453,C,GO:0000324
YIR019C,FLO11,S000001458,C,GO:0000324
YIR028W,DAL4,S000001467,C,GO:0000324
YIR041W,PAU15,S000001480,C,GO:0000324
YJL037W,IRC18,S000003574,C,GO:0000324
YJL051W,IRC8,S000003587,C,GO:0000324
YJL059W,YHC3,S000003595,C,GO:0000324
YJL079C,PRY1,S000003615,C,GO:0000324
YJL097W,PHS1,S000003633,C,GO:0000324
YJL116C,NCA3,S000003652,C,GO:0000324
YJL132W,YJL132W,S000003668,C,GO:0000324
YJL151C,SNA3,S000003687,C,GO:0000324
YJL158C,CIS3,S000003694,C,GO:0000324
YJL160C,PIR5,S000003696,C,GO:0000324
YJL172W,CPS1,S000003708,C,GO:0000324
YJL174W,KRE9,S000003710,C,GO:0000324
YJL178C,ATG27,S000003714,C,GO:0000324
YJL219W,HXT9,S000003755,C,GO:0000324
YJL222W,VTH2,S000003758,C,GO:0000324
YJL223C,PAU1,S000003759,C,GO:0000324
YJR001W,AVT1,S000003761,C,GO:0000324
YJR004C,SAG1,S000003764,C,GO:0000324
YJR040W,GEF1,S000003801,C,GO:0000324
YJR054W,KCH1,S000003815,C,GO:0000324
YJR103W,URA8,S000003864,C,GO:0000324
YJR137C,MET5,S000003898,C,GO:0000324
YJR152W,DAL5,S000003913,C,GO:0000324
YJR160C,MPH3,S000003921,C,GO:0000324
YJR161C,COS5,S000003922,C,GO:0000324
YKL034W,TUL1,S000001517,C,GO:0000324
YKL077W,PSG1,S000001560,C,GO:0000324
YKL096W,CWP1,S000001579,C,GO:0000324
YKL103C,APE1,S000001586,C,GO:0000324
YKL124W,SSH4,S000001607,C,GO:0000324
YKL146W,AVT3,S000001629,C,GO:0000324
YKL165C,MCD4,S000001648,C,GO:0000324
YKL196C,YKT6,S000001679,C,GO:0000324
YKL209C,STE6,S000001692,C,GO:0000324
YKL217W,JEN1,S000001700,C,GO:0000324
YKL220C,FRE2,S000001703,C,GO:0000324
YKL224C,PAU16,S000001707,C,GO:0000324
YKR013W,PRY2,S000001721,C,GO:0000324
YKR044W,UIP5,S000001752,C,GO:0000324
YKR093W,PTR2,S000001801,C,GO:0000324
YLL015W,BPT1,S000003938,C,GO:0000324
YLL025W,PAU17,S000003948,C,GO:0000324
YLL043W,FPS1,S000003966,C,GO:0000324
YLL048C,YBT1,S000003971,C,GO:0000324
YLL051C,FRE6,S000003974,C,GO:0000324
YLR001C,YLR001C,S000003991,C,GO:0000324
YLR037C,PAU23,S000004027,C,GO:0000324
YLR042C,YLR042C,S000004032,C,GO:0000324
YLR043C,TRX1,S000004033,C,GO:0000324
YLR046C,YLR046C,S000004036,C,GO:0000324
YLR104W,LCL2,S000004094,C,GO:0000324
YLR110C,CCW12,S000004100,C,GO:0000324
YLR194C,NCW2,S000004184,C,GO:0000324
YLR213C,CRR1,S000004203,C,GO:0000324
YLR220W,CCC1,S000004210,C,GO:0000324
YLR250W,SSP120,S000004240,C,GO:0000324
YLR286C,CTS1,S000004276,C,GO:0000324
YLR297W,YLR297W,S000004288,C,GO:0000324
YLR299W,ECM38,S000004290,C,GO:0000324
YLR300W,EXG1,S000004291,C,GO:0000324
YLR332W,MID2,S000004324,C,GO:0000324
YLR343W,GAS2,S000004335,C,GO:0000324
YLR361C,DCR2,S000004353,C,GO:0000324
YLR396C,VPS33,S000004388,C,GO:0000324
YLR406C-A,YLR406C-A,S000028683,C,GO:0000324
YLR413W,INA1,S000004405,C,GO:0000324
YLR443W,ECM7,S000004435,C,GO:0000324
YLR461W,PAU4,S000004453,C,GO:0000324
YML001W,YPT7,S000004460,C,GO:0000324
YML012W,ERV25,S000004473,C,GO:0000324
YML047C,PRM6,S000004510,C,GO:0000324
YML066C,SMA2,S000004531,C,GO:0000324
YML104C,MDM1,S000004572,C,GO:0000324
YML123C,PHO84,S000004592,C,GO:0000324
YML132W,COS3,S000004601,C,GO:0000324
YMR011W,HXT2,S000004613,C,GO:0000324
YMR058W,FET3,S000004662,C,GO:0000324
YMR155W,YMR155W,S000004764,C,GO:0000324
YMR215W,GAS3,S000004828,C,GO:0000324
YMR221C,FMP42,S000004834,C,GO:0000324
YMR243C,ZRC1,S000004856,C,GO:0000324
YMR244W,YMR244W,S000004858,C,GO:0000324
YMR247W-A,YMR247W-A,S000028849,C,GO:0000324
YMR251W-A,HOR7,S000004864,C,GO:0000324
YMR272W-B,YMR272W-B,S000028696,C,GO:0000324
YMR297W,PRC1,S000004912,C,GO:0000324
YMR319C,FET4,S000004938,C,GO:0000324
YNL012W,SPO1,S000004957,C,GO:0000324
YNL015W,PBI2,S000004960,C,GO:0000324
YNL019C,YNL019C,S000004964,C,GO:0000324
YNL058C,YNL058C,S000005003,C,GO:0000324
YNL065W,AQR1,S000005009,C,GO:0000324
YNL101W,AVT4,S000005045,C,GO:0000324
YNL115C,YNL115C,S000005059,C,GO:0000324
YNL129W,NRK1,S000005073,C,GO:0000324
YNL176C,TDA7,S000005120,C,GO:0000324
YNL217W,PPN2,S000005161,C,GO:0000324
YNL238W,KEX2,S000005182,C,GO:0000324
YNL275W,BOR1,S000005219,C,GO:0000324
YNL279W,PRM1,S000005223,C,GO:0000324
YNL283C,WSC2,S000005227,C,GO:0000324
YNL298W,CLA4,S000005242,C,GO:0000324
YNL305C,BXI1,S000005249,C,GO:0000324
YNL318C,HXT14,S000005262,C,GO:0000324
YNL320W,YNL320W,S000005264,C,GO:0000324
YNL321W,VNX1,S000005265,C,GO:0000324
YNL322C,KRE1,S000005266,C,GO:0000324
YNL326C,PFA3,S000005270,C,GO:0000324
YNL327W,EGT2,S000005271,C,GO:0000324
YNL336W,COS1,S000005280,C,GO:0000324
YNR002C,ATO2,S000005285,C,GO:0000324
YNR028W,CPR8,S000005311,C,GO:0000324
YNR055C,HOL1,S000005338,C,GO:0000324
YNR061C,YNR061C,S000005344,C,GO:0000324
YNR066C,YNR066C,S000005349,C,GO:0000324
YNR072W,HXT17,S000005355,C,GO:0000324
YNR076W,PAU6,S000005359,C,GO:0000324
YOL002C,IZH2,S000005362,C,GO:0000324
YOL007C,CSI2,S000005367,C,GO:0000324
YOL011W,PLB3,S000005371,C,GO:0000324
YOL019W,YOL019W,S000005379,C,GO:0000324
YOL052C-A,DDR2,S000005413,C,GO:0000324
YOL084W,PHM7,S000005444,C,GO:0000324
YOL101C,IZH4,S000005461,C,GO:0000324
YOL103W,ITR2,S000005463,C,GO:0000324
YOL105C,WSC3,S000005465,C,GO:0000324
YOL122C,SMF1,S000005482,C,GO:0000324
YOL132W,GAS4,S000005492,C,GO:0000324
YOL138C,RTC1,S000005498,C,GO:0000324
YOL154W,ZPS1,S000005514,C,GO:0000324
YOL158C,ENB1,S000005518,C,GO:0000324
YOL161C,PAU20,S000005521,C,GO:0000324
YOR008C,SLG1,S000005534,C,GO:0000324
YOR009W,TIR4,S000005535,C,GO:0000324
YOR010C,TIR2,S000005536,C,GO:0000324
YOR034C,AKR2,S000005560,C,GO:0000324
YOR049C,RSB1,S000005575,C,GO:0000324
YOR087W,YVC1,S000005613,C,GO:0000324
YOR099W,KTR1,S000005625,C,GO:0000324
YOR150W,MRPL23,S000005676,C,GO:0000324
YOR190W,SPR1,S000005716,C,GO:0000324
YOR192C,THI72,S000005718,C,GO:0000324
YOR214C,SPR2,S000005740,C,GO:0000324
YOR247W,SRL1,S000005773,C,GO:0000324
YOR270C,VPH1,S000005796,C,GO:0000324
YOR288C,MPD1,S000005814,C,GO:0000324
YOR292C,YOR292C,S000005818,C,GO:0000324
YOR301W,RAX1,S000005827,C,GO:0000324
YOR316C,COT1,S000005843,C,GO:0000324
YOR328W,PDR10,S000005855,C,GO:0000324
YOR381W,FRE3,S000005908,C,GO:0000324
YOR382W,FIT2,S000005909,C,GO:0000324
YOR383C,FIT3,S000005910,C,GO:0000324
YPL053C,KTR6,S000005974,C,GO:0000324
YPL057C,SUR1,S000005978,C,GO:0000324
YPL123C,RNY1,S000006044,C,GO:0000324
YPL154C,PEP4,S000006075,C,GO:0000324
YPL156C,PRM4,S000006077,C,GO:0000324
YPL163C,SVS1,S000006084,C,GO:0000324
YPL176C,TRE1,S000006097,C,GO:0000324
YPL221W,FLC1,S000006142,C,GO:0000324
YPL234C,VMA11,S000006155,C,GO:0000324
YPL265W,DIP5,S000006186,C,GO:0000324
YPL282C,PAU22,S000006203,C,GO:0000324
YPR026W,ATH1,S000006230,C,GO:0000324
YPR037C,ERV2,S000006241,C,GO:0000324
YPR058W,YMC1,S000006262,C,GO:0000324
YPR075C,OPY2,S000006279,C,GO:0000324
YPR157W,TDA6,S000006361,C,GO:0000324
YPR194C,OPT2,S000006398,C,GO:0000324
YAL005C,SSA1,S000000004,C,GO:0000329
YAL022C,FUN26,S000000020,C,GO:0000329
YAR027W,UIP3,S000000075,C,GO:0000329
YAR028W,YAR028W,S000000076,C,GO:0000329
YBL050W,SEC17,S000000146,C,GO:0000329
YBL078C,ATG8,S000000174,C,GO:0000329
YBL089W,AVT5,S000000185,C,GO:0000329
YBR041W,FAT1,S000000245,C,GO:0000329
YBR074W,PFF1,S000000278,C,GO:0000329
YBR077C,SLM4,S000000281,C,GO:0000329
YBR097W,VPS15,S000000301,C,GO:0000329
YBR118W,TEF2,S000000322,C,GO:0000329
YBR127C,VMA2,S000000331,C,GO:0000329
YBR128C,ATG14,S000000332,C,GO:0000329
YBR132C,AGP2,S000000336,C,GO:0000329
YBR187W,GDT1,S000000391,C,GO:0000329
YBR205W,KTR3,S000000409,C,GO:0000329
