System,Standard,SGD,type,GO.term
YER175W-A,YER175W-A,S000028625,C,GO:0005575
YER180C-A,SLO1,S000028437,C,GO:0005575
YER180C,ISC10,S000000982,C,GO:0005575
YER186C,YER186C,S000000988,C,GO:0005575
YER187W,YER187W,S000000989,C,GO:0005575
YER188C-A,YER188C-A,S000028764,C,GO:0005575
YER188W,YER188W,S000000990,C,GO:0005575
YER189W,YER189W,S000000991,C,GO:0005575
YER190C-B,YER190C-B,S000028627,C,GO:0005575
YFL010W-A,AUA1,S000001955,C,GO:0005575
YFL012W,YFL012W,S000001882,C,GO:0005575
YFL015C,YFL015C,S000001879,C,GO:0005575
YFL019C,YFL019C,S000001875,C,GO:0005575
YFL041W-A,YFL041W-A,S000028547,C,GO:0005575
YFL053W,DAK2,S000001841,C,GO:0005575
YFL056C,AAD6,S000001838,C,GO:0005575
YFL057C,AAD16,S000001837,C,GO:0005575
YFL058W,THI5,S000001836,C,GO:0005575
YFL059W,SNZ3,S000001835,C,GO:0005575
YFL060C,SNO3,S000001834,C,GO:0005575
YFL061W,DDI2,S000001833,C,GO:0005575
YFL064C,YFL064C,S000001830,C,GO:0005575
YFL065C,YFL065C,S000001829,C,GO:0005575
YFL067W,YFL067W,S000001827,C,GO:0005575
YFR007W,YFH7,S000001903,C,GO:0005575
YFR012W-A,YFR012W-A,S000007606,C,GO:0005575
YFR023W,PES4,S000001919,C,GO:0005575
YFR032C-B,MIN10,S000028630,C,GO:0005575
YFR035C,YFR035C,S000001931,C,GO:0005575
YFR043C,IRC6,S000001939,C,GO:0005575
YFR054C,YFR054C,S000001950,C,GO:0005575
YFR055W,IRC7,S000001952,C,GO:0005575
YFR057W,YFR057W,S000001953,C,GO:0005575
YGL006W-A,YGL006W-A,S000028769,C,GO:0005575
YGL007C-A,YGL007C-A,S000028632,C,GO:0005575
YGL007W,BRP1,S000002975,C,GO:0005575
YGL021W,ALK1,S000002989,C,GO:0005575
YGL034C,YGL034C,S000003002,C,GO:0005575
YGL041W-A,DPC13,S000028826,C,GO:0005575
YGL050W,TYW3,S000003018,C,GO:0005575
YGL081W,YGL081W,S000003049,C,GO:0005575
YGL088W,YGL088W,S000003056,C,GO:0005575
YGL117W,YGL117W,S000003085,C,GO:0005575
YGL118C,YGL118C,S000003086,C,GO:0005575
YGL121C,GPG1,S000003089,C,GO:0005575
YGL149W,YGL149W,S000003117,C,GO:0005575
YGL158W,RCK1,S000003126,C,GO:0005575
YGL159W,YGL159W,S000003127,C,GO:0005575
YGL168W,HUR1,S000003136,C,GO:0005575
YGL176C,YGL176C,S000003144,C,GO:0005575
YGL188C-A,YGL188C-A,S000028635,C,GO:0005575
YGL193C,YGL193C,S000003161,C,GO:0005575
YGL196W,DSD1,S000003164,C,GO:0005575
YGL224C,SDT1,S000003192,C,GO:0005575
YGL235W,YGL235W,S000003204,C,GO:0005575
YGL242C,YGL242C,S000003211,C,GO:0005575
YGL248W,PDE1,S000003217,C,GO:0005575
YGL258W-A,YGL258W-A,S000007607,C,GO:0005575
YGL259W,YPS5,S000003228,C,GO:0005575
YGL260W,YGL260W,S000003229,C,GO:0005575
YGL261C,PAU11,S000003230,C,GO:0005575
YGL262W,YGL262W,S000003231,C,GO:0005575
YGR018C,YGR018C,S000003250,C,GO:0005575
YGR025W,YGR025W,S000003257,C,GO:0005575
YGR035C,YGR035C,S000003267,C,GO:0005575
YGR035W-A,YGR035W-A,S000028827,C,GO:0005575
YGR039W,YGR039W,S000003271,C,GO:0005575
YGR050C,YGR050C,S000003282,C,GO:0005575
YGR053C,MCO32,S000003285,C,GO:0005575
YGR066C,YGR066C,S000003298,C,GO:0005575
YGR067C,YGR067C,S000003299,C,GO:0005575
YGR079W,YGR079W,S000003311,C,GO:0005575
YGR109C,CLB6,S000003341,C,GO:0005575
YGR121W-A,YGR121W-A,S000028550,C,GO:0005575
YGR127W,YGR127W,S000003359,C,GO:0005575
YGR146C-A,YGR146C-A,S000028638,C,GO:0005575
YGR146C,ECL1,S000003378,C,GO:0005575
YGR153W,YGR153W,S000003385,C,GO:0005575
YGR161W-C,YGR161W-C,S000029726,C,GO:0005575
YGR164W,YGR164W,S000003396,C,GO:0005575
YGR174W-A,YGR174W-A,S000028639,C,GO:0005575
YGR201C,YGR201C,S000003433,C,GO:0005575
YGR204C-A,YGR204C-A,S000028640,C,GO:0005575
YGR230W,BNS1,S000003462,C,GO:0005575
YGR240C-A,YGR240C-A,S000028551,C,GO:0005575
YGR273C,YGR273C,S000003505,C,GO:0005575
YGR294W,PAU12,S000003526,C,GO:0005575
YHL005C,YHL005C,S000000997,C,GO:0005575
YHL010C,ETP1,S000001002,C,GO:0005575
YHL012W,YHL012W,S000001004,C,GO:0005575
YHL015W-A,YHL015W-A,S000028828,C,GO:0005575
YHL037C,YHL037C,S000001029,C,GO:0005575
YHL041W,YHL041W,S000001033,C,GO:0005575
YHL046C,PAU13,S000001038,C,GO:0005575
YHL048C-A,YHL048C-A,S000028829,C,GO:0005575
YHL049C,YHL049C,S000001041,C,GO:0005575
YHL050C,YHL050C,S000001042,C,GO:0005575
YHR007C-A,YHR007C-A,S000028830,C,GO:0005575
YHR015W,MIP6,S000001057,C,GO:0005575
YHR021W-A,ECM12,S000003531,C,GO:0005575
YHR022C-A,YHR022C-A,S000028645,C,GO:0005575
YHR022C,YHR022C,S000001064,C,GO:0005575
YHR025W,THR1,S000001067,C,GO:0005575
YHR029C,YHI9,S000001071,C,GO:0005575
YHR044C,DOG1,S000001086,C,GO:0005575
YHR050W-A,YHR050W-A,S000028832,C,GO:0005575
YHR054C,YHR054C,S000001096,C,GO:0005575
YHR086W-A,YHR086W-A,S000028552,C,GO:0005575
YHR093W,AHT1,S000001135,C,GO:0005575
YHR125W,YHR125W,S000001167,C,GO:0005575
YHR130C,YHR130C,S000001172,C,GO:0005575
YHR138C,YHR138C,S000001180,C,GO:0005575
YHR139C-A,YHR139C-A,S000003533,C,GO:0005575
YHR175W-A,YHR175W-A,S000028553,C,GO:0005575
YHR180W,YHR180W,S000001223,C,GO:0005575
YHR185C,PFS1,S000001228,C,GO:0005575
YHR209W,CRG1,S000001252,C,GO:0005575
YHR210C,YHR210C,S000001253,C,GO:0005575
YHR213W-A,YHR213W-A,S000028651,C,GO:0005575
YHR213W-B,YHR213W-B,S000028652,C,GO:0005575
YHR213W,YHR213W,S000001256,C,GO:0005575
YHR214C-D,YHR214C-D,S000028653,C,GO:0005575
YHR214C-E,YHR214C-E,S000028654,C,GO:0005575
YHR214W,YHR214W,S000001257,C,GO:0005575
YHR218W,YHR218W,S000001261,C,GO:0005575
YHR219W,YHR219W,S000001262,C,GO:0005575
YIL002W-A,CMI7,S000028835,C,GO:0005575
YIL009W,FAA3,S000001271,C,GO:0005575
YIL012W,YIL012W,S000001274,C,GO:0005575
YIL014C-A,YIL014C-A,S000003536,C,GO:0005575
YIL024C,YIL024C,S000001286,C,GO:0005575
YIL046W-A,YIL046W-A,S000028836,C,GO:0005575
YIL054W,YIL054W,S000001316,C,GO:0005575
YIL086C,YIL086C,S000001348,C,GO:0005575
YIL102C,YIL102C,S000001364,C,GO:0005575
YIL105W-A,YIL105W-A,S000028657,C,GO:0005575
YIL134C-A,YIL134C-A,S000028556,C,GO:0005575
YIL151C,ESL1,S000001413,C,GO:0005575
YIL152W,YIL152W,S000001414,C,GO:0005575
YIL163C,YIL163C,S000001425,C,GO:0005575
YIL164C,NIT1,S000001426,C,GO:0005575
YIL165C,YIL165C,S000001427,C,GO:0005575
YIL167W,SDL1,S000001429,C,GO:0005575
YIL171W,YIL171W,S000001433,C,GO:0005575
YIL174W,YIL174W,S000001436,C,GO:0005575
YIL175W,YIL175W,S000001437,C,GO:0005575
YIL176C,PAU14,S000001438,C,GO:0005575
YIL177C,YIL177C,S000001439,C,GO:0005575
YIR016W,YIR016W,S000001455,C,GO:0005575
YIR018C-A,YIR018C-A,S000028837,C,GO:0005575
YIR020C,YIR020C,S000001459,C,GO:0005575
YIR021W-A,YIR021W-A,S000028838,C,GO:0005575
YIR027C,DAL1,S000001466,C,GO:0005575
YIR029W,DAL2,S000001468,C,GO:0005575
YIR030C,DCG1,S000001469,C,GO:0005575
YIR042C,YIR042C,S000001481,C,GO:0005575
YIR043C,YIR043C,S000001482,C,GO:0005575
YIR044C,YIR044C,S000001483,C,GO:0005575
YJL007C,YJL007C,S000003544,C,GO:0005575
YJL027C,YJL027C,S000003564,C,GO:0005575
YJL047C-A,YJL047C-A,S000028804,C,GO:0005575
YJL049W,CHM7,S000003585,C,GO:0005575
YJL052C-A,YJL052C-A,S000007610,C,GO:0005575
YJL057C,IKS1,S000003593,C,GO:0005575
YJL077C,ICS3,S000003613,C,GO:0005575
YJL077W-A,YJL077W-A,S000028661,C,GO:0005575
YJL077W-B,YJL077W-B,S000028662,C,GO:0005575
YJL105W,SET4,S000003641,C,GO:0005575
YJL107C,YJL107C,S000003643,C,GO:0005575
YJL126W,NIT2,S000003662,C,GO:0005575
YJL136W-A,YJL136W-A,S000028806,C,GO:0005575
YJL165C,HAL5,S000003701,C,GO:0005575
YJL181W,RBH1,S000003717,C,GO:0005575
YJL199C,MBB1,S000003735,C,GO:0005575
YJL206C,YJL206C,S000003741,C,GO:0005575
YJL216C,IMA5,S000003752,C,GO:0005575
YJL218W,YJL218W,S000003754,C,GO:0005575
YJL221C,IMA4,S000003757,C,GO:0005575
YJL225C,YJL225C,S000003760,C,GO:0005575
YJR011C,YJR011C,S000003772,C,GO:0005575
YJR012C,YJR012C,S000003773,C,GO:0005575
YJR030C,RBH2,S000003791,C,GO:0005575
YJR061W,MNN14,S000003822,C,GO:0005575
YJR079W,YJR079W,S000003840,C,GO:0005575
YJR083C,ACF4,S000003843,C,GO:0005575
YJR107W,LIH1,S000003868,C,GO:0005575
YJR108W,ABM1,S000003869,C,GO:0005575
YJR115W,YJR115W,S000003876,C,GO:0005575
YJR120W,YJR120W,S000003881,C,GO:0005575
YJR128W,YJR128W,S000003889,C,GO:0005575
YJR142W,YJR142W,S000003903,C,GO:0005575
YJR146W,YJR146W,S000003907,C,GO:0005575
YJR151W-A,YJR151W-A,S000028557,C,GO:0005575
YJR155W,AAD10,S000003916,C,GO:0005575
YJR156C,THI11,S000003917,C,GO:0005575
YJR159W,SOR1,S000003920,C,GO:0005575
YKL023C-A,MIN9,S000113559,C,GO:0005575
YKL033W-A,YKL033W-A,S000007242,C,GO:0005575
YKL050C,YKL050C,S000001533,C,GO:0005575
YKL068W-A,YKL068W-A,S000028524,C,GO:0005575
YKL072W,STB6,S000001555,C,GO:0005575
YKL090W,CUE2,S000001573,C,GO:0005575
YKL093W,MBR1,S000001576,C,GO:0005575
YKL096C-B,YKL096C-B,S000028667,C,GO:0005575
YKL097C,YKL097C,S000001580,C,GO:0005575
YKL098W,MTC2,S000001581,C,GO:0005575
YKL102C,YKL102C,S000001585,C,GO:0005575
YKL104C,GFA1,S000001587,C,GO:0005575
YKL106C-A,YKL106C-A,S000007616,C,GO:0005575
YKL107W,YKL107W,S000001590,C,GO:0005575
YKL121W,DGR2,S000001604,C,GO:0005575
YKL161C,KDX1,S000001644,C,GO:0005575
YKL183C-A,YKL183C-A,S000028558,C,GO:0005575
YKL198C,PTK1,S000001681,C,GO:0005575
YKL218C,SRY1,S000001701,C,GO:0005575
YKR004C,ECM9,S000001712,C,GO:0005575
YKR015C,YKR015C,S000001723,C,GO:0005575
YKR017C,HEL1,S000001725,C,GO:0005575
YKR032W,YKR032W,S000001740,C,GO:0005575
YKR056W,TRM2,S000001764,C,GO:0005575
YKR058W,GLG1,S000001766,C,GO:0005575
YKR073C,YKR073C,S000001781,C,GO:0005575
YKR098C,UBP11,S000001806,C,GO:0005575
YLL006W-A,YLL006W-A,S000028560,C,GO:0005575
YLL017W,YLL017W,S000003940,C,GO:0005575
YLL030C,RRT7,S000003953,C,GO:0005575
YLL033W,IRC19,S000003956,C,GO:0005575
YLL042C,ATG10,S000003965,C,GO:0005575
YLL054C,YLL054C,S000003977,C,GO:0005575
YLL056C,YLL056C,S000003979,C,GO:0005575
YLL057C,JLP1,S000003980,C,GO:0005575
YLL058W,YLL058W,S000003981,C,GO:0005575
YLL063C,AYT1,S000003986,C,GO:0005575
YLL064C,PAU18,S000003987,C,GO:0005575
YLL066C,YLL066C,S000003989,C,GO:0005575
YLL066W-B,YLL066W-B,S000028672,C,GO:0005575
YLL067C,YLL067C,S000003990,C,GO:0005575
YLR012C,YLR012C,S000004002,C,GO:0005575
YLR030W,YLR030W,S000004020,C,GO:0005575
YLR031W,YLR031W,S000004021,C,GO:0005575
YLR049C,MLO50,S000004039,C,GO:0005575
YLR053C,YLR053C,S000004043,C,GO:0005575
YLR070C,XYL2,S000004060,C,GO:0005575
YLR099C,ICT1,S000004089,C,GO:0005575
YLR111W,YLR111W,S000004101,C,GO:0005575
YLR112W,YLR112W,S000004102,C,GO:0005575
YLR122C,YLR122C,S000004112,C,GO:0005575
YLR125W,YLR125W,S000004115,C,GO:0005575
YLR128W,DCN1,S000004118,C,GO:0005575
YLR137W,RKM5,S000004127,C,GO:0005575
YLR146W-A,YLR146W-A,S000113566,C,GO:0005575
YLR149C,YLR149C,S000004139,C,GO:0005575
YLR154C-G,YLR154C-G,S000028561,C,GO:0005575
YLR154C-H,YLR154C-H,S000028562,C,GO:0005575
YLR156C-A,YLR156C-A,S000028564,C,GO:0005575
YLR156W,YLR156W,S000004146,C,GO:0005575
YLR157C-C,YLR157C-C,S000028565,C,GO:0005575
YLR157W-D,YLR157W-D,S000028677,C,GO:0005575
YLR157W-E,YLR157W-E,S000028678,C,GO:0005575
YLR159C-A,YLR159C-A,S000028566,C,GO:0005575
YLR159W,YLR159W,S000004149,C,GO:0005575
YLR161W,YLR161W,S000004151,C,GO:0005575
YLR162W-A,RRT15,S000028567,C,GO:0005575
YLR162W,YLR162W,S000004152,C,GO:0005575
YLR219W,MSC3,S000004209,C,GO:0005575
YLR236C,YLR236C,S000004226,C,GO:0005575
YLR243W,GPN3,S000004233,C,GO:0005575
YLR255C,YLR255C,S000004245,C,GO:0005575
YLR261C,VPS63,S000004251,C,GO:0005575
YLR264C-A,YLR264C-A,S000028808,C,GO:0005575
YLR267W,BOP2,S000004257,C,GO:0005575
YLR285C-A,YLR285C-A,S000028569,C,GO:0005575
YLR296W,YLR296W,S000004287,C,GO:0005575
YLR302C,YLR302C,S000004293,C,GO:0005575
YLR306W,UBC12,S000004297,C,GO:0005575
YLR307C-A,YLR307C-A,S000028525,C,GO:0005575
YLR331C,JIP3,S000004323,C,GO:0005575
YLR342W-A,YLR342W-A,S000028571,C,GO:0005575
YLR358C,YLR358C,S000004350,C,GO:0005575
YLR359W,ADE13,S000004351,C,GO:0005575
YLR361C-A,YLR361C-A,S000028845,C,GO:0005575
YLR365W,YLR365W,S000004357,C,GO:0005575
YLR405W,DUS4,S000004397,C,GO:0005575
YLR407W,YLR407W,S000004399,C,GO:0005575
YLR412C-A,YLR412C-A,S000028572,C,GO:0005575
YLR415C,YLR415C,S000004407,C,GO:0005575
YLR446W,YLR446W,S000004438,C,GO:0005575
YLR456W,YLR456W,S000004448,C,GO:0005575
YLR460C,YLR460C,S000004452,C,GO:0005575
YLR462W,YLR462W,S000004454,C,GO:0005575
YLR464W,YLR464W,S000004456,C,GO:0005575
YML002W,YML002W,S000004461,C,GO:0005575
YML003W,YML003W,S000004462,C,GO:0005575
YML020W,YML020W,S000004482,C,GO:0005575
YML050W,AIM32,S000004514,C,GO:0005575
YML054C-A,YML054C-A,S000028573,C,GO:0005575
YML068W,ITT1,S000004533,C,GO:0005575
YML083C,YML083C,S000004548,C,GO:0005575
YML087C,AIM33,S000004552,C,GO:0005575
YML100W-A,YML100W-A,S000028688,C,GO:0005575
YML118W,NGL3,S000004587,C,GO:0005575
YML122C,YML122C,S000004591,C,GO:0005575
YMR001C-A,YMR001C-A,S000028691,C,GO:0005575
YMR007W,YMR007W,S000004609,C,GO:0005575
YMR030W-A,YMR030W-A,S000028574,C,GO:0005575
YMR041C,ARA2,S000004644,C,GO:0005575
YMR081C,ISF1,S000004686,C,GO:0005575
YMR082C,YMR082C,S000004687,C,GO:0005575
YMR084W,YMR084W,S000004689,C,GO:0005575
YMR085W,YMR085W,S000004690,C,GO:0005575
YMR087W,YMR087W,S000004693,C,GO:0005575
YMR102C,YMR102C,S000004708,C,GO:0005575
YMR103C,YMR103C,S000004709,C,GO:0005575
YMR105W-A,YMR105W-A,S000028692,C,GO:0005575
YMR107W,SPG4,S000004713,C,GO:0005575
YMR122C,YMR122C,S000004729,C,GO:0005575
YMR126C,DLT1,S000004733,C,GO:0005575
YMR130W,DPI35,S000004737,C,GO:0005575
YMR141C,YMR141C,S000004749,C,GO:0005575
YMR154C,RIM13,S000004763,C,GO:0005575
YMR158C-A,YMR158C-A,S000007249,C,GO:0005575
YMR175W-A,YMR175W-A,S000028848,C,GO:0005575
YMR181C,YMR181C,S000004793,C,GO:0005575
YMR182W-A,MIN3,S000028693,C,GO:0005575
YMR191W,SPG5,S000004803,C,GO:0005575
YMR206W,YMR206W,S000004819,C,GO:0005575
YMR209C,YMR209C,S000004822,C,GO:0005575
YMR210W,MGL2,S000004823,C,GO:0005575
YMR217W,GUA1,S000004830,C,GO:0005575
YMR230W-A,YMR230W-A,S000028576,C,GO:0005575
YMR242W-A,YMR242W-A,S000028694,C,GO:0005575
YMR254C,YMR254C,S000004867,C,GO:0005575
YMR262W,YMR262W,S000004875,C,GO:0005575
YMR265C,YMR265C,S000004878,C,GO:0005575
YMR315W-A,YMR315W-A,S000028697,C,GO:0005575
YMR317W,YMR317W,S000004936,C,GO:0005575
YMR318C,ADH6,S000004937,C,GO:0005575
YMR320W,YMR320W,S000004939,C,GO:0005575
YMR321C,YMR321C,S000004940,C,GO:0005575
YMR322C,SNO4,S000004941,C,GO:0005575
YMR325W,PAU19,S000004944,C,GO:0005575
YNL011C,YNL011C,S000004956,C,GO:0005575
YNL024C-A,KSH1,S000028698,C,GO:0005575
YNL033W,YNL033W,S000004978,C,GO:0005575
YNL034W,YNL034W,S000004979,C,GO:0005575
YNL042W-B,YNL042W-B,S000028850,C,GO:0005575
YNL050C,YNL050C,S000004995,C,GO:0005575
YNL067W-B,YNL067W-B,S000028810,C,GO:0005575
YNL092W,YNL092W,S000005036,C,GO:0005575
YNL097C-B,YNL097C-B,S000028699,C,GO:0005575
YNL130C-A,DGR1,S000028579,C,GO:0005575
YNL140C,YNL140C,S000005084,C,GO:0005575
YNL143C,YNL143C,S000005087,C,GO:0005575
YNL146C-A,YNL146C-A,S000028851,C,GO:0005575
YNL165W,YNL165W,S000005109,C,GO:0005575
YNL184C,YNL184C,S000005128,C,GO:0005575
YNL193W,YNL193W,S000005137,C,GO:0005575
YNL204C,SPS18,S000005148,C,GO:0005575
YNL269W,BSC4,S000005213,C,GO:0005575
YNL277W-A,YNL277W-A,S000028852,C,GO:0005575
YNL278W,CAF120,S000005222,C,GO:0005575
YNL295W,MRX6,S000005239,C,GO:0005575
YNL307C,MCK1,S000005251,C,GO:0005575
YNL331C,AAD14,S000005275,C,GO:0005575
YNL332W,THI12,S000005276,C,GO:0005575
YNL333W,SNZ2,S000005277,C,GO:0005575
YNL334C,SNO2,S000005278,C,GO:0005575
YNL335W,DDI3,S000005279,C,GO:0005575
YNR059W,MNT4,S000005342,C,GO:0005575
YNR063W,YNR063W,S000005346,C,GO:0005575
YNR064C,YNR064C,S000005347,C,GO:0005575
YNR068C,YNR068C,S000005351,C,GO:0005575
YNR069C,BSC5,S000005352,C,GO:0005575
YNR071C,YNR071C,S000005354,C,GO:0005575
YNR073C,MAN2,S000005356,C,GO:0005575
YNR075C-A,YNR075C-A,S000028706,C,GO:0005575
YNR077C,YNR077C,S000005360,C,GO:0005575
YOL014W,YOL014W,S000005374,C,GO:0005575
YOL019W-A,YOL019W-A,S000028707,C,GO:0005575
YOL024W,YOL024W,S000005384,C,GO:0005575
YOL029C,YOL029C,S000005389,C,GO:0005575
YOL036W,YOL036W,S000005396,C,GO:0005575
YOL038C-A,YOL038C-A,S000028812,C,GO:0005575
YOL063C,CRT10,S000005424,C,GO:0005575
YOL064C,MET22,S000005425,C,GO:0005575
YOL085C,YOL085C,S000005445,C,GO:0005575
YOL097W-A,YOL097W-A,S000028854,C,GO:0005575
YOL118C,YOL118C,S000005478,C,GO:0005575
YOL128C,YGK3,S000005488,C,GO:0005575
YOL131W,YOL131W,S000005491,C,GO:0005575
YOL153C,YOL153C,S000005513,C,GO:0005575
YOL155W-A,YOL155W-A,S000028855,C,GO:0005575
YOL157C,IMA2,S000005517,C,GO:0005575
YOL160W,YOL160W,S000005520,C,GO:0005575
YOL164W-A,YOL164W-A,S000028580,C,GO:0005575
YOL164W,BDS1,S000005524,C,GO:0005575
YOL165C,AAD15,S000005525,C,GO:0005575
YOL166W-A,YOL166W-A,S000028709,C,GO:0005575
YOR008C-A,YOR008C-A,S000006431,C,GO:0005575
YOR011W-A,YOR011W-A,S000028581,C,GO:0005575
YOR012W,YOR012W,S000005538,C,GO:0005575
YOR015W,YOR015W,S000005541,C,GO:0005575
YOR021C,SFM1,S000005547,C,GO:0005575
YOR029W,YOR029W,S000005555,C,GO:0005575
YOR032C,HMS1,S000005558,C,GO:0005575
YOR034C-A,YOR034C-A,S000028856,C,GO:0005575
YOR072W-B,YOR072W-B,S000028516,C,GO:0005575
YOR072W,YOR072W,S000005598,C,GO:0005575
YOR097C,YOR097C,S000005623,C,GO:0005575
YOR105W,YOR105W,S000005631,C,GO:0005575
YOR111W,YOR111W,S000005637,C,GO:0005575
YOR114W,DPI34,S000005640,C,GO:0005575
YOR126C,IAH1,S000005652,C,GO:0005575
YOR134W,BAG7,S000005660,C,GO:0005575
YOR137C,SIA1,S000005663,C,GO:0005575
YOR155C,ISN1,S000005681,C,GO:0005575
YOR161C-C,YOR161C-C,S000028712,C,GO:0005575
YOR183W,FYV12,S000005709,C,GO:0005575
YOR186W,YOR186W,S000005712,C,GO:0005575
YOR192C-C,YOR192C-C,S000028857,C,GO:0005575
YOR202W,HIS3,S000005728,C,GO:0005575
YOR235W,IRC13,S000005761,C,GO:0005575
YOR256C,TRE2,S000005782,C,GO:0005575
YOR268C,YOR268C,S000005794,C,GO:0005575
YOR278W,HEM4,S000005804,C,GO:0005575
YOR280C,FSH3,S000005806,C,GO:0005575
YOR293C-A,YOR293C-A,S000028858,C,GO:0005575
YOR298W,MUM3,S000005824,C,GO:0005575
YOR314W,YOR314W,S000005841,C,GO:0005575
YOR316C-A,YOR316C-A,S000028584,C,GO:0005575
YOR338W,YOR338W,S000005865,C,GO:0005575
YOR343C,YOR343C,S000005870,C,GO:0005575
YOR349W,CIN1,S000005876,C,GO:0005575
YOR376W-A,YOR376W-A,S000028586,C,GO:0005575
YOR381W-A,YOR381W-A,S000028587,C,GO:0005575
YOR387C,YOR387C,S000005914,C,GO:0005575
YOR389W,YOR389W,S000005916,C,GO:0005575
YOR391C,HSP33,S000005918,C,GO:0005575
YOR393W,ERR1,S000005920,C,GO:0005575
YOR394C-A,YOR394C-A,S000028718,C,GO:0005575
YOR396W,YRF1-8,S000007526,C,GO:0005575
YPL003W,ULA1,S000005924,C,GO:0005575
YPL021W,ECM23,S000005942,C,GO:0005575
YPL023C,MET12,S000005944,C,GO:0005575
YPL034W,YPL034W,S000005955,C,GO:0005575
YPL038W-A,YPL038W-A,S000028588,C,GO:0005575
YPL039W,YPL039W,S000005960,C,GO:0005575
YPL054W,LEE1,S000005975,C,GO:0005575
YPL056C,LCL1,S000005977,C,GO:0005575
YPL062W,YPL062W,S000005983,C,GO:0005575
YPL077C,YPL077C,S000005998,C,GO:0005575
YPL080C,YPL080C,S000006001,C,GO:0005575
YPL088W,YPL088W,S000006009,C,GO:0005575
YPL095C,EEB1,S000006016,C,GO:0005575
YPL113C,YPL113C,S000006034,C,GO:0005575
YPL119C-A,YPL119C-A,S000028859,C,GO:0005575
YPL152W-A,YPL152W-A,S000028721,C,GO:0005575
YPL165C,SET6,S000006086,C,GO:0005575
YPL171C,OYE3,S000006092,C,GO:0005575
YPL216W,YPL216W,S000006137,C,GO:0005575
YPL241C,CIN2,S000006162,C,GO:0005575
YPL250C,ATG41,S000006171,C,GO:0005575
YPL258C,THI21,S000006179,C,GO:0005575
YPL261C,YPL261C,S000006182,C,GO:0005575
YPL272C,PBI1,S000006193,C,GO:0005575
YPL278C,YPL278C,S000006199,C,GO:0005575
YPL281C,ERR2,S000006202,C,GO:0005575
YPR013C,CMR3,S000006217,C,GO:0005575
YPR014C,YPR014C,S000006218,C,GO:0005575
YPR015C,YPR015C,S000006219,C,GO:0005575
YPR053C,YPR053C,S000006257,C,GO:0005575
YPR064W,YPR064W,S000006268,C,GO:0005575
YPR078C,YPR078C,S000006282,C,GO:0005575
YPR084W,YPR084W,S000006288,C,GO:0005575
YPR089W,YPR089W,S000006293,C,GO:0005575
YPR106W,ISR1,S000006310,C,GO:0005575
YPR108W-A,YPR108W-A,S000028590,C,GO:0005575
YPR117W,YPR117W,S000006321,C,GO:0005575
YPR121W,THI22,S000006325,C,GO:0005575
YPR145C-A,YPR145C-A,S000113589,C,GO:0005575
YPR170W-B,YPR170W-B,S000028515,C,GO:0005575
YPR195C,YPR195C,S000006399,C,GO:0005575
YPR196W,YPR196W,S000006400,C,GO:0005575
YPR200C,ARR2,S000006404,C,GO:0005575
YPR202W,YPR202W,S000006406,C,GO:0005575
YPR203W,YPR203W,S000006407,C,GO:0005575
YPR204W,YPR204W,S000006408,C,GO:0005575
YAL005C,SSA1,S000000004,C,GO:0005576
YAL063C,FLO9,S000000059,C,GO:0005576
YAR050W,FLO1,S000000084,C,GO:0005576
YAR071W,PHO11,S000000094,C,GO:0005576
YBL008W-A,YBL008W-A,S000028529,C,GO:0005576
YBR011C,IPP1,S000000215,C,GO:0005576
YBR056W,YBR056W,S000000260,C,GO:0005576
YBR067C,TIP1,S000000271,C,GO:0005576
YBR078W,ECM33,S000000282,C,GO:0005576
YBR093C,PHO5,S000000297,C,GO:0005576
YBR162C,TOS1,S000000366,C,GO:0005576
YBR200W-A,YBR200W-A,S000028535,C,GO:0005576
YBR301W,PAU24,S000000505,C,GO:0005576
YCL058C,FYV5,S000000563,C,GO:0005576
YCR069W,CPR4,S000000665,C,GO:0005576
YCR089W,FIG2,S000000685,C,GO:0005576
YDL049C,KNH1,S000002207,C,GO:0005576
YDR032C,PST2,S000002439,C,GO:0005576
YDR055W,PST1,S000002462,C,GO:0005576
YDR077W,SED1,S000002484,C,GO:0005576
YDR134C,YDR134C,S000002541,C,GO:0005576
YDR144C,MKC7,S000002551,C,GO:0005576
YDR155C,CPR1,S000002562,C,GO:0005576
YDR261C,EXG2,S000002669,C,GO:0005576
YDR304C,CPR5,S000002712,C,GO:0005576
YDR349C,YPS7,S000002757,C,GO:0005576
YDR371W,CTS2,S000002779,C,GO:0005576
YDR420W,HKR1,S000002828,C,GO:0005576
YDR461W,MFA1,S000002869,C,GO:0005576
YDR534C,FIT1,S000002942,C,GO:0005576
YEL040W,UTR2,S000000766,C,GO:0005576
YER011W,TIR1,S000000813,C,GO:0005576
YER065C,ICL1,S000000867,C,GO:0005576
YER150W,SPI1,S000000952,C,GO:0005576
YFR020W,CSS2,S000001916,C,GO:0005576
YGL028C,SCW11,S000002996,C,GO:0005576
YGL089C,MF(ALPHA)2,S000003057,C,GO:0005576
YGL259W,YPS5,S000003228,C,GO:0005576
YGR014W,MSB2,S000003246,C,GO:0005576
YGR037C,ACB1,S000003269,C,GO:0005576
YGR189C,CRH1,S000003421,C,GO:0005576
YGR279C,SCW4,S000003511,C,GO:0005576
YGR282C,BGL2,S000003514,C,GO:0005576
YHL037C,YHL037C,S000001029,C,GO:0005576
