gene,GO.term,type
E2F7,GO:0006977,P
E2F8,GO:0006977,P
EP300,GO:0006977,P
GADD45A,GO:0006977,P
GTSE1,GO:0006977,P
MDM2,GO:0006977,P
MDM4,GO:0006977,P
MUC1,GO:0006977,P
PCBP4,GO:0006977,P
PCNA,GO:0006977,P
PIDD1,GO:0006977,P
PLAGL1,GO:0006977,P
PLK2,GO:0006977,P
PLK3,GO:0006977,P
PML,GO:0006977,P
PRMT1,GO:0006977,P
RBL2,GO:0006977,P
RGCC,GO:0006977,P
RPL26,GO:0006977,P
SFN,GO:0006977,P
SOX4,GO:0006977,P
TFDP1,GO:0006977,P
TFDP2,GO:0006977,P
TNKS1BP1,GO:0006977,P
TP53,GO:0006977,P
TRIAP1,GO:0006977,P
ZNF385A,GO:0006977,P
ABCC2,GO:0006979,P
ABL1,GO:0006979,P
AKT1,GO:0006979,P
ALAD,GO:0006979,P
ALS2,GO:0006979,P
ANGPTL7,GO:0006979,P
APP,GO:0006979,P
ATOX1,GO:0006979,P
ATRN,GO:0006979,P
CA3,GO:0006979,P
CHRNA4,GO:0006979,P
CYGB,GO:0006979,P
DHCR24,GO:0006979,P
DUOX1,GO:0006979,P
DUOX2,GO:0006979,P
EPX,GO:0006979,P
ERCC1,GO:0006979,P
ERCC2,GO:0006979,P
ERCC3,GO:0006979,P
ERCC6,GO:0006979,P
ERCC8,GO:0006979,P
ETFDH,GO:0006979,P
FGF8,GO:0006979,P
GCLC,GO:0006979,P
GCLM,GO:0006979,P
GPX4,GO:0006979,P
GPX6,GO:0006979,P
GSS,GO:0006979,P
HAO1,GO:0006979,P
HMOX1,GO:0006979,P
HMOX2,GO:0006979,P
IDH1,GO:0006979,P
IPCEF1,GO:0006979,P
KRT1,GO:0006979,P
LIAS,GO:0006979,P
LPO,GO:0006979,P
LRRK2,GO:0006979,P
MBL2,GO:0006979,P
MICB,GO:0006979,P
MMP14,GO:0006979,P
MPO,GO:0006979,P
MSRA,GO:0006979,P
MSRB1,GO:0006979,P
MSRB2,GO:0006979,P
MSRB3,GO:0006979,P
MT-CO1,GO:0006979,P
MTF1,GO:0006979,P
MT-ND3,GO:0006979,P
NAPRT,GO:0006979,P
NDUFA12,GO:0006979,P
NDUFA6,GO:0006979,P
NDUFB4,GO:0006979,P
NDUFS2,GO:0006979,P
NDUFS8,GO:0006979,P
NEIL1,GO:0006979,P
NUDT1,GO:0006979,P
OGG1,GO:0006979,P
OXR1,GO:0006979,P
OXSR1,GO:0006979,P
PDLIM1,GO:0006979,P
PEBP1,GO:0006979,P
PINK1,GO:0006979,P
PNKP,GO:0006979,P
PON2,GO:0006979,P
PPIF,GO:0006979,P
PRDX1,GO:0006979,P
PRDX2,GO:0006979,P
PRDX3,GO:0006979,P
PRDX4,GO:0006979,P
PRDX5,GO:0006979,P
PRDX6,GO:0006979,P
PRNP,GO:0006979,P
PSEN1,GO:0006979,P
PSIP1,GO:0006979,P
PSMB5,GO:0006979,P
PTGS1,GO:0006979,P
PTGS2,GO:0006979,P
PXDN,GO:0006979,P
PXDNL,GO:0006979,P
RBPMS,GO:0006979,P
RGS14,GO:0006979,P
RPS3,GO:0006979,P
RRM2B,GO:0006979,P
SCARA3,GO:0006979,P
SDHAF3,GO:0006979,P
SDHC,GO:0006979,P
SGK2,GO:0006979,P
SIRT1,GO:0006979,P
SLC23A2,GO:0006979,P
SLC7A11,GO:0006979,P
SRXN1,GO:0006979,P
STC2,GO:0006979,P
STK25,GO:0006979,P
TAT,GO:0006979,P
TOR1A,GO:0006979,P
TXN2,GO:0006979,P
UCN,GO:0006979,P
WRN,GO:0006979,P
XPA,GO:0006979,P
CHAC1,GO:0006986,P
DDIT3,GO:0006986,P
DERL1,GO:0006986,P
DNAJA1,GO:0006986,P
DNAJB1,GO:0006986,P
DNAJB2,GO:0006986,P
DNAJB4,GO:0006986,P
DNAJB5,GO:0006986,P
DNAJC4,GO:0006986,P
ERP44,GO:0006986,P
FAF2,GO:0006986,P
FBXO6,GO:0006986,P
FICD,GO:0006986,P
HERPUD1,GO:0006986,P
HERPUD2,GO:0006986,P
HSP90AA1,GO:0006986,P
HSP90AB1,GO:0006986,P
HSPA13,GO:0006986,P
HSPA14,GO:0006986,P
HSPA1A,GO:0006986,P
HSPA1B,GO:0006986,P
HSPA1L,GO:0006986,P
HSPA2,GO:0006986,P
HSPA4,GO:0006986,P
HSPA4L,GO:0006986,P
HSPA5,GO:0006986,P
HSPA6,GO:0006986,P
HSPA7,GO:0006986,P
HSPA8,GO:0006986,P
HSPA9,GO:0006986,P
HSPB1,GO:0006986,P
HSPB2,GO:0006986,P
HSPB3,GO:0006986,P
HSPB7,GO:0006986,P
HSPD1,GO:0006986,P
HSPE1,GO:0006986,P
HSPH1,GO:0006986,P
JKAMP,GO:0006986,P
MANF,GO:0006986,P
MFN2,GO:0006986,P
SERPINH1,GO:0006986,P
STT3B,GO:0006986,P
THBS1,GO:0006986,P
THBS4,GO:0006986,P
TMEM129,GO:0006986,P
TOR1B,GO:0006986,P
UBE2J2,GO:0006986,P
UBXN4,GO:0006986,P
ATXN7,GO:0006997,P
BIN1,GO:0006997,P
CEP55,GO:0006997,P
CHMP1A,GO:0006997,P
CHMP1B,GO:0006997,P
CHMP2A,GO:0006997,P
CHMP2B,GO:0006997,P
CHMP3,GO:0006997,P
CHMP4A,GO:0006997,P
CHMP4B,GO:0006997,P
CHMP4C,GO:0006997,P
CHMP5,GO:0006997,P
CHMP6,GO:0006997,P
CHMP7,GO:0006997,P
GOLM1,GO:0006997,P
NUMA1,GO:0006997,P
PDCD6IP,GO:0006997,P
PITPNB,GO:0006997,P
PRM2,GO:0006997,P
SYNE1,GO:0006997,P
VPS4A,GO:0006997,P
VPS4B,GO:0006997,P
WDR73,GO:0006997,P
DKC1,GO:0007004,P
GAR1,GO:0007004,P
HSP90AA1,GO:0007004,P
HSP90AB1,GO:0007004,P
NHP2,GO:0007004,P
NOP10,GO:0007004,P
OGG1,GO:0007004,P
PINX1,GO:0007004,P
POT1,GO:0007004,P
PTGES3,GO:0007004,P
RAD50,GO:0007004,P
RFC1,GO:0007004,P
RPA1,GO:0007004,P
RPA2,GO:0007004,P
RPA4,GO:0007004,P
SMG5,GO:0007004,P
SMG6,GO:0007004,P
SMG7,GO:0007004,P
TERF1,GO:0007004,P
TERF2IP,GO:0007004,P
TERT,GO:0007004,P
TNKS1BP1,GO:0007004,P
WRAP53,GO:0007004,P
AGTPBP1,GO:0007005,P
ALAS1,GO:0007005,P
ATAD3A,GO:0007005,P
ATAD3B,GO:0007005,P
ATAD3C,GO:0007005,P
ATP7A,GO:0007005,P
BCS1L,GO:0007005,P
CAMKMT,GO:0007005,P
CAV2,GO:0007005,P
CDK5,GO:0007005,P
CEBPA,GO:0007005,P
CEP89,GO:0007005,P
CHCHD10,GO:0007005,P
CHCHD2,GO:0007005,P
CHCHD2P9,GO:0007005,P
CLUH,GO:0007005,P
CXADR,GO:0007005,P
CYCS,GO:0007005,P
DNAJA3,GO:0007005,P
DNM1L,GO:0007005,P
EIF4G1,GO:0007005,P
EPAS1,GO:0007005,P
ESRRA,GO:0007005,P
FANCG,GO:0007005,P
FNIP1,GO:0007005,P
FNIP2,GO:0007005,P
FXN,GO:0007005,P
GABPA,GO:0007005,P
GABPB1,GO:0007005,P
GBA,GO:0007005,P
GDAP1,GO:0007005,P
HAX1,GO:0007005,P
HCFC1,GO:0007005,P
HMGCL,GO:0007005,P
HSD17B10,GO:0007005,P
HSPD1,GO:0007005,P
HTRA2,GO:0007005,P
LONP1,GO:0007005,P
LRRK2,GO:0007005,P
MAN2A1,GO:0007005,P
MIEF2,GO:0007005,P
MSTO1,GO:0007005,P
MTERF1,GO:0007005,P
MTFR1,GO:0007005,P
MTFR2,GO:0007005,P
NOS3,GO:0007005,P
NRF1,GO:0007005,P
OPA1,GO:0007005,P
P2RX7,GO:0007005,P
PARK7,GO:0007005,P
PARP1,GO:0007005,P
PHB2,GO:0007005,P
PHB,GO:0007005,P
PINK1,GO:0007005,P
POLG2,GO:0007005,P
POLRMT,GO:0007005,P
PPARGC1A,GO:0007005,P
PPRC1,GO:0007005,P
PRDX3,GO:0007005,P
PTCD2,GO:0007005,P
RAB29,GO:0007005,P
RAB32,GO:0007005,P
RAB38,GO:0007005,P
RAB3A,GO:0007005,P
RHOT1,GO:0007005,P
RHOT2,GO:0007005,P
SHARPIN,GO:0007005,P
SIRT3,GO:0007005,P
SIRT4,GO:0007005,P
SIRT5,GO:0007005,P
SLC25A33,GO:0007005,P
SLC25A36,GO:0007005,P
SPG7,GO:0007005,P
SQSTM1,GO:0007005,P
SSBP1,GO:0007005,P
STOML2,GO:0007005,P
TERT,GO:0007005,P
TFAM,GO:0007005,P
TFB1M,GO:0007005,P
TFB2M,GO:0007005,P
TMEM11,GO:0007005,P
VPS13C,GO:0007005,P
WDR81,GO:0007005,P
YME1L1,GO:0007005,P
ABI2,GO:0007010,P
ABLIM1,GO:0007010,P
ACTL6B,GO:0007010,P
ACTL7A,GO:0007010,P
ACTL7B,GO:0007010,P
ADD3,GO:0007010,P
AGRN,GO:0007010,P
AJUBA,GO:0007010,P
ANK1,GO:0007010,P
ANK2,GO:0007010,P
APOE,GO:0007010,P
ARAP3,GO:0007010,P
ARC,GO:0007010,P
ARHGAP10,GO:0007010,P
ARHGAP4,GO:0007010,P
AVIL,GO:0007010,P
BFSP1,GO:0007010,P
BIN1,GO:0007010,P
BRWD1,GO:0007010,P
BRWD3,GO:0007010,P
CAMSAP1,GO:0007010,P
CAPZB,GO:0007010,P
CCDC6,GO:0007010,P
CCL11,GO:0007010,P
CCL13,GO:0007010,P
CCL2,GO:0007010,P
CCL3,GO:0007010,P
CCL7,GO:0007010,P
CDC42BPB,GO:0007010,P
CECR2,GO:0007010,P
CFL1,GO:0007010,P
CNN2,GO:0007010,P
CNTNAP1,GO:0007010,P
CTNNA2,GO:0007010,P
CYLC2,GO:0007010,P
DES,GO:0007010,P
DIAPH1,GO:0007010,P
DMD,GO:0007010,P
DMTN,GO:0007010,P
DOCK1,GO:0007010,P
DPYSL2,GO:0007010,P
DST,GO:0007010,P
ELMO2,GO:0007010,P
EPB42,GO:0007010,P
FGD1,GO:0007010,P
FGD2,GO:0007010,P
FGD3,GO:0007010,P
FGD4,GO:0007010,P
FGD5,GO:0007010,P
FGD6,GO:0007010,P
FITM2,GO:0007010,P
FMNL2,GO:0007010,P
FMNL3,GO:0007010,P
FTCD,GO:0007010,P
GAN,GO:0007010,P
GPR35,GO:0007010,P
HIP1,GO:0007010,P
KISS1,GO:0007010,P
KLHL20,GO:0007010,P
KRT13,GO:0007010,P
KRT15,GO:0007010,P
KRT16,GO:0007010,P
KRT25,GO:0007010,P
KRT31,GO:0007010,P
KRT4,GO:0007010,P
KRT5,GO:0007010,P
KRT6A,GO:0007010,P
KRT6B,GO:0007010,P
KRT76,GO:0007010,P
KRT84,GO:0007010,P
LAMA5,GO:0007010,P
LARP4,GO:0007010,P
LIMD1,GO:0007010,P
LOR,GO:0007010,P
LRRC6,GO:0007010,P
MAEA,GO:0007010,P
MARK1,GO:0007010,P
MAST1,GO:0007010,P
MAST2,GO:0007010,P
MAST3,GO:0007010,P
MAST4,GO:0007010,P
MICAL1,GO:0007010,P
MICAL2,GO:0007010,P
MICAL3,GO:0007010,P
MSN,GO:0007010,P
NCKIPSD,GO:0007010,P
NECTIN2,GO:0007010,P
NEDD9,GO:0007010,P
OBSL1,GO:0007010,P
PACSIN1,GO:0007010,P
PACSIN2,GO:0007010,P
PACSIN3,GO:0007010,P
PADI6,GO:0007010,P
PAK4,GO:0007010,P
PAK5,GO:0007010,P
PAK6,GO:0007010,P
PALLD,GO:0007010,P
PALM,GO:0007010,P
PCLO,GO:0007010,P
PDZD8,GO:0007010,P
PHIP,GO:0007010,P
PLCE1,GO:0007010,P
PLD2,GO:0007010,P
PPL,GO:0007010,P
PRKCI,GO:0007010,P
PRPF40A,GO:0007010,P
PSTPIP2,GO:0007010,P
QRICH1,GO:0007010,P
RHOU,GO:0007010,P
SEMA6A,GO:0007010,P
SH3D19,GO:0007010,P
SH3KBP1,GO:0007010,P
SIPA1,GO:0007010,P
SIPA1L3,GO:0007010,P
SOX9,GO:0007010,P
SPTAN1,GO:0007010,P
SPTB,GO:0007010,P
SPTBN1,GO:0007010,P
SPTBN2,GO:0007010,P
STRIP2,GO:0007010,P
SVIL,GO:0007010,P
SYNE3,GO:0007010,P
THY1,GO:0007010,P
TNFAIP3,GO:0007010,P
TNIK,GO:0007010,P
TPM1,GO:0007010,P
TSPAN32,GO:0007010,P
TUBA1A,GO:0007010,P
TUBA1C,GO:0007010,P
TUBA3C,GO:0007010,P
TUBA3E,GO:0007010,P
TUBA4A,GO:0007010,P
TUBA4B,GO:0007010,P
TUBA8,GO:0007010,P
TUBAL3,GO:0007010,P
TUBB2A,GO:0007010,P
TUBB2B,GO:0007010,P
TUBB3,GO:0007010,P
TUBB4A,GO:0007010,P
TUBB4B,GO:0007010,P
TUBB6,GO:0007010,P
TUBD1,GO:0007010,P
UGT8,GO:0007010,P
VILL,GO:0007010,P
WASF3,GO:0007010,P
WTIP,GO:0007010,P
YEATS4,GO:0007010,P
ZMYM1,GO:0007010,P
ZMYM2,GO:0007010,P
ZMYM3,GO:0007010,P
ZMYM4,GO:0007010,P
ZMYM5,GO:0007010,P
ZMYM6,GO:0007010,P
ZNF135,GO:0007010,P
ZRANB1,GO:0007010,P
ACTN1,GO:0007015,P
ALDOA,GO:0007015,P
ARF1,GO:0007015,P
ARHGAP12,GO:0007015,P
ARHGAP17,GO:0007015,P
ARHGAP25,GO:0007015,P
ARHGEF2,GO:0007015,P
BCAR1,GO:0007015,P
BCL2,GO:0007015,P
BIN3,GO:0007015,P
BRK1,GO:0007015,P
CAV3,GO:0007015,P
CCDC155,GO:0007015,P
CCL11,GO:0007015,P
CD2AP,GO:0007015,P
CDC42EP2,GO:0007015,P
CDC42,GO:0007015,P
CGNL1,GO:0007015,P
CORO1A,GO:0007015,P
CTNNA1,GO:0007015,P
DBN1,GO:0007015,P
DIAPH2,GO:0007015,P
DLG1,GO:0007015,P
EMP2,GO:0007015,P
ERMN,GO:0007015,P
EVL,GO:0007015,P
FAT1,GO:0007015,P
HIP1,GO:0007015,P
HIP1R,GO:0007015,P
INPPL1,GO:0007015,P
KPTN,GO:0007015,P
MAD2L2,GO:0007015,P
MYO1B,GO:0007015,P
NCK1,GO:0007015,P
NCK2,GO:0007015,P
PACSIN1,GO:0007015,P
PLA2G1B,GO:0007015,P
POF1B,GO:0007015,P
PPARGC1B,GO:0007015,P
PPP1R9A,GO:0007015,P
PPP1R9B,GO:0007015,P
PRKCI,GO:0007015,P
RAC2,GO:0007015,P
RAC3,GO:0007015,P
RHOA,GO:0007015,P
RHOB,GO:0007015,P
RHOBTB1,GO:0007015,P
RHOBTB2,GO:0007015,P
RHOBTB3,GO:0007015,P
RHOC,GO:0007015,P
RHOD,GO:0007015,P
RHOF,GO:0007015,P
RHOG,GO:0007015,P
RHOH,GO:0007015,P
RHOJ,GO:0007015,P
RHOQ,GO:0007015,P
RHOU,GO:0007015,P
RHOV,GO:0007015,P
RND1,GO:0007015,P
RND2,GO:0007015,P
RND3,GO:0007015,P
RUFY3,GO:0007015,P
SH3BP1,GO:0007015,P
SHROOM1,GO:0007015,P
SHROOM2,GO:0007015,P
SHROOM3,GO:0007015,P
SORBS2,GO:0007015,P
SORBS3,GO:0007015,P
SPTA1,GO:0007015,P
TF,GO:0007015,P
TMSB10,GO:0007015,P
TMSB4X,GO:0007015,P
TMSB4Y,GO:0007015,P
TPM1,GO:0007015,P
TPM2,GO:0007015,P
TPM3,GO:0007015,P
TPM4,GO:0007015,P
TRPV4,GO:0007015,P
WHAMM,GO:0007015,P
DCTN3,GO:0007017,P
EML4,GO:0007017,P
GTSE1,GO:0007017,P
KIFAP3,GO:0007017,P
MAP3K11,GO:0007017,P
PAFAH1B1,GO:0007017,P
SRRD,GO:0007017,P
TRIM54,GO:0007017,P
TUBA1A,GO:0007017,P
TUBA1B,GO:0007017,P
TUBA1C,GO:0007017,P
TUBA3C,GO:0007017,P
TUBA3E,GO:0007017,P
TUBA4A,GO:0007017,P
TUBA4B,GO:0007017,P
TUBA8,GO:0007017,P
TUBAL3,GO:0007017,P
TUBB1,GO:0007017,P
TUBB2A,GO:0007017,P
TUBB2B,GO:0007017,P
TUBB3,GO:0007017,P
TUBB4A,GO:0007017,P
TUBB4B,GO:0007017,P
TUBB6,GO:0007017,P
TUBB8,GO:0007017,P
TUBB,GO:0007017,P
TUBD1,GO:0007017,P
TUBE1,GO:0007017,P
TUBG1,GO:0007017,P
TUBG2,GO:0007017,P
VBP1,GO:0007017,P
ACTR10,GO:0007018,P
CENPE,GO:0007018,P
DNAH10,GO:0007018,P
DNAH11,GO:0007018,P
DNAH14,GO:0007018,P
DNAH1,GO:0007018,P
DNAH2,GO:0007018,P
DNAH3,GO:0007018,P
DNAH5,GO:0007018,P
DNAH6,GO:0007018,P
DNAH7,GO:0007018,P
DNAH8,GO:0007018,P
DNAH9,GO:0007018,P
DNAI1,GO:0007018,P
DNAI2,GO:0007018,P
DNAL4,GO:0007018,P
DNHD1,GO:0007018,P
DYNC1H1,GO:0007018,P
DYNC1I1,GO:0007018,P
DYNC1I2,GO:0007018,P
DYNC1LI1,GO:0007018,P
DYNC1LI2,GO:0007018,P
DYNC2H1,GO:0007018,P
DYNLRB1,GO:0007018,P
DYNLRB2,GO:0007018,P
KIF11,GO:0007018,P
KIF12,GO:0007018,P
KIF13A,GO:0007018,P
KIF13B,GO:0007018,P
KIF14,GO:0007018,P
KIF15,GO:0007018,P
KIF16B,GO:0007018,P
KIF17,GO:0007018,P
KIF18A,GO:0007018,P
KIF18B,GO:0007018,P
KIF19,GO:0007018,P
KIF1A,GO:0007018,P
KIF1B,GO:0007018,P
KIF1C,GO:0007018,P
KIF20A,GO:0007018,P
KIF20B,GO:0007018,P
KIF21A,GO:0007018,P
KIF21B,GO:0007018,P
KIF22,GO:0007018,P
KIF23,GO:0007018,P
KIF24,GO:0007018,P
KIF25,GO:0007018,P
KIF26A,GO:0007018,P
KIF26B,GO:0007018,P
KIF27,GO:0007018,P
KIF2A,GO:0007018,P
KIF2B,GO:0007018,P
KIF2C,GO:0007018,P
KIF3A,GO:0007018,P
KIF3B,GO:0007018,P
KIF3C,GO:0007018,P
KIF4A,GO:0007018,P
KIF4B,GO:0007018,P
KIF5A,GO:0007018,P
KIF5B,GO:0007018,P
KIF5C,GO:0007018,P
KIF6,GO:0007018,P
KIF7,GO:0007018,P
KIF9,GO:0007018,P
KIFAP3,GO:0007018,P
KIFC1,GO:0007018,P
KIFC2,GO:0007018,P
KIFC3,GO:0007018,P
KLC1,GO:0007018,P
KLC2,GO:0007018,P
KTN1,GO:0007018,P
RACGAP1,GO:0007018,P
STARD9,GO:0007018,P
WDR34,GO:0007018,P
WDR60,GO:0007018,P
WDR63,GO:0007018,P
APC2,GO:0007026,P
APC,GO:0007026,P
ARHGEF2,GO:0007026,P
CAMSAP1,GO:0007026,P
CAMSAP2,GO:0007026,P
CAMSAP3,GO:0007026,P
CIB1,GO:0007026,P
CKAP2,GO:0007026,P
CLASP1,GO:0007026,P
CLASP2,GO:0007026,P
FGF13,GO:0007026,P
HDAC6,GO:0007026,P
KATNB1,GO:0007026,P
MAP6D1,GO:0007026,P
MID1,GO:0007026,P
MID1IP1,GO:0007026,P
NAV3,GO:0007026,P
SPEF1,GO:0007026,P
STMN2,GO:0007026,P
TAOK1,GO:0007026,P
TRIM54,GO:0007026,P
TTBK2,GO:0007026,P
ATL1,GO:0007029,P
ATL2,GO:0007029,P
ATL3,GO:0007029,P
BNIP1,GO:0007029,P
CAV2,GO:0007029,P
CCDC47,GO:0007029,P
DNM1L,GO:0007029,P
DOPEY2,GO:0007029,P
EIF2AK3,GO:0007029,P
GAK,GO:0007029,P
JAGN1,GO:0007029,P
LMAN1,GO:0007029,P
LMAN1L,GO:0007029,P
LMAN2,GO:0007029,P
LMAN2L,GO:0007029,P
MAPK15,GO:0007029,P
SEC16A,GO:0007029,P
SEC16B,GO:0007029,P
SEC61A1,GO:0007029,P
SPTSSB,GO:0007029,P
TMCC1,GO:0007029,P
TOR1AIP2,GO:0007029,P
TOR1B,GO:0007029,P
VAPA,GO:0007029,P
VAPB,GO:0007029,P
VMP1,GO:0007029,P
ARFGEF1,GO:0007030,P
ARHGAP21,GO:0007030,P
ARHGEF7,GO:0007030,P
ARL1,GO:0007030,P
ATL2,GO:0007030,P
ATL3,GO:0007030,P
ATP8B1,GO:0007030,P
ATP8B2,GO:0007030,P
ATP8B3,GO:0007030,P
ATP8B4,GO:0007030,P
BAG5,GO:0007030,P
BCAS3,GO:0007030,P
BHLHA15,GO:0007030,P
BLZF1,GO:0007030,P
CDC42,GO:0007030,P
CIT,GO:0007030,P
CLASP1,GO:0007030,P
CLASP2,GO:0007030,P
COG1,GO:0007030,P
COG2,GO:0007030,P
COG3,GO:0007030,P
COG4,GO:0007030,P
COG7,GO:0007030,P
CSNK1A1,GO:0007030,P
CSNK1D,GO:0007030,P
CUL7,GO:0007030,P
DNAJC28,GO:0007030,P
DYM,GO:0007030,P
DYNC2H1,GO:0007030,P
FBXW8,GO:0007030,P
GAK,GO:0007030,P
GBF1,GO:0007030,P
GOLGA2,GO:0007030,P
GOLGA5,GO:0007030,P
GOLGA6A,GO:0007030,P
GOLGA6B,GO:0007030,P
GOLGA8A,GO:0007030,P
GOLGA8CP,GO:0007030,P
GOLGA8DP,GO:0007030,P
GOLGA8F,GO:0007030,P
GOLGA8H,GO:0007030,P
GOLGA8J,GO:0007030,P
GOLGA8M,GO:0007030,P
GOLGA8O,GO:0007030,P
GOLGA8R,GO:0007030,P
GOLGA8T,GO:0007030,P
GOLGB1,GO:0007030,P
GOLPH3,GO:0007030,P
GOLPH3L,GO:0007030,P
GORASP1,GO:0007030,P
GORASP2,GO:0007030,P
HACE1,GO:0007030,P
HOOK1,GO:0007030,P
HTT,GO:0007030,P
KIFC3,GO:0007030,P
LMAN1,GO:0007030,P
LMAN1L,GO:0007030,P
LMAN2,GO:0007030,P
LMAN2L,GO:0007030,P
LRRK2,GO:0007030,P
MYO18A,GO:0007030,P
NPLOC4,GO:0007030,P
NSFL1C,GO:0007030,P
OBSL1,GO:0007030,P
OPTN,GO:0007030,P
PI4K2A,GO:0007030,P
PI4K2B,GO:0007030,P
PLEKHM2,GO:0007030,P
PRKD1,GO:0007030,P
RAB1A,GO:0007030,P
RAB29,GO:0007030,P
RAB2A,GO:0007030,P
RAB30,GO:0007030,P
RAB43,GO:0007030,P
RINT1,GO:0007030,P
SEC16A,GO:0007030,P
SEC16B,GO:0007030,P
SEC23A,GO:0007030,P
SEC23B,GO:0007030,P
SEC23IP,GO:0007030,P
SPTBN5,GO:0007030,P
STX17,GO:0007030,P
SURF4,GO:0007030,P
SYNE1,GO:0007030,P
TANGO2,GO:0007030,P
TBC1D20,GO:0007030,P
TICAM2,GO:0007030,P
TJAP1,GO:0007030,P
TMED10,GO:0007030,P
TMED1,GO:0007030,P
TMED2,GO:0007030,P
TMED3,GO:0007030,P
TMED4,GO:0007030,P
TMED5,GO:0007030,P
TMED6,GO:0007030,P
TMED7,GO:0007030,P
TMED7-TICAM2,GO:0007030,P
TMED9,GO:0007030,P
TRAPPC11,GO:0007030,P
TRAPPC12,GO:0007030,P
TRAPPC8,GO:0007030,P
TRIP11,GO:0007030,P
UBXN2A,GO:0007030,P
UBXN2B,GO:0007030,P
USO1,GO:0007030,P
USP6NL,GO:0007030,P
VMP1,GO:0007030,P
ZW10,GO:0007030,P
AKTIP,GO:0007032,P
ALS2CL,GO:0007032,P
ALS2,GO:0007032,P
ANXA8,GO:0007032,P
ANXA8L1,GO:0007032,P
ARFGEF2,GO:0007032,P
CHMP2B,GO:0007032,P
DNAJC13,GO:0007032,P
DNM1,GO:0007032,P
EXOC8,GO:0007032,P
FAM160A2,GO:0007032,P
HOOK1,GO:0007032,P
HOOK2,GO:0007032,P
HOOK3,GO:0007032,P
LAMTOR1,GO:0007032,P
LAPTM4B,GO:0007032,P
PI4K2A,GO:0007032,P
PI4K2B,GO:0007032,P
PIK3C3,GO:0007032,P
PLEKHF1,GO:0007032,P
PLEKHJ1,GO:0007032,P
RAB22A,GO:0007032,P
RAB5B,GO:0007032,P
RNF26,GO:0007032,P
SNX10,GO:0007032,P
SNX33,GO:0007032,P
SQSTM1,GO:0007032,P
STX6,GO:0007032,P
TMEM127,GO:0007032,P
USP50,GO:0007032,P
USP8,GO:0007032,P
VPS11,GO:0007032,P
VPS18,GO:0007032,P
VPS33B,GO:0007032,P
WASH3P,GO:0007032,P
WASHC4,GO:0007032,P
ABCA1,GO:0007040,P
ACP2,GO:0007040,P
AKTIP,GO:0007040,P
ARSB,GO:0007040,P
BECN1,GO:0007040,P
CHMP5,GO:0007040,P
CLN3,GO:0007040,P
CLN6,GO:0007040,P
CLVS1,GO:0007040,P
CLVS2,GO:0007040,P
FAM160A2,GO:0007040,P
GAA,GO:0007040,P
GNPTAB,GO:0007040,P
HEXB,GO:0007040,P
HOOK1,GO:0007040,P
HOOK2,GO:0007040,P
HOOK3,GO:0007040,P
HPS1,GO:0007040,P
HPS4,GO:0007040,P
LAMTOR1,GO:0007040,P
LRRK2,GO:0007040,P
LYST,GO:0007040,P
MBTPS1,GO:0007040,P
MFSD8,GO:0007040,P
MYO7A,GO:0007040,P
NAGLU,GO:0007040,P
NAGPA,GO:0007040,P
TFEB,GO:0007040,P
TMEM106B,GO:0007040,P
TPCN2,GO:0007040,P
TPP1,GO:0007040,P
VPS11,GO:0007040,P
VPS18,GO:0007040,P
VPS35,GO:0007040,P
ZKSCAN3,GO:0007040,P
ARVCF,GO:0007043,P
CDH10,GO:0007043,P
CDH11,GO:0007043,P
CDH12,GO:0007043,P
CDH13,GO:0007043,P
CDH15,GO:0007043,P
CDH17,GO:0007043,P
CDH18,GO:0007043,P
CDH1,GO:0007043,P
CDH22,GO:0007043,P
CDH24,GO:0007043,P
CDH2,GO:0007043,P
CDH3,GO:0007043,P
CDH4,GO:0007043,P
CDH5,GO:0007043,P
CDH6,GO:0007043,P
CDH7,GO:0007043,P
CDH8,GO:0007043,P
CDH9,GO:0007043,P
CLDN5,GO:0007043,P
CTNND1,GO:0007043,P
CTNND2,GO:0007043,P
DSG1,GO:0007043,P
FLCN,GO:0007043,P
FSCN1,GO:0007043,P
GJA4,GO:0007043,P
GJC1,GO:0007043,P
HDAC7,GO:0007043,P
HEG1,GO:0007043,P
NR1H4,GO:0007043,P
PARD6B,GO:0007043,P
PKP1,GO:0007043,P
PKP2,GO:0007043,P
PKP3,GO:0007043,P
PKP4,GO:0007043,P
TJP1,GO:0007043,P
TLN1,GO:0007043,P
TLN2,GO:0007043,P
TRPV4,GO:0007043,P
ACTR8,GO:0007049,P
AHCTF1,GO:0007049,P
AHR,GO:0007049,P
ANAPC10,GO:0007049,P
ANAPC13,GO:0007049,P
ANAPC15,GO:0007049,P
ANAPC16,GO:0007049,P
ANAPC1,GO:0007049,P
ANAPC2,GO:0007049,P
ANAPC4,GO:0007049,P
ANAPC5,GO:0007049,P
ANAPC7,GO:0007049,P
APEX2,GO:0007049,P
APPL1,GO:0007049,P
APPL2,GO:0007049,P
ARF6,GO:0007049,P
ARL8A,GO:0007049,P
ARL8B,GO:0007049,P
AVPI1,GO:0007049,P
BABAM1,GO:0007049,P
BANP,GO:0007049,P
BEX2,GO:0007049,P
BIRC6,GO:0007049,P
BLCAP,GO:0007049,P
BOD1L2,GO:0007049,P
BRCC3,GO:0007049,P
BRD7,GO:0007049,P
CABLES1,GO:0007049,P
