gene,GO.term,type
DCDC2B,GO:0035556,P
DCDC2,GO:0035556,P
DCDC5,GO:0035556,P
DCX,GO:0035556,P
DDX3X,GO:0035556,P
DEDD2,GO:0035556,P
DEF8,GO:0035556,P
DEPDC1B,GO:0035556,P
DEPDC1,GO:0035556,P
DEPDC5,GO:0035556,P
DEPDC7,GO:0035556,P
DEPTOR,GO:0035556,P
DGKA,GO:0035556,P
DGKB,GO:0035556,P
DGKE,GO:0035556,P
DGKG,GO:0035556,P
DGKH,GO:0035556,P
DGKI,GO:0035556,P
DGKZ,GO:0035556,P
DLG5,GO:0035556,P
DMPK,GO:0035556,P
DMRT1,GO:0035556,P
DUSP1,GO:0035556,P
DVL1,GO:0035556,P
DVL1P1,GO:0035556,P
DVL3,GO:0035556,P
ECT2,GO:0035556,P
EFS,GO:0035556,P
FER,GO:0035556,P
FKBP8,GO:0035556,P
FMN2,GO:0035556,P
FYN,GO:0035556,P
GMIP,GO:0035556,P
GNB1L,GO:0035556,P
GPR155,GO:0035556,P
GPR75-ASB3,GO:0035556,P
GRIP1,GO:0035556,P
GSK3B,GO:0035556,P
GUCY1A2,GO:0035556,P
GUCY1B2,GO:0035556,P
GUCY2C,GO:0035556,P
GUCY2D,GO:0035556,P
HCLS1,GO:0035556,P
HMOX1,GO:0035556,P
HSPB1,GO:0035556,P
HUNK,GO:0035556,P
ICK,GO:0035556,P
IGFBP5,GO:0035556,P
INPP5D,GO:0035556,P
IRAK1,GO:0035556,P
IRAK2,GO:0035556,P
IRAK3,GO:0035556,P
IRAK4,GO:0035556,P
ITGB1BP1,GO:0035556,P
ITK,GO:0035556,P
JAK1,GO:0035556,P
JAK2,GO:0035556,P
JAK3,GO:0035556,P
KALRN,GO:0035556,P
KCTD9,GO:0035556,P
LAT2,GO:0035556,P
LAT,GO:0035556,P
LATS1,GO:0035556,P
LATS2,GO:0035556,P
LAX1,GO:0035556,P
LCP2,GO:0035556,P
LRRK2,GO:0035556,P
MAGI3,GO:0035556,P
MAK,GO:0035556,P
MAP3K12,GO:0035556,P
MAP3K3,GO:0035556,P
MAP3K4,GO:0035556,P
MAP4K2,GO:0035556,P
MAP4K3,GO:0035556,P
MAP4K4,GO:0035556,P
MAP4K5,GO:0035556,P
MAPK10,GO:0035556,P
MAPK11,GO:0035556,P
MAPK12,GO:0035556,P
MAPK13,GO:0035556,P
MAPK14,GO:0035556,P
MAPK15,GO:0035556,P
MAPK1,GO:0035556,P
MAPK3,GO:0035556,P
MAPK4,GO:0035556,P
MAPK6,GO:0035556,P
MAPK7,GO:0035556,P
MAPK8,GO:0035556,P
MAPK9,GO:0035556,P
MAPKAPK2,GO:0035556,P
MAPKAPK3,GO:0035556,P
MAPKAPK5,GO:0035556,P
MARK1,GO:0035556,P
MARK2,GO:0035556,P
MARK3,GO:0035556,P
MARK4,GO:0035556,P
MAST1,GO:0035556,P
MAST2,GO:0035556,P
MAST3,GO:0035556,P
MAST4,GO:0035556,P
MASTL,GO:0035556,P
MC1R,GO:0035556,P
MCF2,GO:0035556,P
MCF2L,GO:0035556,P
MELK,GO:0035556,P
MKNK1,GO:0035556,P
MKNK2,GO:0035556,P
MLXIPL,GO:0035556,P
MOK,GO:0035556,P
MYO9A,GO:0035556,P
MYZAP,GO:0035556,P
NEK11,GO:0035556,P
NET1,GO:0035556,P
NEURL2,GO:0035556,P
NFAM1,GO:0035556,P
NFATC1,GO:0035556,P
NIM1K,GO:0035556,P
NLK,GO:0035556,P
NLRC3,GO:0035556,P
NLRC5,GO:0035556,P
NLRX1,GO:0035556,P
NOD1,GO:0035556,P
NOD2,GO:0035556,P
NRBP1,GO:0035556,P
NRBP2,GO:0035556,P
NRG1,GO:0035556,P
NRG2,GO:0035556,P
NRG3,GO:0035556,P
NRG4,GO:0035556,P
NSMCE1,GO:0035556,P
NUAK1,GO:0035556,P
NUAK2,GO:0035556,P
NUDT4,GO:0035556,P
OXSR1,GO:0035556,P
PAG1,GO:0035556,P
PASK,GO:0035556,P
PDPK1,GO:0035556,P
PDZD8,GO:0035556,P
PIKFYVE,GO:0035556,P
PINK1,GO:0035556,P
PKN1,GO:0035556,P
PKN2,GO:0035556,P
PKN3,GO:0035556,P
PLA2G1B,GO:0035556,P
PLA2G4C,GO:0035556,P
PLCB1,GO:0035556,P
PLCB2,GO:0035556,P
PLCB3,GO:0035556,P
PLCB4,GO:0035556,P
PLCD1,GO:0035556,P
PLCD3,GO:0035556,P
PLCD4,GO:0035556,P
PLCH2,GO:0035556,P
PLCL1,GO:0035556,P
PLCL2,GO:0035556,P
PLCZ1,GO:0035556,P
PLEK2,GO:0035556,P
PLEKHM1,GO:0035556,P
PLXNB1,GO:0035556,P
POLR2M,GO:0035556,P
PPP1R17,GO:0035556,P
PPP1R1A,GO:0035556,P
PPP1R1B,GO:0035556,P
PREX1,GO:0035556,P
PRKAA1,GO:0035556,P
PRKAA2,GO:0035556,P
PRKAG2,GO:0035556,P
PRKAG3,GO:0035556,P
PRKAR1A,GO:0035556,P
PRKAR2A,GO:0035556,P
PRKAR2B,GO:0035556,P
PRKCA,GO:0035556,P
PRKCB,GO:0035556,P
PRKCD,GO:0035556,P
PRKCE,GO:0035556,P
PRKCG,GO:0035556,P
PRKCH,GO:0035556,P
PRKCI,GO:0035556,P
PRKCQ,GO:0035556,P
PRKCSH,GO:0035556,P
PRKCZ,GO:0035556,P
PRKD1,GO:0035556,P
PRKD2,GO:0035556,P
PSEN1,GO:0035556,P
PSEN2,GO:0035556,P
PTPN6,GO:0035556,P
RAB40A,GO:0035556,P
RAB40AL,GO:0035556,P
RAB40B,GO:0035556,P
RAB40C,GO:0035556,P
RAC1,GO:0035556,P
RAC3,GO:0035556,P
RACGAP1,GO:0035556,P
RALGPS1,GO:0035556,P
RAPGEF2,GO:0035556,P
RASA1,GO:0035556,P
RASA4B,GO:0035556,P
RASSF5,GO:0035556,P
RGS11,GO:0035556,P
RGS14,GO:0035556,P
RGS6,GO:0035556,P
RGS7,GO:0035556,P
RGS9,GO:0035556,P
RIT2,GO:0035556,P
RP1,GO:0035556,P
RP1L1,GO:0035556,P
RPS6KA4,GO:0035556,P
RPS6KA5,GO:0035556,P
RPS6KB1,GO:0035556,P
RPS6KB2,GO:0035556,P
S100A1,GO:0035556,P
SCG2,GO:0035556,P
SDCBP2,GO:0035556,P
SDCBP,GO:0035556,P
SGK1,GO:0035556,P
SGK2,GO:0035556,P
SGK3,GO:0035556,P
SH2B1,GO:0035556,P
SH2B2,GO:0035556,P
SH2B3,GO:0035556,P
SH3BP5,GO:0035556,P
SH3BP5L,GO:0035556,P
SHC4,GO:0035556,P
SIK1,GO:0035556,P
SIK2,GO:0035556,P
SIK3,GO:0035556,P
SIPA1,GO:0035556,P
SIRPG,GO:0035556,P
SMAD2,GO:0035556,P
SMAD4,GO:0035556,P
SMPD2,GO:0035556,P
SNRK,GO:0035556,P
SOCS1,GO:0035556,P
SOCS4,GO:0035556,P
SOCS7,GO:0035556,P
SPHK1,GO:0035556,P
SPSB2,GO:0035556,P
SPSB4,GO:0035556,P
SQSTM1,GO:0035556,P
SRC,GO:0035556,P
SRPK1,GO:0035556,P
SRPK2,GO:0035556,P
SRPK3,GO:0035556,P
SS18,GO:0035556,P
STAC2,GO:0035556,P
STAC3,GO:0035556,P
STAC,GO:0035556,P
STK17A,GO:0035556,P
STK17B,GO:0035556,P
STK32A,GO:0035556,P
STK32B,GO:0035556,P
STK32C,GO:0035556,P
STK38,GO:0035556,P
STK38L,GO:0035556,P
STK39,GO:0035556,P
STK3,GO:0035556,P
STK4,GO:0035556,P
STMN1,GO:0035556,P
STYXL1,GO:0035556,P
TEC,GO:0035556,P
TGFBR1,GO:0035556,P
TGFBR3,GO:0035556,P
TIAM2,GO:0035556,P
TLK1,GO:0035556,P
TLK2,GO:0035556,P
TMPRSS6,GO:0035556,P
TNIK,GO:0035556,P
TNS2,GO:0035556,P
TOLLIP,GO:0035556,P
TP53TG5,GO:0035556,P
TRAF3IP2,GO:0035556,P
TREM1,GO:0035556,P
TSSK1B,GO:0035556,P
TSSK2,GO:0035556,P
TSSK3,GO:0035556,P
TSSK4,GO:0035556,P
TSSK6,GO:0035556,P
TUFT1,GO:0035556,P
TYK2,GO:0035556,P
TYROBP,GO:0035556,P
UNC13A,GO:0035556,P
UNC13B,GO:0035556,P
WNK1,GO:0035556,P
WNK2,GO:0035556,P
WNK3,GO:0035556,P
WNK4,GO:0035556,P
WSB1,GO:0035556,P
WSB2,GO:0035556,P
YWHAE,GO:0035556,P
ZAP70,GO:0035556,P
ZBTB33,GO:0035556,P
DVL1,GO:0035567,P
DVL2,GO:0035567,P
DVL3,GO:0035567,P
FRZB,GO:0035567,P
FZD10,GO:0035567,P
FZD1,GO:0035567,P
FZD2,GO:0035567,P
FZD3,GO:0035567,P
FZD4,GO:0035567,P
FZD5,GO:0035567,P
FZD6,GO:0035567,P
FZD7,GO:0035567,P
FZD8,GO:0035567,P
FZD9,GO:0035567,P
RYK,GO:0035567,P
SFRP1,GO:0035567,P
SFRP2,GO:0035567,P
SFRP4,GO:0035567,P
SFRP5,GO:0035567,P
WNT5A,GO:0035567,P
CASP8,GO:0035666,P
CD14,GO:0035666,P
CD300LF,GO:0035666,P
CHUK,GO:0035666,P
FADD,GO:0035666,P
IKBKB,GO:0035666,P
IKBKE,GO:0035666,P
IKBKG,GO:0035666,P
IRF3,GO:0035666,P
IRF7,GO:0035666,P
LY96,GO:0035666,P
RIPK1,GO:0035666,P
RPS27A,GO:0035666,P
TANK,GO:0035666,P
TBK1,GO:0035666,P
TICAM1,GO:0035666,P
TICAM2,GO:0035666,P
TLR3,GO:0035666,P
TLR4,GO:0035666,P
TLR6,GO:0035666,P
TRAF3,GO:0035666,P
UBA52,GO:0035666,P
UBB,GO:0035666,P
UBC,GO:0035666,P
ADIPOQ,GO:0035690,P
ADSSL1,GO:0035690,P
AIM2,GO:0035690,P
ANKRD1,GO:0035690,P
CAD,GO:0035690,P
CD69,GO:0035690,P
CERS1,GO:0035690,P
CRHBP,GO:0035690,P
DDC,GO:0035690,P
DPEP1,GO:0035690,P
EDN1,GO:0035690,P
EFTUD2,GO:0035690,P
FBP1,GO:0035690,P
FGF21,GO:0035690,P
GAS6,GO:0035690,P
GPLD1,GO:0035690,P
HSP90AB1,GO:0035690,P
HSPA5,GO:0035690,P
HTR1B,GO:0035690,P
IL1B,GO:0035690,P
KCNC1,GO:0035690,P
KCNE2,GO:0035690,P
KCNH2,GO:0035690,P
KCNQ1,GO:0035690,P
MEF2C,GO:0035690,P
MT2A,GO:0035690,P
MT3,GO:0035690,P
MYC,GO:0035690,P
NKX3-1,GO:0035690,P
NOS2,GO:0035690,P
PDE2A,GO:0035690,P
PDE4A,GO:0035690,P
PDE4B,GO:0035690,P
PPAT,GO:0035690,P
PPM1E,GO:0035690,P
PPM1F,GO:0035690,P
PPP1R12A,GO:0035690,P
PPP1R14A,GO:0035690,P
PPP3CA,GO:0035690,P
PPP3CB,GO:0035690,P
PRKAA2,GO:0035690,P
PRNP,GO:0035690,P
QDPR,GO:0035690,P
RAP1A,GO:0035690,P
RAP2A,GO:0035690,P
RBM22,GO:0035690,P
REN,GO:0035690,P
REST,GO:0035690,P
RNF149,GO:0035690,P
TFRC,GO:0035690,P
TLR3,GO:0035690,P
TP53,GO:0035690,P
UMPS,GO:0035690,P
AIP,GO:0035722,P
ANXA2,GO:0035722,P
ARF1,GO:0035722,P
BOLA2,GO:0035722,P
CA1,GO:0035722,P
CAPZA1,GO:0035722,P
CDC42,GO:0035722,P
CFL1,GO:0035722,P
CNN2,GO:0035722,P
GSTA2,GO:0035722,P
GSTO1,GO:0035722,P
HNRNPA2B1,GO:0035722,P
HNRNPDL,GO:0035722,P
HNRNPF,GO:0035722,P
HSPA9,GO:0035722,P
IFNG,GO:0035722,P
IL10,GO:0035722,P
IL12A,GO:0035722,P
IL12B,GO:0035722,P
IL12RB1,GO:0035722,P
IL12RB2,GO:0035722,P
JAK1,GO:0035722,P
JAK2,GO:0035722,P
LCP1,GO:0035722,P
LMNB1,GO:0035722,P
MIF,GO:0035722,P
MSN,GO:0035722,P
MTAP,GO:0035722,P
P4HB,GO:0035722,P
PAK2,GO:0035722,P
PDCD4,GO:0035722,P
PITPNA,GO:0035722,P
PLCB1,GO:0035722,P
PPIA,GO:0035722,P
PSME2,GO:0035722,P
RALA,GO:0035722,P
RAP1B,GO:0035722,P
RPLP0,GO:0035722,P
SERPINB2,GO:0035722,P
SNRPA1,GO:0035722,P
SOD1,GO:0035722,P
SOD2,GO:0035722,P
STAT4,GO:0035722,P
TALDO1,GO:0035722,P
TCP1,GO:0035722,P
TYK2,GO:0035722,P
ABCB11,GO:0035725,P
ANO6,GO:0035725,P
ASIC1,GO:0035725,P
ASIC2,GO:0035725,P
ASIC3,GO:0035725,P
ASIC4,GO:0035725,P
ASIC5,GO:0035725,P
CACNA1G,GO:0035725,P
CACNA1H,GO:0035725,P
CACNA1I,GO:0035725,P
CATSPER2,GO:0035725,P
CNNM4,GO:0035725,P
HCN1,GO:0035725,P
HCN2,GO:0035725,P
HCN3,GO:0035725,P
HCN4,GO:0035725,P
KCNK1,GO:0035725,P
NALCN,GO:0035725,P
PKD2,GO:0035725,P
PKD2L1,GO:0035725,P
SCN10A,GO:0035725,P
SCN11A,GO:0035725,P
SCN1A,GO:0035725,P
SCN1B,GO:0035725,P
SCN2A,GO:0035725,P
SCN2B,GO:0035725,P
SCN3A,GO:0035725,P
SCN3B,GO:0035725,P
SCN4A,GO:0035725,P
SCN4B,GO:0035725,P
SCN5A,GO:0035725,P
SCN7A,GO:0035725,P
SCN8A,GO:0035725,P
SCN9A,GO:0035725,P
SCNN1A,GO:0035725,P
SCNN1B,GO:0035725,P
SCNN1D,GO:0035725,P
SCNN1G,GO:0035725,P
SHROOM2,GO:0035725,P
SLC12A1,GO:0035725,P
SLC12A2,GO:0035725,P
SLC12A3,GO:0035725,P
SLC17A2,GO:0035725,P
SLC17A4,GO:0035725,P
SLC17A7,GO:0035725,P
SLC20A1,GO:0035725,P
SLC20A2,GO:0035725,P
SLC23A1,GO:0035725,P
SLC24A1,GO:0035725,P
SLC24A2,GO:0035725,P
SLC34A2,GO:0035725,P
SLC34A3,GO:0035725,P
SLC3A2,GO:0035725,P
SLC41A1,GO:0035725,P
SLC4A11,GO:0035725,P
SLC8A1,GO:0035725,P
SLC8A2,GO:0035725,P
SLC8A3,GO:0035725,P
SLC8B1,GO:0035725,P
SLC9B2,GO:0035725,P
TRPM2,GO:0035725,P
CEP131,GO:0035735,P
CLUAP1,GO:0035735,P
DYNC2H1,GO:0035735,P
DYNC2LI1,GO:0035735,P
DYNLL1,GO:0035735,P
DYNLL2,GO:0035735,P
DYNLRB1,GO:0035735,P
DYNLRB2,GO:0035735,P
HSPB11,GO:0035735,P
IFT122,GO:0035735,P
IFT140,GO:0035735,P
IFT172,GO:0035735,P
IFT20,GO:0035735,P
IFT22,GO:0035735,P
IFT27,GO:0035735,P
IFT43,GO:0035735,P
IFT46,GO:0035735,P
IFT52,GO:0035735,P
IFT57,GO:0035735,P
IFT74,GO:0035735,P
IFT80,GO:0035735,P
IFT81,GO:0035735,P
IFT88,GO:0035735,P
KIF17,GO:0035735,P
KIF3A,GO:0035735,P
KIF3B,GO:0035735,P
KIF3C,GO:0035735,P
KIFAP3,GO:0035735,P
PCM1,GO:0035735,P
SSX2IP,GO:0035735,P
TNPO1,GO:0035735,P
TRAF3IP1,GO:0035735,P
TRIP11,GO:0035735,P
TTC21B,GO:0035735,P
TTC26,GO:0035735,P
TTC30B,GO:0035735,P
WDR19,GO:0035735,P
WDR34,GO:0035735,P
WDR35,GO:0035735,P
WDR60,GO:0035735,P
ANO1,GO:0035774,P
ARRB1,GO:0035774,P
BAD,GO:0035774,P
BAIAP3,GO:0035774,P
C1QTNF12,GO:0035774,P
C2CD2L,GO:0035774,P
CFTR,GO:0035774,P
CRH,GO:0035774,P
GCG,GO:0035774,P
GHRL,GO:0035774,P
GPLD1,GO:0035774,P
GPR27,GO:0035774,P
GPR68,GO:0035774,P
HIF1A,GO:0035774,P
KIF5B,GO:0035774,P
MPC2,GO:0035774,P
NR1H4,GO:0035774,P
OXCT1,GO:0035774,P
PDX1,GO:0035774,P
PHPT1,GO:0035774,P
PLA2G6,GO:0035774,P
PPP3CB,GO:0035774,P
RFX6,GO:0035774,P
SRI,GO:0035774,P
STX4,GO:0035774,P
SYBU,GO:0035774,P
TMEM27,GO:0035774,P
TRPM4,GO:0035774,P
VSNL1,GO:0035774,P
ACTR2,GO:0035902,P
BRD1,GO:0035902,P
CRH,GO:0035902,P
CYP1A1,GO:0035902,P
CYP1A2,GO:0035902,P
ERCC1,GO:0035902,P
FOS,GO:0035902,P
GAL,GO:0035902,P
GOT1,GO:0035902,P
IL1B,GO:0035902,P
LRP11,GO:0035902,P
NR0B1,GO:0035902,P
PITX3,GO:0035902,P
PPARG,GO:0035902,P
PTK2B,GO:0035902,P
REN,GO:0035902,P
SLC8A1,GO:0035902,P
TFF1,GO:0035902,P
TGFB1,GO:0035902,P
TH,GO:0035902,P
TPH1,GO:0035902,P
ANKRD1,GO:0035914,P
ANKRD2,GO:0035914,P
ASB2,GO:0035914,P
ATF3,GO:0035914,P
BCL9,GO:0035914,P
BCL9L,GO:0035914,P
BTG2,GO:0035914,P
COPS2,GO:0035914,P
DMRTA2,GO:0035914,P
EEF2,GO:0035914,P
EGR1,GO:0035914,P
EGR2,GO:0035914,P
EMD,GO:0035914,P
EOMES,GO:0035914,P
FOS,GO:0035914,P
FOXN2,GO:0035914,P
GTF3C5,GO:0035914,P
HEYL,GO:0035914,P
HIVEP3,GO:0035914,P
HLF,GO:0035914,P
HMG20B,GO:0035914,P
KLF5,GO:0035914,P
KLHL41,GO:0035914,P
LEMD2,GO:0035914,P
MAFF,GO:0035914,P
MEF2C,GO:0035914,P
MEF2D,GO:0035914,P
MYF5,GO:0035914,P
MYF6,GO:0035914,P
MYLK2,GO:0035914,P
MYOD1,GO:0035914,P
MYOG,GO:0035914,P
NOTCH1,GO:0035914,P
NUPR1,GO:0035914,P
PAX5,GO:0035914,P
PHOX2B,GO:0035914,P
RB1,GO:0035914,P
SAP30,GO:0035914,P
SCX,GO:0035914,P
SMYD1,GO:0035914,P
SOX11,GO:0035914,P
SOX8,GO:0035914,P
VAX1,GO:0035914,P
WNT3A,GO:0035914,P
ZNF689,GO:0035914,P
AKT1,GO:0035924,P
ANXA1,GO:0035924,P
DAB2IP,GO:0035924,P
DLL4,GO:0035924,P
EGR3,GO:0035924,P
ERN1,GO:0035924,P
FLT1,GO:0035924,P
FLT4,GO:0035924,P
GAS1,GO:0035924,P
HSPB1,GO:0035924,P
ITGB1BP1,GO:0035924,P
KDR,GO:0035924,P
MAP2K3,GO:0035924,P
MAPK14,GO:0035924,P
MAPKAPK2,GO:0035924,P
MT1G,GO:0035924,P
NOTCH1,GO:0035924,P
NR4A1,GO:0035924,P
NRP1,GO:0035924,P
PRKD1,GO:0035924,P
PRKD2,GO:0035924,P
RAMP2,GO:0035924,P
RELA,GO:0035924,P
SEMA6A,GO:0035924,P
SPRY2,GO:0035924,P
VCAM1,GO:0035924,P
VEGFA,GO:0035924,P
COL11A1,GO:0035987,P
COL12A1,GO:0035987,P
COL4A2,GO:0035987,P
COL6A1,GO:0035987,P
COL7A1,GO:0035987,P
COL8A1,GO:0035987,P
FN1,GO:0035987,P
HMGA2,GO:0035987,P
HSBP1,GO:0035987,P
INHBA,GO:0035987,P
ITGA4,GO:0035987,P
ITGA5,GO:0035987,P
ITGA7,GO:0035987,P
ITGAV,GO:0035987,P
ITGB2,GO:0035987,P
ITGB5,GO:0035987,P
LAMA3,GO:0035987,P
LAMB1,GO:0035987,P
LAMB3,GO:0035987,P
MIXL1,GO:0035987,P
MMP14,GO:0035987,P
MMP15,GO:0035987,P
MMP2,GO:0035987,P
MMP8,GO:0035987,P
MMP9,GO:0035987,P
NODAL,GO:0035987,P
SETD2,GO:0035987,P
VTN,GO:0035987,P
ATM,GO:0036092,P
FGF10,GO:0036092,P
FGF16,GO:0036092,P
FGF17,GO:0036092,P
FGF18,GO:0036092,P
FGF19,GO:0036092,P
FGF1,GO:0036092,P
FGF20,GO:0036092,P
FGF22,GO:0036092,P
FGF23,GO:0036092,P
FGF2,GO:0036092,P
FGF3,GO:0036092,P
FGF4,GO:0036092,P
FGF5,GO:0036092,P
FGF6,GO:0036092,P
FGF7,GO:0036092,P
FGF8,GO:0036092,P
FGF9,GO:0036092,P
FGFR1,GO:0036092,P
FGFR2,GO:0036092,P
FGFR3,GO:0036092,P
FGFR4,GO:0036092,P
FIG4,GO:0036092,P
FLT3,GO:0036092,P
FLT3LG,GO:0036092,P
FRS2,GO:0036092,P
GAB1,GO:0036092,P
GAB2,GO:0036092,P
GRB2,GO:0036092,P
INPP4A,GO:0036092,P
INPP4B,GO:0036092,P
IRS1,GO:0036092,P
IRS2,GO:0036092,P
KLB,GO:0036092,P
KL,GO:0036092,P
OCRL,GO:0036092,P
PIK3C2A,GO:0036092,P
PIK3C2B,GO:0036092,P
PIK3C2G,GO:0036092,P
PIK3C3,GO:0036092,P
PIK3CA,GO:0036092,P
PIK3CB,GO:0036092,P
PIK3CD,GO:0036092,P
PIK3CG,GO:0036092,P
PIK3R1,GO:0036092,P
PIK3R2,GO:0036092,P
PIK3R3,GO:0036092,P
PIK3R4,GO:0036092,P
PIKFYVE,GO:0036092,P
PTPN11,GO:0036092,P
SYNJ1,GO:0036092,P
SYNJ2,GO:0036092,P
TLR9,GO:0036092,P
ATP7A,GO:0036120,P
CBL,GO:0036120,P
CCNA2,GO:0036120,P
CORO1B,GO:0036120,P
CREB1,GO:0036120,P
ERRFI1,GO:0036120,P
FYN,GO:0036120,P
HAS1,GO:0036120,P
HAS2,GO:0036120,P
HYAL1,GO:0036120,P
IQGAP1,GO:0036120,P
MARS,GO:0036120,P
MTSS1L,GO:0036120,P
PDGFD,GO:0036120,P
PDGFRB,GO:0036120,P
PTN,GO:0036120,P
RDX,GO:0036120,P
SRC,GO:0036120,P
SYAP1,GO:0036120,P
YES1,GO:0036120,P
DBI,GO:0036151,P
LPCAT1,GO:0036151,P
LPCAT2,GO:0036151,P
LPCAT3,GO:0036151,P
LPCAT4,GO:0036151,P
MBOAT2,GO:0036151,P
PLA2G10,GO:0036151,P
PLA2G12A,GO:0036151,P
PLA2G16,GO:0036151,P
PLA2G1B,GO:0036151,P
PLA2G2A,GO:0036151,P
PLA2G2D,GO:0036151,P
PLA2G3,GO:0036151,P
PLA2G4A,GO:0036151,P
PLA2G4B,GO:0036151,P
PLA2G4C,GO:0036151,P
PLA2G4D,GO:0036151,P
PLA2G4F,GO:0036151,P
PLA2G6,GO:0036151,P
PLB1,GO:0036151,P
PLBD1,GO:0036151,P
PNPLA8,GO:0036151,P
TMEM86B,GO:0036151,P
ABHD4,GO:0036152,P
LPCAT3,GO:0036152,P
LPCAT4,GO:0036152,P
MBOAT1,GO:0036152,P
MBOAT2,GO:0036152,P
PLA2G10,GO:0036152,P
PLA2G12A,GO:0036152,P
PLA2G16,GO:0036152,P
PLA2G1B,GO:0036152,P
PLA2G2A,GO:0036152,P
PLA2G2D,GO:0036152,P
PLA2G3,GO:0036152,P
PLA2G4A,GO:0036152,P
PLA2G4B,GO:0036152,P
PLA2G4C,GO:0036152,P
PLA2G4D,GO:0036152,P
PLA2G4F,GO:0036152,P
PLA2G6,GO:0036152,P
PLBD1,GO:0036152,P
PNPLA8,GO:0036152,P
RARRES3,GO:0036152,P
CHMP1A,GO:0036258,P
CHMP1B,GO:0036258,P
CHMP2A,GO:0036258,P
CHMP2B,GO:0036258,P
CHMP3,GO:0036258,P
CHMP4A,GO:0036258,P
CHMP4B,GO:0036258,P
CHMP4C,GO:0036258,P
CHMP5,GO:0036258,P
CHMP6,GO:0036258,P
CHMP7,GO:0036258,P
HGS,GO:0036258,P
IST1,GO:0036258,P
MVB12A,GO:0036258,P
PDCD6IP,GO:0036258,P
RAB11A,GO:0036258,P
SNF8,GO:0036258,P
STAM2,GO:0036258,P
STAM,GO:0036258,P
TSG101,GO:0036258,P
VPS25,GO:0036258,P
VPS28,GO:0036258,P
VPS36,GO:0036258,P
VPS37A,GO:0036258,P
VPS37B,GO:0036258,P
VPS37C,GO:0036258,P
VPS37D,GO:0036258,P
VPS4A,GO:0036258,P
VPS4B,GO:0036258,P
VTA1,GO:0036258,P
ATR,GO:0036297,P
ATRIP,GO:0036297,P
CENPS,GO:0036297,P
DCLRE1A,GO:0036297,P
DCLRE1B,GO:0036297,P
DCLRE1C,GO:0036297,P
EME1,GO:0036297,P
ERCC1,GO:0036297,P
ERCC4,GO:0036297,P
ERCC6L2,GO:0036297,P
EXO5,GO:0036297,P
FAAP100,GO:0036297,P
FAAP20,GO:0036297,P
FAAP24,GO:0036297,P
FAN1,GO:0036297,P
FANCA,GO:0036297,P
FANCB,GO:0036297,P
FANCC,GO:0036297,P
FANCD2,GO:0036297,P
FANCE,GO:0036297,P
FANCF,GO:0036297,P
FANCG,GO:0036297,P
FANCI,GO:0036297,P
FANCL,GO:0036297,P
FANCM,GO:0036297,P
MSH2,GO:0036297,P
MSH6,GO:0036297,P
MUS81,GO:0036297,P
NUCKS1,GO:0036297,P
POLN,GO:0036297,P
RAD51AP1,GO:0036297,P
RAD51D,GO:0036297,P
RAD51,GO:0036297,P
RFWD3,GO:0036297,P
RNF168,GO:0036297,P
RNF8,GO:0036297,P
RPA1,GO:0036297,P
RPA2,GO:0036297,P
RPA3,GO:0036297,P
RPS27A,GO:0036297,P
SLX1A,GO:0036297,P
SLX4,GO:0036297,P
UBA52,GO:0036297,P
UBB,GO:0036297,P
UBC,GO:0036297,P
UBE2T,GO:0036297,P
XRCC3,GO:0036297,P
ACADVL,GO:0036498,P
ADD1,GO:0036498,P
ARFGAP1,GO:0036498,P
ASNA1,GO:0036498,P
ATP6V0D1,GO:0036498,P
CTDSP2,GO:0036498,P
CUL7,GO:0036498,P
CXXC1,GO:0036498,P
DCTN1,GO:0036498,P
DDX11,GO:0036498,P
DNAJB11,GO:0036498,P
DNAJB9,GO:0036498,P
DNAJC3,GO:0036498,P
EDEM1,GO:0036498,P
ERN1,GO:0036498,P
EXTL1,GO:0036498,P
EXTL2,GO:0036498,P
EXTL3,GO:0036498,P
FKBP14,GO:0036498,P
GFPT1,GO:0036498,P
GOSR2,GO:0036498,P
GSK3A,GO:0036498,P
HDGF,GO:0036498,P
HSPA5,GO:0036498,P
HYOU1,GO:0036498,P
KDELR3,GO:0036498,P
KLHDC3,GO:0036498,P
LMNA,GO:0036498,P
MYDGF,GO:0036498,P
PARP16,GO:0036498,P
PDIA5,GO:0036498,P
PDIA6,GO:0036498,P
PLA2G4B,GO:0036498,P
PPP2R5B,GO:0036498,P
PREB,GO:0036498,P
PTPN1,GO:0036498,P
SEC31A,GO:0036498,P
SERP1,GO:0036498,P
SHC1,GO:0036498,P
SRPRA,GO:0036498,P
SRPRB,GO:0036498,P
SSR1,GO:0036498,P
SULT1A3,GO:0036498,P
SYVN1,GO:0036498,P
TATDN2,GO:0036498,P
TLN1,GO:0036498,P
TPP1,GO:0036498,P
TSPYL2,GO:0036498,P
WFS1,GO:0036498,P
WIPI1,GO:0036498,P
XBP1,GO:0036498,P
YIF1A,GO:0036498,P
ZBTB17,GO:0036498,P
ABL1,GO:0038083,P
ABL2,GO:0038083,P
BLK,GO:0038083,P
BMX,GO:0038083,P
BTK,GO:0038083,P
DDR1,GO:0038083,P
DYRK1A,GO:0038083,P
EGFR,GO:0038083,P
ERBB4,GO:0038083,P
FGR,GO:0038083,P
FRK,GO:0038083,P
FYN,GO:0038083,P
